FID,SHAPE,BEZIRK,STRNAM,GELTUNGSBEREICH,ZEITRAUM,DAUER,SE_SDO_ROWID,SE_ANNO_CAD_DATA,GUELTIG_VON
KURZPARKSTREIFENOGD.355457,"LINESTRING (16.482813107198993 48.21611482510483, 16.482673550312246 48.215751910764084)",22,Biberhaufenweg,8 bis 10,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355457,,2006-06-02
KURZPARKSTREIFENOGD.355458,"LINESTRING (16.277719445663394 48.191810932928945, 16.2776893735773 48.19164308762383)",13,Preindlgasse,35 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355458,,2010-11-08
KURZPARKSTREIFENOGD.355459,"LINESTRING (16.265513864301116 48.193461604148006, 16.265654433151823 48.19338116631224)",13,Auhofstraﬂe,179 ,Mo.-Fr. (w.) v. 9-18h,"1,5 h",355459,,2010-12-30
KURZPARKSTREIFENOGD.355460,"LINESTRING (16.34049196596726 48.19607249612886, 16.34015790245047 48.19601289377228)",7,Mariahilfer Straﬂe,128 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355460,,2008-04-07
KURZPARKSTREIFENOGD.355461,"LINESTRING (16.401899918083018 48.25844351997573, 16.401471317465113 48.25809053143051)",21,Kamreitergasse,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355461,,2012-02-15
KURZPARKSTREIFENOGD.355462,"LINESTRING (16.401456846244695 48.25890577303545, 16.401828935070252 48.258735677796096)",21,Angerer Straﬂe,12 bis 14,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355462,,2012-02-15
KURZPARKSTREIFENOGD.355463,"LINESTRING (16.38016965343072 48.21468160235253, 16.38031153663752 48.215287448926546)",2,Taborstraﬂe,14 bis 16,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355463,,2012-03-02
KURZPARKSTREIFENOGD.355464,"LINESTRING (16.379355165500037 48.212797993848355, 16.37958464822023 48.213178453159564)",2,Taborstraﬂe,2 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355464,,2012-01-16
KURZPARKSTREIFENOGD.355465,"LINESTRING (16.380530061819652 48.21586547788076, 16.380943237002022 48.21662405372832)",2,Taborstraﬂe,20 bis 22,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355465,,2012-01-16
KURZPARKSTREIFENOGD.355466,"LINESTRING (16.380841046456535 48.21669006968304, 16.380862323217166 48.21682908446273, 16.38086767953645 48.21690684176404, 16.380867895469102 48.217154254845, 16.38086992977291 48.21746528933608)",2,Taborstraﬂe,24 bis 26,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355466,,2012-01-16
KURZPARKSTREIFENOGD.355467,"LINESTRING (16.380877117920743 48.217621981149584, 16.380879096759294 48.21786939463641)",2,Taborstraﬂe,28 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355467,,2012-01-16
KURZPARKSTREIFENOGD.355468,"LINESTRING (16.380888071513095 48.218053183262136, 16.380889972233934 48.21821105747308)",2,Taborstraﬂe,30 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355468,,2012-01-16
KURZPARKSTREIFENOGD.355469,"LINESTRING (16.37936323671503 48.21304476788353, 16.379496461782345 48.21326638125752, 16.379541491782632 48.21333649633855, 16.379569640469835 48.21338532646451, 16.379595925497895 48.21344793369973, 16.379738656514622 48.21382859185817)",2,Taborstraﬂe,5 bis 11a,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355469,,2012-01-16
KURZPARKSTREIFENOGD.355470,"LINESTRING (16.38008628167782 48.214960578742144, 16.379994118664545 48.21455735927613)",2,Taborstraﬂe,15 bis 17,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355470,,2012-01-16
KURZPARKSTREIFENOGD.355471,"LINESTRING (16.380253617923206 48.21561799478374, 16.380118258229075 48.2151033341324)",2,Taborstraﬂe,17a bis 17b,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355471,,2012-01-16
KURZPARKSTREIFENOGD.355472,"LINESTRING (16.380572854964218 48.21640309181686, 16.380627307218486 48.2165295573246, 16.38065928902281 48.21667356369734, 16.380696977441627 48.21691525270891)",2,Taborstraﬂe,19 bis 21a,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355472,,2012-01-16
KURZPARKSTREIFENOGD.355473,"LINESTRING (16.380716555686615 48.217880801646, 16.38069918388502 48.21729972082138)",2,Taborstraﬂe,25 bis 29,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355473,,2012-01-12
KURZPARKSTREIFENOGD.355474,"LINESTRING (16.363161489687617 48.16578373379574, 16.36280645795877 48.16583237149638)",10,Raxstraﬂe,14 bis 16,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355474,,2012-08-07
KURZPARKSTREIFENOGD.355475,"LINESTRING (16.36018376805565 48.166193103270956, 16.36003999269233 48.16621453840537)",10,Raxstraﬂe,26 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355475,,2012-08-07
KURZPARKSTREIFENOGD.355476,"LINESTRING (16.40197902545404 48.25659794662741, 16.402790759888127 48.25625029404404)",21,Schloﬂhofer Straﬂe,22 bis 30,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355476,,2012-08-28
KURZPARKSTREIFENOGD.355477,"LINESTRING (16.328061065599716 48.178262322794446, 16.32874064860664 48.17820229329283)",12,Pohlgasse,5 bis 9,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355477,,2012-09-30
KURZPARKSTREIFENOGD.355478,"LINESTRING (16.328635253244336 48.17828286807721, 16.326958555169966 48.17842608278831)",12,Pohlgasse,10 bis 18,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355478,,2012-09-30
KURZPARKSTREIFENOGD.355479,"LINESTRING (16.32784734353886 48.17828000415457, 16.32723801834324 48.17833054818024)",12,Pohlgasse,11 bis 15,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355479,,2012-09-30
KURZPARKSTREIFENOGD.355480,"LINESTRING (16.30414715992858 48.18870910058805, 16.304292411087 48.189004481121685)",14,Nisselgasse,9 bis 13,"Mo.-Fr. (w.) v. 9-15h, Sa. (w.) v. 8-12h","1,5 h",355480,,2012-09-30
KURZPARKSTREIFENOGD.355481,"LINESTRING (16.30405516524454 48.188328309327844, 16.30445575360985 48.18915455081714)",14,Nisselgasse,2 bis 12,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355481,,2012-09-30
KURZPARKSTREIFENOGD.355482,"LINESTRING (16.263893518138566 48.201155971102104, 16.263721540427937 48.201206563259255)",14,Linzer Straﬂe,371 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355482,,2012-09-30
KURZPARKSTREIFENOGD.355483,"LINESTRING (16.263359906281604 48.201294216612546, 16.26285161807914 48.20140036558949)",14,Linzer Straﬂe,375 bis 379,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355483,,2012-09-30
KURZPARKSTREIFENOGD.355484,"LINESTRING (16.261951570145627 48.20166195505592, 16.26162535741753 48.20172638849768)",14,Linzer Straﬂe,396 bis 398,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355484,,2012-09-30
KURZPARKSTREIFENOGD.355485,"LINESTRING (16.261598971748864 48.20161609581281, 16.261348616467387 48.201669169711224, 16.261124848819016 48.201691839811346)",14,Linzer Straﬂe,383 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355485,,2012-09-30
KURZPARKSTREIFENOGD.355486,"LINESTRING (16.22313067899594 48.211812053472215, 16.223043244506968 48.211910721602855, 16.22300579492997 48.21194280840218)",14,Mauerbachstraﬂe,gg¸. 35 bis gg¸. 37,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355486,,2005-05-24
KURZPARKSTREIFENOGD.355487,"LINESTRING (16.223059790290538 48.21166803009224, 16.223045510130486 48.211688241705126, 16.223022301615167 48.21171796830999, 16.222966914624816 48.21181190150406)",14,Mauerbachstraﬂe,33 bis 35,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355487,,2005-05-24
KURZPARKSTREIFENOGD.355488,"LINESTRING (16.254279582170895 48.20327612929841, 16.254181600955445 48.20333673659183)",14,Linzer Straﬂe,434 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355488,,2002-09-02
KURZPARKSTREIFENOGD.355489,"LINESTRING (16.254687747945194 48.20290285092123, 16.254299378071476 48.20314528352476)",14,Linzer Straﬂe,425 bis 427,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355489,,2002-09-02
KURZPARKSTREIFENOGD.355490,"LINESTRING (16.255337530613065 48.20278075879349, 16.25536597497725 48.20280338763149, 16.255600648103407 48.20295821691472, 16.255700174274736 48.20305227430972)",14,Bujattigasse,2 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355490,,2004-11-02
KURZPARKSTREIFENOGD.355491,"LINESTRING (16.216229627626863 48.20780603629866, 16.216270344151933 48.20790244964558)",14,Wolfgang-Pauli-Gasse,5 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355491,,2004-12-07
KURZPARKSTREIFENOGD.355492,"LINESTRING (16.417377157204985 48.17291064082066, 16.417127969428453 48.17280255629849)",11,Dommesgasse,2 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355492,,2003-12-05
KURZPARKSTREIFENOGD.355493,"LINESTRING (16.417155655729793 48.17344379923809, 16.417483523287675 48.17311014559802)",11,Simmeringer Hauptstraﬂe,100 bis 100A,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355493,,1999-06-22
KURZPARKSTREIFENOGD.355494,"LINESTRING (16.414951863346268 48.175772448259664, 16.415134807842055 48.175597431228724)",11,Simmeringer Hauptstraﬂe,99 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355494,,2002-01-29
KURZPARKSTREIFENOGD.355495,"LINESTRING (16.415562571610753 48.175004653207026, 16.415836086799708 48.17473795831895)",11,Simmeringer Hauptstraﬂe,86 bis 90-92,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355495,,1999-12-22
KURZPARKSTREIFENOGD.355496,"LINESTRING (16.28562476986963 48.16997273656984, 16.285580657062226 48.169827317913516)",13,Speisinger Straﬂe,40 bis 42,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355496,,2010-09-20
KURZPARKSTREIFENOGD.355497,"LINESTRING (16.41459457675509 48.17593806940907, 16.41503343110144 48.17551416292088)",11,Simmeringer Hauptstraﬂe,76 bis 78,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355497,,1999-12-22
KURZPARKSTREIFENOGD.355498,"LINESTRING (16.414233490317343 48.1759406897651, 16.413868581445914 48.17577199956461)",11,Enkplatz,1 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355498,,2003-02-28
KURZPARKSTREIFENOGD.355499,"LINESTRING (16.413391319802784 48.17630624286115, 16.413665447522824 48.17643335724537)",11,Enkplatz,"6-7, Stg. 4 ","Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355499,,2003-02-28
KURZPARKSTREIFENOGD.355500,"LINESTRING (16.41406085872792 48.176608156261196, 16.41437455618089 48.176314511928396)",11,Simmeringer Hauptstraﬂe,91 bis 95,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355500,,2002-01-29
KURZPARKSTREIFENOGD.355501,"LINESTRING (16.39830662916081 48.25851547548066, 16.398676959197154 48.25911269712532)",21,Br¸nner Straﬂe,2-4 bis 10,"Mo.-Fr. (w.) v. 7-18h, Sa. (w.) v. 7-12h","1,5 h",355501,,2011-12-15
KURZPARKSTREIFENOGD.355502,"LINESTRING (16.413463360130923 48.17717259063029, 16.413829269761294 48.176823748189456)",11,Simmeringer Hauptstraﬂe,81 bis 87A,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355502,,1999-12-22
KURZPARKSTREIFENOGD.355503,"LINESTRING (16.412210175364436 48.1737195982876, 16.412863636026714 48.17401886070206)",11,Gottschalkgasse,17-19 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355503,,2012-02-20
KURZPARKSTREIFENOGD.355504,"LINESTRING (16.411542731950572 48.17873478606133, 16.412555797123805 48.177855066837516)",11,Simmeringer Hauptstraﬂe,50 bis 58,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355504,,1999-09-28
KURZPARKSTREIFENOGD.355505,"LINESTRING (16.41093331884145 48.17925391377518, 16.411273975596306 48.17895908461483)",11,Simmeringer Hauptstraﬂe,46 bis 48,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355505,,1999-09-28
KURZPARKSTREIFENOGD.355506,"LINESTRING (16.41109782242476 48.179272700139265, 16.411983017223122 48.178518245019454)",11,Simmeringer Hauptstraﬂe,55 bis 61,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355506,,1999-09-28
KURZPARKSTREIFENOGD.355507,"LINESTRING (16.319403004869173 48.140179995462475, 16.31979607011681 48.13998410381133)",23,Erlaaer Straﬂe,163 bis 165,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355507,,2005-09-12
KURZPARKSTREIFENOGD.355508,"LINESTRING (16.287108893763556 48.187137001437826, 16.28690783890889 48.18714524337661)",13,Hietzinger Hauptstraﬂe,55 bis 55A,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355508,,2006-02-21
KURZPARKSTREIFENOGD.355509,"LINESTRING (16.34637369132507 48.226577020224376, 16.345477696825853 48.22678065708391, 16.345478989069797 48.22678151132697)",18,Gentzgasse,14-20 ,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355509,,1999-01-27
KURZPARKSTREIFENOGD.355510,"LINESTRING (16.412906234671237 48.17608608009821, 16.41317268831129 48.176209323587)",11,Enkplatz,"6-7, Stg. 6-7 ","Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355510,,2006-02-24
KURZPARKSTREIFENOGD.355511,"LINESTRING (16.402012623038978 48.17662483120327, 16.401740292055155 48.176650965202654)",11,Brehmstraﬂe,14 ,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355511,,2006-03-23
KURZPARKSTREIFENOGD.355512,"LINESTRING (16.342894209335988 48.2557473451528, 16.34316500238952 48.25576041367902)",19,Sandgasse,gg¸. 2 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355512,,2001-01-10
KURZPARKSTREIFENOGD.355513,"LINESTRING (16.342527145612557 48.25522984033057, 16.342580631330296 48.255515368324204)",19,Grinzinger Allee,47 ,"Mo.-Fr. (w.) v. 8-17h, Sa. (w.) v. 8-12h","1,5 h",355513,,1997-11-19
KURZPARKSTREIFENOGD.355514,"LINESTRING (16.341557362631054 48.25580886682545, 16.341430874309076 48.25586478293113, 16.340992624372927 48.256030176759474, 16.340812699547875 48.25610156260291, 16.340741434928248 48.25612774445216, 16.340579324727514 48.25618247397661, 16.340493812449164 48.256215796755136)",19,Himmelstraﬂe,9 bis 15,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355514,,1995-09-08
KURZPARKSTREIFENOGD.355515,"LINESTRING (16.366443136235286 48.26011062597179, 16.366421844295765 48.260248639640565)",19,Nuﬂdorfer Platz,5 bis 6,Mo.-Fr. (w.) v. 8-17h,"1,5 h",355515,,1980-05-16
KURZPARKSTREIFENOGD.355516,"LINESTRING (16.366147282907747 48.25994652583323, 16.36633615088566 48.25995837410998)",19,Nuﬂdorfer Platz,3 bis 4,Mo.-Fr. (w.) v. 8-17h,"1,5 h",355516,,1998-04-16
KURZPARKSTREIFENOGD.355517,"LINESTRING (16.366142135950838 48.25638588964009, 16.36632408450977 48.256766555824065)",19,Heiligenst‰dter Straﬂe,165 bis 167-171,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355517,,2006-01-24
KURZPARKSTREIFENOGD.355518,"LINESTRING (16.366835738001082 48.25734580946363, 16.366990889900695 48.257606315905626, 16.367112196211153 48.25786088683573, 16.367121120993684 48.25787634356188)",19,Heiligenst‰dter Straﬂe,gg¸. 175 bis gg¸. 177,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355518,,1998-04-16
KURZPARKSTREIFENOGD.355519,"LINESTRING (16.36565436271991 48.25489614693364, 16.3660867285196 48.255804023455624)",19,Heiligenst‰dter Straﬂe,138 bis 144,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355519,,1994-08-31
KURZPARKSTREIFENOGD.355520,"LINESTRING (16.364172289794634 48.2518677487223, 16.36439886973712 48.25182628881309)",19,Halteraugasse,,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355520,,2000-07-20
KURZPARKSTREIFENOGD.355521,"LINESTRING (16.36959912384308 48.25135293080212, 16.369877657973916 48.252307000035366, 16.36986069903993 48.25360617621569)",19,Muthgasse,46 bis 68,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355521,,1998-11-16
KURZPARKSTREIFENOGD.355522,"LINESTRING (16.36537349695496 48.249492368219684, 16.365437693720516 48.24960061990783)",19,Mooslackengasse,,von 7-18h,"1,5 h",355522,,1997-04-17
KURZPARKSTREIFENOGD.355523,"LINESTRING (16.362605245406733 48.24939762392504, 16.362649935766115 48.249708127771314)",19,Heiligenst‰dter Straﬂe,123 bis 125,Mo.-Fr. (w.) v. 8-17h,"1,5 h",355523,,1992-06-03
KURZPARKSTREIFENOGD.355524,"LINESTRING (16.362205537310388 48.24803549267341, 16.3623375157124 48.248369772606296)",19,Heiligenst‰dter Straﬂe,111 bis 113,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355524,,2002-02-20
KURZPARKSTREIFENOGD.355525,"LINESTRING (16.361600281037095 48.24522552259516, 16.361637814796648 48.24548724997612)",19,Heiligenst‰dter Straﬂe,81 bis 87,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355525,,2002-06-20
KURZPARKSTREIFENOGD.355526,"LINESTRING (16.359260318315336 48.23948172409927, 16.359567862184814 48.2398558634011)",19,Heiligenst‰dter Straﬂe,61-63 bis <Null>,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355526,,2004-03-30
KURZPARKSTREIFENOGD.355527,"LINESTRING (16.35415983002019 48.23794286395371, 16.354286372397006 48.238240273745745)",19,Dˆblinger Hauptstraﬂe,39 bis 41,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355527,,2006-07-11
KURZPARKSTREIFENOGD.355528,"LINESTRING (16.35516693271058 48.24032213882943, 16.355327364188124 48.24070401414631, 16.355411157705742 48.24091934046578)",19,Dˆblinger Hauptstraﬂe,67 bis 73,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355528,,1997-06-25
KURZPARKSTREIFENOGD.355529,"LINESTRING (16.35563938273557 48.24155698632991, 16.35563945405382 48.24174377351402)",19,Dˆblinger Hauptstraﬂe,88 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355529,,2000-10-18
KURZPARKSTREIFENOGD.355530,"LINESTRING (16.355635948084064 48.24190557840271, 16.35563243482569 48.24204834484469)",19,Dˆblinger Hauptstraﬂe,90 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355530,,2000-10-18
KURZPARKSTREIFENOGD.355531,"LINESTRING (16.349090002628582 48.243788491110266, 16.34924422382173 48.24422513112562)",19,Silbergasse,1A bis 7,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355531,,2009-10-08
KURZPARKSTREIFENOGD.355532,"LINESTRING (16.349690027567515 48.24574411700025, 16.349732864667775 48.24607485180486)",19,Saarplatz,8 bis 10,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355532,,2000-03-16
KURZPARKSTREIFENOGD.355533,"LINESTRING (16.34170692985875 48.24290710668164, 16.341935727644348 48.243842208996114)",19,Obkirchergasse,19 bis 27,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355533,,1984-10-19
KURZPARKSTREIFENOGD.355534,"LINESTRING (16.342115351701445 48.24456459904506, 16.34235914278485 48.24555109512614)",19,Obkirchergasse,35 bis 45,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 8-12h","1,5 h",355534,,1985-05-30
KURZPARKSTREIFENOGD.355535,"LINESTRING (16.3428559308689 48.24565875039274, 16.34261547842669 48.24569445805991)",19,Billrothstraﬂe,85 ,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 8-12h","1,5 h",355535,,2001-05-09
KURZPARKSTREIFENOGD.355536,"LINESTRING (16.34146183410545 48.2419497735248, 16.341568749161347 48.242359036510486)",19,Obkirchergasse,13 bis 17,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355536,,1999-05-20
KURZPARKSTREIFENOGD.355537,"LINESTRING (16.34166139877697 48.24268263157652, 16.3416132870874 48.24249465066351)",19,Sonnbergplatz,gg¸. 8 bis gg¸. 10,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355537,,1984-10-19
KURZPARKSTREIFENOGD.355538,"LINESTRING (16.349324680135247 48.2392555224637, 16.3492855407464 48.23939710579221, 16.34932831420254 48.239512500678664, 16.349232239624907 48.23990987307416)",19,Billrothstraﬂe,40 bis 48,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355538,,1997-08-18
KURZPARKSTREIFENOGD.355539,"LINESTRING (16.30845481855192 48.167358722889816, 16.308061503950935 48.16738852806523, 16.308005962274336 48.16739912767572, 16.307825750048952 48.16741348961205)",12,Hetzendorfer Straﬂe,92A bis 96,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355539,,2002-06-12
KURZPARKSTREIFENOGD.355540,"LINESTRING (16.31152561436831 48.16654617263082, 16.31131394889867 48.16662584337377)",12,Hetzendorfer Straﬂe,72 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355540,,1998-10-07
KURZPARKSTREIFENOGD.355541,"LINESTRING (16.311382453637005 48.1669025408177, 16.311265154436697 48.16671572594122)",12,Strohberggasse,37 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355541,,1998-07-20
KURZPARKSTREIFENOGD.355542,"LINESTRING (16.307055131493343 48.167402400233456, 16.30657667458748 48.167465330153846)",12,Hetzendorfer Straﬂe,89 bis 93,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355542,,1991-09-19
KURZPARKSTREIFENOGD.355543,"LINESTRING (16.35328563265386 48.23913157526328, 16.353726365044952 48.239085922186256)",19,Gatterburggasse,19 bis 21,Mo.-Fr. (w.) v. 8-13h,"1,5 h",355543,,1982-09-17
KURZPARKSTREIFENOGD.355544,"LINESTRING (16.363601428731243 48.25188452417049, 16.36365814093916 48.251998723044586)",19,Heiligenst‰dter Straﬂe,139 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355544,,2000-07-06
KURZPARKSTREIFENOGD.355545,"LINESTRING (16.349172835949304 48.241095848401365, 16.349429308476594 48.241105333571525)",19,Pyrkergasse,2A bis 2B,"Mo.-Fr. (w.) v. 8-18h, sa. (w.) v. 8-12h","1,5 h",355545,,2001-07-20
KURZPARKSTREIFENOGD.355546,"LINESTRING (16.353038940572116 48.23537378704716, 16.353463157636128 48.23645969841725)",19,Dˆblinger Hauptstraﬂe,15 bis 25,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355546,,1999-03-15
KURZPARKSTREIFENOGD.355547,"LINESTRING (16.349109182342218 48.238078598336614, 16.34914663603096 48.23829678539552)",19,Billrothstraﬂe,45 bis 47,"Mo.-Fr. (w.) v. 8.30-18h, Sa. (w.) v. 8-12h","1,5 h",355547,,2002-05-16
KURZPARKSTREIFENOGD.355548,"LINESTRING (16.349048816816584 48.23881861383382, 16.34860181305477 48.23888052723183)",19,Chimanistraﬂe,2 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355548,,1976-08-31
KURZPARKSTREIFENOGD.355549,"LINESTRING (16.349215761119257 48.23697095619768, 16.34968056075441 48.2369209361975)",19,Hardtgasse,2 bis 6,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355549,,1982-09-17
KURZPARKSTREIFENOGD.355550,"LINESTRING (16.34744200953284 48.23710796711869, 16.34712678609144 48.23711513846367)",19,Peter-Jordan-Straﬂe,12 bis 16,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355550,,2000-09-28
KURZPARKSTREIFENOGD.355551,"LINESTRING (16.367494523399785 48.2596856892832, 16.367450068202384 48.259821326314025)",19,Heiligenst‰dter Straﬂe,178 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355551,,2004-11-08
KURZPARKSTREIFENOGD.355552,"LINESTRING (16.302053900317414 48.16846174654835, 16.301929467523784 48.16835344006252)",12,Rosenh¸gelstraﬂe,15 bis 17,"Mo.-Fr. (w.) v. 9-18h, Sa. (w.) v. 9-12h","1,5 h",355552,,2003-02-18
KURZPARKSTREIFENOGD.355553,"LINESTRING (16.301646078826437 48.16926350737066, 16.301430808155974 48.16936694591552)",12,Hetzendorfer Straﬂe,138 ,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355553,,2004-06-07
KURZPARKSTREIFENOGD.355554,"LINESTRING (16.304259305304278 48.17004673450366, 16.304150750078644 48.17014187985671)",12,Elisabethallee,,Mo.-Fr. (w.) v. 8-16h,"1,5 h",355554,,1996-02-22
KURZPARKSTREIFENOGD.355555,"LINESTRING (16.31613956607889 48.16652319310484, 16.316230383759354 48.16622577528007)",12,Altmannsdorfer Straﬂe,74 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355555,,2004-09-08
KURZPARKSTREIFENOGD.355556,"LINESTRING (16.316647012564424 48.16500161404229, 16.316703998514804 48.16478509328396)",12,Altmannsdorfer Straﬂe,80 ,Mo.-Fr. (w.) v. 8-18h,"1,5 h",355556,,2006-05-30
KURZPARKSTREIFENOGD.355557,"LINESTRING (16.381953444510476 48.22155249789518, 16.38205492292436 48.22180334503155)",2,Taborstraﬂe,59 bis 61,"Mo.-Fr. (w.) v. 8-18h, Sa. (w.) v. 8-12h","1,5 h",355557,,2008-10-21
