FID,OBJECTID,SHAPE,DIRECTION_NAME,SE_ANNO_CAD_DATA
EINBAHNOGD.1630226,1630226,"LINESTRING (16.271462722057567 48.160940645118465, 16.272275855931415 48.16212820831311)",gegen Richtung,
EINBAHNOGD.1630227,1630227,"LINESTRING (16.36912991223066 48.246922968535365, 16.369603611026854 48.24743860086908, 16.369967125079192 48.247867072813335, 16.37024264825541 48.24821491233258)",gegen Richtung,
EINBAHNOGD.1630228,1630228,"LINESTRING (16.38685676047101 48.262811813670275, 16.387511720452824 48.26296089227842, 16.38759359385354 48.26296991884648, 16.38767082414287 48.262965107073164, 16.38776277644996 48.26295164626759, 16.387841883150376 48.26292976015161, 16.387920984238214 48.26290239359378, 16.388005533583197 48.26285134840805, 16.388089959739244 48.262783932191496, 16.3881445045292 48.26271828580392)",gegen Richtung,
EINBAHNOGD.1630229,1630229,"LINESTRING (16.442118993574063 48.24590284150597, 16.442476891841714 48.24646652684042)",in Richtung,
EINBAHNOGD.1630230,1630230,"LINESTRING (16.363628077660096 48.15273740382747, 16.363075546991325 48.15288782058528, 16.36300562942101 48.15290996942333, 16.362940550464273 48.1529481358887, 16.36292209272976 48.15299057671876, 16.36292600265901 48.153039968607985, 16.363051275483702 48.153455877684934)",gegen Richtung,
EINBAHNOGD.1630437,1630437,"LINESTRING (16.37560844705348 48.17649005571831, 16.37487819780109 48.176543772109156)",in Richtung,
EINBAHNOGD.1630438,1630438,"LINESTRING (16.32593297589129 48.21762180283637, 16.326174815140146 48.218526128531686)",gegen Richtung,
EINBAHNOGD.1630439,1630439,"LINESTRING (16.33456084386471 48.2163485816446, 16.333366469647963 48.216432308801245)",gegen Richtung,
EINBAHNOGD.1630440,1630440,"LINESTRING (16.338600393911335 48.20937941857303, 16.33569260225938 48.209942573693354)",gegen Richtung,
EINBAHNOGD.1630441,1630441,"LINESTRING (16.30589291857014 48.220458375010075, 16.3059192937132 48.22048423725462, 16.306003218037286 48.22062203709515, 16.306037789604225 48.22065380366299, 16.30609665936757 48.22066646519374)",gegen Richtung,
EINBAHNOGD.1630442,1630442,"LINESTRING (16.316278405508815 48.1666088552258, 16.316156050494275 48.16660651565399, 16.316104792537516 48.16661852084275, 16.31604691357018 48.166641064037314, 16.316019183593877 48.16664815577537, 16.315984102072346 48.166653418796585, 16.315924447227445 48.166651651985674, 16.315861224799075 48.166642226771216, 16.315796324475308 48.166626406131584, 16.31576387541575 48.16661403470024, 16.315726178094287 48.16659470695798, 16.314628209321402 48.165933729919914)",gegen Richtung,
EINBAHNOGD.1630443,1630443,"LINESTRING (16.313125355032287 48.19753285619026, 16.313218329777364 48.19807443311827)",gegen Richtung,
EINBAHNOGD.1630444,1630444,"LINESTRING (16.341639750110218 48.18683414892397, 16.341667378655387 48.18679150087365, 16.341754674658823 48.18664655119972, 16.3418158095842 48.18652387445772, 16.341831562884288 48.1864595865963, 16.34184384894517 48.186394104608276, 16.34183679805543 48.18630065920187, 16.341791385150962 48.186087916265414, 16.34177572295182 48.18601561971696)",gegen Richtung,
EINBAHNOGD.1630445,1630445,"LINESTRING (16.355959309903035 48.21307721932668, 16.355853111252237 48.213286750630935, 16.355807297168067 48.21333544752962, 16.355855148115193 48.21365926351837)",gegen Richtung,
EINBAHNOGD.1630446,1630446,"LINESTRING (16.354856344255676 48.19061755263585, 16.354281336442437 48.1911238646265)",in Richtung,
EINBAHNOGD.1630447,1630447,"LINESTRING (16.354281336442437 48.1911238646265, 16.354093620649014 48.191289846726974)",in Richtung,
EINBAHNOGD.1630448,1630448,"LINESTRING (16.38389678350583 48.15558555306734, 16.38382302703673 48.155426515456675)",in Richtung,
EINBAHNOGD.1630449,1630449,"LINESTRING (16.3481668574685 48.209724131994754, 16.34808014517127 48.21065915059998, 16.348074387083496 48.21075393115295, 16.348069874952863 48.2107913791971)",in Richtung,
EINBAHNOGD.1630450,1630450,"LINESTRING (16.373001949343507 48.23412660841488, 16.372713961139397 48.2352401632008)",in Richtung,
EINBAHNOGD.1630687,1630687,"LINESTRING (16.324896569462023 48.199318836018335, 16.3248652074426 48.199522374062106, 16.325280624944423 48.199622392832914)",in Richtung,
EINBAHNOGD.1630688,1630688,"LINESTRING (16.348222943291397 48.18024589946485, 16.347895584261114 48.180217127469916, 16.3476298971826 48.180203734850004, 16.347433339064374 48.180203754477404, 16.347191818691925 48.18020665866304, 16.34631493562655 48.18026069961401)",in Richtung,
EINBAHNOGD.1630689,1630689,"LINESTRING (16.478953331857316 48.24088646383444, 16.480528745261427 48.24026537482987)",gegen Richtung,
EINBAHNOGD.1630690,1630690,"LINESTRING (16.328959291704823 48.19707655113799, 16.32804799604209 48.196815688655704)",in Richtung,
EINBAHNOGD.1630691,1630691,"LINESTRING (16.329523524244543 48.152340957733934, 16.32949202087904 48.1523769991465, 16.329180585800266 48.15245215924266, 16.32903379241824 48.15249121531406, 16.32888258892749 48.15253230789704, 16.328786719643162 48.15257333364514, 16.328713422087965 48.15263543827041, 16.328612620563742 48.152654332033315)",in Richtung,
EINBAHNOGD.1630692,1630692,"LINESTRING (16.289315499209895 48.21501836151374, 16.28940236047736 48.21556747186676)",gegen Richtung,
EINBAHNOGD.1630693,1630693,"LINESTRING (16.269189713739426 48.14594532605356, 16.2694862053216 48.14577265817959, 16.26957289236654 48.145714743989856, 16.26965720291925 48.14562696798644, 16.269768749622628 48.14550449897912, 16.26984309217943 48.145411798664284, 16.269932446816405 48.14523788685574, 16.269962272838207 48.14514846227379, 16.270099619797648 48.14455189386744)",in Richtung,
EINBAHNOGD.1630694,1630694,"LINESTRING (16.332998659122975 48.22465935268751, 16.333564412353976 48.22543839798509)",gegen Richtung,
EINBAHNOGD.1630695,1630695,"LINESTRING (16.39095472578743 48.2091499390649, 16.390219018188407 48.20973596859267)",gegen Richtung,
EINBAHNOGD.1630696,1630696,"LINESTRING (16.389067940115172 48.20957237971418, 16.388521246441286 48.20916962383914)",gegen Richtung,
EINBAHNOGD.1630697,1630697,"LINESTRING (16.388521246441286 48.20916962383914, 16.389674630182476 48.20873348470146)",gegen Richtung,
EINBAHNOGD.1630698,1630698,"LINESTRING (16.390748993382665 48.2075486193844, 16.391921182938106 48.20734858972489)",in Richtung,
EINBAHNOGD.1630699,1630699,"LINESTRING (16.39441166955782 48.208641737849334, 16.394586146057716 48.20817070164791)",gegen Richtung,
EINBAHNOGD.1630700,1630700,"LINESTRING (16.357660179768466 48.16431693440849, 16.35748376031405 48.164361301439186, 16.356674962022453 48.164577497721936, 16.3560026778345 48.16476689630009)",gegen Richtung,
EINBAHNOGD.1629999,1629999,"LINESTRING (16.268613230186197 48.193777774870725, 16.26733819085505 48.193909177619005)",gegen Richtung,
EINBAHNOGD.1630000,1630000,"LINESTRING (16.298924126713032 48.18915169903136, 16.29704039274868 48.18954115557155)",in Richtung,
EINBAHNOGD.1630001,1630001,"LINESTRING (16.381090330634578 48.21124373484189, 16.380984587697014 48.21125129361037, 16.380190877893256 48.211298183007514, 16.379983387662747 48.21131484319209)",in Richtung,
EINBAHNOGD.1630002,1630002,"LINESTRING (16.414095407864544 48.29908686639964, 16.413874765821504 48.299129030477744)",in Richtung,
EINBAHNOGD.1630003,1630003,"LINESTRING (16.398767890028047 48.2434238920788, 16.399287770353148 48.2429591269497, 16.399691342110202 48.242606204792445, 16.400064979170345 48.24229194042018, 16.400647813552347 48.24180619708889)",gegen Richtung,
EINBAHNOGD.1630004,1630004,"LINESTRING (16.348478677261568 48.15341081040921, 16.348348265755863 48.15340478275797, 16.347700246727076 48.15359729168225, 16.347509787489283 48.15365288648834, 16.34731943343242 48.153705810868296, 16.34653764011765 48.15392137149612, 16.346290375799267 48.1539887029548, 16.34540346939876 48.154216912395086, 16.344611578029063 48.15442023618411, 16.34403240733313 48.15456936903236, 16.343789336398004 48.15463444649683, 16.343096660295764 48.154839087714294, 16.34304458135319 48.154858693504174, 16.343003213282433 48.15488005500717, 16.342986731364956 48.154900571428975, 16.342978439542772 48.15492741141621, 16.342977286746663 48.15495031642134, 16.34298558612521 48.15497954401832, 16.34300921687773 48.15501748245935, 16.34358306588473 48.15576473044996, 16.34361142317649 48.15580266845229)",gegen Richtung,
EINBAHNOGD.1630005,1630005,"LINESTRING (16.51908243597682 48.225216228443315, 16.51984654416608 48.22709696715284)",gegen Richtung,
EINBAHNOGD.1630006,1630006,"LINESTRING (16.277774461912475 48.15149948003741, 16.2789098318236 48.15382480909407)",gegen Richtung,
EINBAHNOGD.1630007,1630007,"LINESTRING (16.2782432672108 48.1419668460144, 16.280436268673434 48.14183977385026)",gegen Richtung,
EINBAHNOGD.1630008,1630008,"LINESTRING (16.51829442899736 48.21635029285957, 16.52117671811554 48.216253508010944)",in Richtung,
EINBAHNOGD.1630009,1630009,"LINESTRING (16.485575026752336 48.21840838706488, 16.485636147075947 48.218421235234096, 16.485677907219223 48.21842869828052, 16.485724486709135 48.21843074564989, 16.48578722345546 48.2184210385781, 16.486167895440268 48.21834424057683, 16.486857846421167 48.218188275724245)",in Richtung,
EINBAHNOGD.1630010,1630010,"LINESTRING (16.487879574696844 48.24689142369797, 16.487916087398126 48.24693086066988, 16.488533744238794 48.24766410656763, 16.488567324341158 48.24770727126676, 16.48857251706073 48.24772019198628, 16.488573397043254 48.247733118426204, 16.488571126753254 48.24774801673897, 16.488567476631335 48.247758489569854, 16.48856308697398 48.24776840221093)",gegen Richtung,
EINBAHNOGD.1630011,1630011,"LINESTRING (16.326909004527884 48.13853265863737, 16.326155797869003 48.13877646898216)",gegen Richtung,
EINBAHNOGD.1630012,1630012,"LINESTRING (16.32270586025192 48.13787854778865, 16.32274300034531 48.13795000646357, 16.32292419678663 48.13828270878583, 16.32296375705206 48.13833407306062, 16.322996080619834 48.13836457027533, 16.323060833155075 48.138418325992355)",gegen Richtung,
EINBAHNOGD.1630231,1630231,"LINESTRING (16.376127897349345 48.17391781230911, 16.37592524609163 48.17320741748461)",in Richtung,
EINBAHNOGD.1630232,1630232,"LINESTRING (16.37569588926778 48.24967419069806, 16.3761565869372 48.24918566266132)",in Richtung,
EINBAHNOGD.1630233,1630233,"LINESTRING (16.364573580224786 48.23394464884666, 16.364404678007382 48.234502265067604)",gegen Richtung,
EINBAHNOGD.1630234,1630234,"LINESTRING (16.366617189101717 48.26331949710006, 16.36656867722781 48.26331297560576, 16.366278952894493 48.264139151975975)",gegen Richtung,
EINBAHNOGD.1630235,1630235,"LINESTRING (16.33877155570095 48.215998949846174, 16.338980709558857 48.21695671667854)",in Richtung,
EINBAHNOGD.1630236,1630236,"LINESTRING (16.33608196055402 48.22527879644854, 16.335141305491625 48.22574250214683)",gegen Richtung,
EINBAHNOGD.1630237,1630237,"LINESTRING (16.32653221587336 48.21427414836179, 16.325437333491237 48.214314873385504)",in Richtung,
EINBAHNOGD.1630238,1630238,"LINESTRING (16.374077493595045 48.27770619887316, 16.37482992084953 48.27765381568055)",gegen Richtung,
EINBAHNOGD.1630239,1630239,"LINESTRING (16.36398143535208 48.17892002322181, 16.363828848097512 48.17785323900532)",gegen Richtung,
EINBAHNOGD.1630240,1630240,"LINESTRING (16.352646196512165 48.220962501110535, 16.350866101300415 48.2213349062723)",in Richtung,
EINBAHNOGD.1630241,1630241,"LINESTRING (16.396141073204532 48.15018918613267, 16.39599745296256 48.15019881646967, 16.395912099189417 48.15020455189118, 16.395788452225577 48.15023503864464, 16.39561211445182 48.15027988515098, 16.395383203740078 48.150349490921926, 16.394181354348326 48.150737939672624)",in Richtung,
EINBAHNOGD.1630242,1630242,"LINESTRING (16.28122289731526 48.16831596095961, 16.28118140221931 48.1682243225226, 16.28116907350194 48.16816319137954, 16.2811524876346 48.16805624753243, 16.28115473422998 48.167920085542825, 16.281155088522254 48.16778462501835)",in Richtung,
EINBAHNOGD.1630243,1630243,"LINESTRING (16.378414321717997 48.150413134909805, 16.37806642724896 48.14970953933428)",in Richtung,
EINBAHNOGD.1630244,1630244,"LINESTRING (16.46242148410495 48.2221005282444, 16.463570076788674 48.221691757620526)",gegen Richtung,
EINBAHNOGD.1630245,1630245,"LINESTRING (16.450241780820544 48.222436461557905, 16.451268242161508 48.2222342156405)",in Richtung,
EINBAHNOGD.1630451,1630451,"LINESTRING (16.34223431745287 48.233852960271626, 16.34261471783805 48.23482595423011)",gegen Richtung,
EINBAHNOGD.1630452,1630452,"LINESTRING (16.48946678865048 48.24533645774415, 16.48990246635756 48.24592878942172)",gegen Richtung,
EINBAHNOGD.1630453,1630453,"LINESTRING (16.34383467312978 48.21416355057494, 16.343579745701412 48.21415850889388)",in Richtung,
EINBAHNOGD.1630454,1630454,"LINESTRING (16.343809084564292 48.21456824483564, 16.343753783430035 48.215235429095024)",in Richtung,
EINBAHNOGD.1630455,1630455,"LINESTRING (16.274696398337912 48.15545266590406, 16.276788124568515 48.15669764366118)",in Richtung,
EINBAHNOGD.1630456,1630456,"LINESTRING (16.28757269417487 48.13938474812805, 16.286414446583596 48.13970042347288)",gegen Richtung,
EINBAHNOGD.1630457,1630457,"LINESTRING (16.28052029131403 48.13946565769858, 16.281014275097856 48.13830056232655, 16.281014333225272 48.13824618084393, 16.28097924970895 48.13817007273058)",in Richtung,
EINBAHNOGD.1630458,1630458,"LINESTRING (16.286466154981373 48.15031750105569, 16.287562270923736 48.15000664692751)",gegen Richtung,
EINBAHNOGD.1630459,1630459,"LINESTRING (16.272559924548023 48.1350665576196, 16.272115505727093 48.1337177389579)",gegen Richtung,
EINBAHNOGD.1630460,1630460,"LINESTRING (16.352784710811502 48.149442337202714, 16.35255807010056 48.14955984454838, 16.35183919961741 48.14994440776425, 16.351645724805017 48.15003879334335, 16.351498125232077 48.150106122488026, 16.351396397928642 48.15014857264653, 16.351298029874314 48.1501851910342, 16.35119420265303 48.150221739909135, 16.351079349340008 48.15025688538349, 16.35097551815292 48.15028542465647, 16.350750321778417 48.15033962372078, 16.350720820899433 48.150347636893365)",gegen Richtung,
EINBAHNOGD.1630461,1630461,"LINESTRING (16.372713961139397 48.2352401632008, 16.37406096531618 48.23526305218951)",gegen Richtung,
EINBAHNOGD.1630462,1630462,"LINESTRING (16.349469472072766 48.185271212668326, 16.348966899328747 48.18592777474184)",in Richtung,
EINBAHNOGD.1630463,1630463,"LINESTRING (16.364483972115124 48.2008948686003, 16.363595471274305 48.200290784867995)",gegen Richtung,
EINBAHNOGD.1630464,1630464,"LINESTRING (16.380620443338515 48.22758687753222, 16.381628027403167 48.226304537201194)",in Richtung,
EINBAHNOGD.1630465,1630465,"LINESTRING (16.372420403702904 48.221539199366354, 16.37318691181514 48.22217627410859)",in Richtung,
EINBAHNOGD.1630614,1630614,"LINESTRING (16.356509888011445 48.17440474759329, 16.35586708504654 48.1737472301972)",in Richtung,
EINBAHNOGD.1630615,1630615,"LINESTRING (16.354420336509175 48.22987282693633, 16.355278329297413 48.22992495929981)",in Richtung,
EINBAHNOGD.1630616,1630616,"LINESTRING (16.363473404682928 48.19369824027053, 16.36344586701418 48.193687567410805, 16.362669694498248 48.19321897917867, 16.362632385505535 48.19320830838519)",gegen Richtung,
EINBAHNOGD.1630617,1630617,"LINESTRING (16.33716371902106 48.22544902869916, 16.336500030062233 48.22574643936805)",in Richtung,
EINBAHNOGD.1630618,1630618,"LINESTRING (16.32084886396476 48.19543106383325, 16.320443456963037 48.19607240699272)",gegen Richtung,
EINBAHNOGD.1630619,1630619,"LINESTRING (16.34796453561133 48.25377676911769, 16.34897289833284 48.25364464412016, 16.349608329904893 48.25361084680378)",in Richtung,
EINBAHNOGD.1630620,1630620,"LINESTRING (16.34110143627625 48.18956284008018, 16.34026850895363 48.18950996841152)",gegen Richtung,
EINBAHNOGD.1630621,1630621,"LINESTRING (16.361142023705778 48.18591227243709, 16.359943982453956 48.185307734122205)",in Richtung,
EINBAHNOGD.1630622,1630622,"LINESTRING (16.399547284993943 48.26082519938421, 16.399684138200364 48.26079512366886, 16.40132960700345 48.26016320888342, 16.401387776204878 48.26015017812514)",in Richtung,
EINBAHNOGD.1630623,1630623,"LINESTRING (16.42256368854776 48.22422777412644, 16.42353643683797 48.224813209043646)",gegen Richtung,
EINBAHNOGD.1630624,1630624,"LINESTRING (16.37006621203131 48.21374390224535, 16.36919086889003 48.21459239616832)",in Richtung,
EINBAHNOGD.1630625,1630625,"LINESTRING (16.34202421722981 48.24396349645371, 16.340768003517493 48.24413597007241)",in Richtung,
EINBAHNOGD.1630626,1630626,"LINESTRING (16.475744368425918 48.27041336640413, 16.475657000162176 48.270522161990556, 16.475398510727892 48.27082451624341, 16.475067368259907 48.27119236892264, 16.474883884812698 48.27140807378645, 16.474794926437465 48.27151399013437, 16.474732213226847 48.27159549542327, 16.474672154246736 48.271686200995234, 16.47461620214212 48.27177781528272, 16.474560776173732 48.27186928771644, 16.4744956279863 48.27198522311047, 16.474421936035295 48.27213306449985, 16.474363152145024 48.27226739918929, 16.474304500315217 48.272411850900276, 16.474224536089242 48.272615064680515, 16.47416085900856 48.272769638660826, 16.474092179387178 48.27294262743715, 16.473999592237924 48.273148385046895, 16.47392201980671 48.273302624818044, 16.47386199877556 48.27340871704859, 16.47367164361135 48.273696021111135, 16.473537590430457 48.27386409838463, 16.47343214408727 48.27398619300125, 16.473211641488973 48.27421866013267, 16.473108773772335 48.27432122020756, 16.472999708515005 48.274428775128925, 16.4728803220824 48.27453381247366, 16.47284824000673 48.27465933281904)",gegen Richtung,
