FID,OBJECTID,SHAPE,ADRESSE,BEZIRK,STRASSE,TYP,BEZEICHNUNG,WEBLINK1,SE_ANNO_CAD_DATA
PARKENVERKAUFOGD.676254,676254,POINT (16.330091329957902 48.1731400988667),"12., Breitenfurter Straﬂe 1",12,Breitenfurter Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676255,676255,POINT (16.379727061144305 48.21947110741325),"2., Obere Augartenstraﬂe 70",2,Obere Augartenstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676256,676256,POINT (16.38352509997308 48.23851141645657),"20., Allerheiligenplatz 6",20,Allerheiligenplatz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676257,676257,POINT (16.367759313929657 48.232303668411035),"20., Gerhardusgasse 29",20,Gerhardusgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676258,676258,POINT (16.365257053009238 48.2376496708549),"20., Klosterneuburger Straﬂe 110",20,Klosterneuburger Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676259,676259,POINT (16.354784806268952 48.23888813959167),"19., Dˆblinger Hauptstraﬂe 64",19,Dˆblinger Hauptstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676260,676260,POINT (16.389163279350417 48.2040619223632),"3., Landstraﬂer Hauptstraﬂe 29",3,Landstraﬂer Hauptstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676261,676261,POINT (16.39342702294181 48.20742862931677),"3., Lˆwengasse 30",3,Lˆwengasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676262,676262,POINT (16.413365660368868 48.17637708853478),"11., Enkplatz 6",11,Enkplatz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676263,676263,POINT (16.382961162305044 48.175600583431724),"10., Gellertgasse 19",10,Gellertgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676264,676264,POINT (16.38121283702858 48.244351314198774),"20., Friedrich-Engels-Platz 18",20,Friedrich-Engels-Platz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676265,676265,POINT (16.35377904486538 48.19020837559425),"5., Schˆnbrunner Straﬂe 79",5,Schˆnbrunner Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676266,676266,POINT (16.36190130473193 48.18434398279224),"5., Wiedner Hauptstraﬂe 113",5,Wiedner Hauptstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676267,676267,POINT (16.402436214886535 48.260716659746116),"21., Pitkagasse 2",21,Pitkagasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676268,676268,POINT (16.368224615964948 48.21421030362902),"1., Bˆrsegasse 9",1,Bˆrsegasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676269,676269,POINT (16.329223912892026 48.19997129589343),"15., H¸tteldorfer Straﬂe 16",15,H¸tteldorfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676270,676270,POINT (16.313857055001574 48.1940259336474),"14., Fenzlgasse 33",14,Fenzlgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676271,676271,POINT (16.44061373062995 48.24534307200301),"22., Steigenteschgasse 13",22,Steigenteschgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676272,676272,POINT (16.450545344883572 48.26938440256146),"21., Herzmanovsky-Orlando-Gasse 1-13",21,Herzmanovsky-Orlando-Gasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676273,676273,POINT (16.374723837622096 48.247258546863975),"20., Leystraﬂe 6",20,Leystraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676274,676274,POINT (16.349368699750872 48.243912364140094),"19., Silbergasse 4",19,Silbergasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676275,676275,POINT (16.404954045897604 48.22349641421515),"2., Mexikoplatz 17",2,Mexikoplatz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676171,676171,POINT (16.34956520090968 48.2339379721401),"19., Philippovichgasse 6-10",19,Philippovichgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676172,676172,POINT (16.36710096723814 48.253684457144594),"19., Kreilplatz 1",19,Kreilplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676173,676173,POINT (16.32531999500876 48.19071582860559),"15., Mariahilfer Straﬂe 217A/000",15,Mariahilfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676174,676174,POINT (16.416856712127444 48.23482974015999),"1400 Wien, Wagramer Straﬂe 5",1400,Wagramer Straﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676175,676175,POINT (16.35625844372605 48.183248300575684),"5., Reinprechtsdorfer Straﬂe 5",5,Reinprechtsdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676176,676176,POINT (16.37630407221259 48.17793559041699),"10., Keplerplatz 1",10,Keplerplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676177,676177,POINT (16.399529506798668 48.267124079065475),"21., Ignaz-Kˆck-Straﬂe 1",21,Ignaz-Kˆck-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676178,676178,POINT (16.318361947748585 48.19676775171139),"15., Johnstraﬂe 45",15,Johnstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676179,676179,POINT (16.365860954823194 48.199389821569675),"4., Rechte Wienzeile 1B",4,Rechte Wienzeile,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676180,676180,POINT (16.343150297238846 48.22317357268374),"18., Staudgasse 18",18,Staudgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676181,676181,POINT (16.31639207677671 48.23978352114895),"18., Pˆtzleinsdorfer Straﬂe 16",18,Pˆtzleinsdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676182,676182,POINT (16.320051984869913 48.22093751991751),"17., Sautergasse 30",17,Sautergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676183,676183,POINT (16.31823345716719 48.210430267534896),"16., Hasnerstraﬂe 100",16,Hasnerstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676184,676184,POINT (16.40210499341813 48.14254834106633),"10., Kurbadstraﬂe 14",10,Kurbadstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676185,676185,POINT (16.33618948126343 48.20404532225081),"15., Gablenzgasse 1-3",15,Gablenzgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676186,676186,POINT (16.275472410822555 48.17892546222931),"13., Jagdschloﬂgasse ",13,Jagdschloﬂgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676187,676187,POINT (16.40797997452461 48.17483356932327),"11., Geiselbergstraﬂe 47",11,Geiselbergstraﬂe,Tankstelle,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676188,676188,POINT (16.421697295333683 48.179240471758526),"11., Kopalgasse 60",11,Kopalgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676189,676189,POINT (16.373748660520945 48.16943164782015),"10., Senefeldergasse 77",10,Senefeldergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676190,676190,POINT (16.368224615964948 48.21421030362902),"1., Bˆrsegasse 9",1,Bˆrsegasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676191,676191,POINT (16.387024493667802 48.24027203191159),"20., Handelskai 94",20,Handelskai,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676192,676192,POINT (16.37679349726412 48.17552703191893),"10., Quellenstraﬂe 68-70",10,Quellenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676193,676193,POINT (16.386577036178984 48.262870923506156),"21., Jedleseer Straﬂe 77/1",21,Jedleseer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676194,676194,POINT (16.354784806268952 48.23888813959167),"19., Dˆblinger Hauptstraﬂe 64",19,Dˆblinger Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676195,676195,POINT (16.371894212241198 48.21559623426047),"1., Franz-Josefs-Kai 49",1,Franz-Josefs-Kai,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676196,676196,POINT (16.327587389380405 48.23136920516521),"18., Herbeckstraﬂe 8",18,Herbeckstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676197,676197,POINT (16.304721159094083 48.21091184162393),"16., Rankgasse 29",16,Rankgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676198,676198,POINT (16.31612684482793 48.20653749499669),"15., Mareschgasse 32",15,Mareschgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676199,676199,POINT (16.290683969824464 48.20669259718444),"14., Flˆtzersteigbr¸cke ",14,Flˆtzersteigbr¸cke,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676200,676200,POINT (16.287721171853814 48.1704649477987),"13., Feldkellergasse 1A",13,Feldkellergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676201,676201,POINT (16.45813270767418 48.222204626421124),"22., Langobardenstraﬂe/EKZ 59",22,Langobardenstraﬂe/EKZ,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676202,676202,POINT (16.309691188072176 48.19886878910458),"14., H¸tteldorfer Straﬂe 131",14,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676203,676203,POINT (16.327644865352358 48.22068471872777),"17., Rˆtzergasse 46",17,Rˆtzergasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676204,676204,POINT (16.41176526183344 48.166752873970026),"11., Swatoschgasse/Merkur ",11,Swatoschgasse/Merkur,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676205,676205,POINT (16.454720776884546 48.224280041709804),"22., Langobardenstraﬂe 22",22,Langobardenstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676206,676206,POINT (16.378924598812574 48.16867943812302),"10., Rechberggasse 16/3",10,Rechberggasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676207,676207,POINT (16.369731145663092 48.20251712347953),"1., Opernpassage 6",1,Opernpassage,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676208,676208,POINT (16.37067950141953 48.16986599743246),"10., Laxenburger Straﬂe 82",10,Laxenburger Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676209,676209,POINT (16.45201412096074 48.22475692249523),"22., Stadlauer Straﬂe 18",22,Stadlauer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676210,676210,POINT (16.347115678622107 48.16895489890307),"10., Wienerbergstraﬂe 5",10,Wienerbergstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676211,676211,POINT (16.329424340482195 48.1802348187969),"12., Tivoligasse 2",12,Tivoligasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676212,676212,POINT (16.367759313929657 48.232303668411035),"20., Gerhardusgasse 29",20,Gerhardusgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676213,676213,POINT (16.418950902627316 48.29963143161619),"21., Stammersdorfer Straﬂe 116-120",21,Stammersdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676214,676214,POINT (16.40120139351436 48.19672412280737),"3., Kardinal-Nagl-Platz 5",3,Kardinal-Nagl-Platz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676215,676215,POINT (16.26811590378269 48.150585429829924),"23., Maurer Hauptplatz 5",23,Maurer Hauptplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676216,676216,POINT (16.342825440951657 48.22643729670093),"18., W‰hringer Straﬂe 105",18,W‰hringer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676217,676217,POINT (16.3201276274526 48.19877061418264),"15., H¸tteldorfer Straﬂe 81B/3",15,H¸tteldorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676218,676218,POINT (16.308700689988374 48.242383660200915),"18., Pˆtzleinsdorfer Straﬂe 79",18,Pˆtzleinsdorfer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676219,676219,POINT (16.327332079547443 48.23433404395268),"18., Gersthofer Straﬂe 73",18,Gersthofer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676220,676220,POINT (16.327644865352358 48.22068471872777),"17., Rˆtzergasse 46",17,Rˆtzergasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676221,676221,POINT (16.33488435823339 48.228619227771375),"18., Aumannplatz 2",18,Aumannplatz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676222,676222,POINT (16.347494433438513 48.225289580804166),"18., W‰hringer Straﬂe 79",18,W‰hringer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676223,676223,POINT (16.328670034218558 48.23215662917075),"18., Gersthofer Straﬂe 4A",18,Gersthofer Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676224,676224,POINT (16.354512991520625 48.1853363688913),"5., Reinprechtsdorfer Straﬂe 36",5,Reinprechtsdorfer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676225,676225,POINT (16.33488435823339 48.228619227771375),"18., Aumannplatz 2",18,Aumannplatz,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676226,676226,POINT (16.36068727783641 48.19543404126909),"5., Kettenbr¸ckengasse/U-Bahn ",5,Kettenbr¸ckengasse/U-Bahn,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676227,676227,POINT (16.38377385867789 48.22009928983415),"2., Groﬂe Stadtgutgasse 19",2,Groﬂe Stadtgutgasse,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676228,676228,POINT (16.357251253750437 48.19618574806442),"5., Hamburgerstraﬂe 2",5,Hamburgerstraﬂe,div. andere,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676229,676229,POINT (16.390829790433532 48.1649849937909),"10., Laaer-Berg-Straﬂe 67-69",10,Laaer-Berg-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676230,676230,POINT (16.307429342878343 48.21318359325982),"16., Thaliastraﬂe 141",16,Thaliastraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676231,676231,POINT (16.368875571895302 48.23392958429532),"20., Pappenheimgasse 31",20,Pappenheimgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676232,676232,POINT (16.386701534401126 48.22241737248735),"2., Volkertplatz 11",2,Volkertplatz,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676233,676233,POINT (16.337659214606514 48.18133001314524),"12., Steinbauergasse 36",12,Steinbauergasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676234,676234,POINT (16.32290966191677 48.18333431095838),"12., Schˆnbrunner Straﬂe 252-254",12,Schˆnbrunner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676235,676235,POINT (16.387729391996956 48.21619544710111),"2., Praterstraﬂe 58",2,Praterstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676236,676236,POINT (16.27165329416188 48.1666703752933),"13., Hermesstraﬂe 1E",13,Hermesstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676237,676237,POINT (16.38057896312754 48.17327147481107),"10., Laaer-Berg-Straﬂe 5",10,Laaer-Berg-Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676238,676238,POINT (16.329767077964043 48.23105080788813),"18., Gentzgasse 137",18,Gentzgasse,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676239,676239,POINT (16.404232230871077 48.193359898413114),"3., Baumgasse 54",3,Baumgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676240,676240,POINT (16.39629276837436 48.19940371364383),"3., Messenhausergasse 2",3,Messenhausergasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.676241,676241,POINT (16.309537898075867 48.19666308318042),"14., M‰rzstraﬂe 131",14,M‰rzstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675925,675925,POINT (16.32956548993338 48.18271983314076),"12., Meidlinger Hauptstraﬂe U4",12,Meidlinger Hauptstraﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675926,675926,POINT (16.318361947748585 48.19676775171139),"15., Johnstraﬂe 45",15,Johnstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675927,675927,POINT (16.36259021062765 48.18712902369279),"5., Nikolsdorfer Gasse 10",5,Nikolsdorfer Gasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675928,675928,POINT (16.365758842105873 48.1753996515394),"10., Buchengasse 117",10,Buchengasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675929,675929,POINT (16.306632969740036 48.19356439972104),"14., Linzer Straﬂe 103",14,Linzer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675930,675930,POINT (16.371096079821758 48.22855201989422),"20., J‰gerstraﬂe 24",20,J‰gerstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675931,675931,POINT (16.394590085603976 48.20230768454702),"3., Erdbergstraﬂe 26",3,Erdbergstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675932,675932,POINT (16.400565525743605 48.26192297896709),"21., Br¸nner Straﬂe 34-38/1",21,Br¸nner Straﬂe,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675933,675933,POINT (16.35497387210943 48.21237990065951),"8., Florianigasse 2",8,Florianigasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675934,675934,POINT (16.408539001097118 48.18100320017005),"11., Simmeringer Hauptstraﬂe 34-40",11,Simmeringer Hauptstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675935,675935,POINT (16.334724013306946 48.19891191324047),"15., Zinckgasse 13",15,Zinckgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675936,675936,POINT (16.3133426173088 48.21704280179662),"16., Wilhelminenstraﬂe 56",16,Wilhelminenstraﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675937,675937,POINT (16.339934876602232 48.22719474366339),"18., W‰hringer Straﬂe 138",18,W‰hringer Straﬂe,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675938,675938,POINT (16.295115550918602 48.14710010472702),"23., Levasseurgasse 8",23,Levasseurgasse,Zigarettenautomat,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675939,675939,POINT (16.367505431607825 48.25994786202881),"19., Heiligenst‰dter Straﬂe/Bahnhof Nuﬂdorf 178",19,Heiligenst‰dter Straﬂe/Bahnhof Nuﬂdorf,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675940,675940,POINT (16.340931705759676 48.19777273957548),"7., Neubaug¸rtel 10",7,Neubaug¸rtel,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
PARKENVERKAUFOGD.675941,675941,POINT (16.361112029965987 48.226530631969666),"9., Franz-Josefs-Bahnhof/Kassenhalle ",9,Franz-Josefs-Bahnhof/Kassenhalle,Trafik,,http://www.wien.gv.at/amtshelfer/finanzielles/rechnungswesen/abgaben/parkschein.html,
