FID,OBJECTID,SHAPE,BEZEICHNUNG,WL_NUMMER,SE_ANNO_CAD_DATA
HALTESTELLEWLOGD.799,799,POINT (16.405331013707393 48.2026540820739),Lukschgasse,817,
HALTESTELLEWLOGD.800,800,POINT (16.439450833049985 48.19295410725874),Lusthaus,818,
HALTESTELLEWLOGD.801,801,POINT (16.295581538384116 48.194304189908095),Linzer Straﬂe/L¸tzowgasse,819,
HALTESTELLEWLOGD.802,802,POINT (16.335591329891567 48.18494421007136),L‰ngenfeldgasse,820,
HALTESTELLEWLOGD.803,803,POINT (16.409410985172 48.1960141107466),Ludwig-Koeﬂler-Platz,821,
HALTESTELLEWLOGD.804,804,POINT (16.456030847653512 48.261533769902144),Maculangasse,822,
HALTESTELLEWLOGD.805,805,POINT (16.26315161462101 48.13581448972752),Maireckergasse,823,
HALTESTELLEWLOGD.806,806,POINT (16.376191181001392 48.22026401635468),Malzgasse,824,
HALTESTELLEWLOGD.807,807,POINT (16.492030528514412 48.15804424151023),Mannswˆrther Straﬂe,825,
HALTESTELLEWLOGD.808,808,POINT (16.292821478783658 48.14145444412088),Marenabr¸cke,826,
HALTESTELLEWLOGD.809,809,POINT (16.342191301940638 48.18835418902143),Margareteng¸rtel,827,
HALTESTELLEWLOGD.810,810,POINT (16.48667065643993 48.23197389226929),Hausfeldstr/Ostbahnbegleitstr,828,
HALTESTELLEWLOGD.811,811,POINT (16.356441237601665 48.19205416257267),Margaretenpl/Schˆnbrunner Str,829,
HALTESTELLEWLOGD.812,812,POINT (16.35785123029053 48.19104416678326),Margaretenplatz,830,
HALTESTELLEWLOGD.813,813,POINT (16.46554068328387 48.17585417277175),Margetinstraﬂe,831,
HALTESTELLEWLOGD.814,814,POINT (16.2266118958261 48.20847416538644),Mariabrunn,832,
HALTESTELLEWLOGD.815,815,POINT (16.338791325419862 48.19303416901757),Mariahilfer G¸rtel,833,
HALTESTELLEWLOGD.816,816,POINT (16.33087136218839 48.19158418109888),Mariahilfer Str/Arnsteingasse,834,
HALTESTELLEWLOGD.817,817,POINT (16.361401228684404 48.20253410971358),Museumsquartier,835,
HALTESTELLEWLOGD.818,818,POINT (16.275211559585642 48.13791447175161),Aqu‰duktsteg,836,
HALTESTELLEWLOGD.819,819,POINT (16.277661546297633 48.13705447418027),Alte Brauerei Liesing,837,
HALTESTELLEWLOGD.820,820,POINT (16.377341165688744 48.21311404925278),Marienbr¸cke,838,
HALTESTELLEWLOGD.821,821,POINT (16.454790838098294 48.25025382416795),Markomannenstraﬂe,839,
HALTESTELLEWLOGD.822,822,POINT (16.30649151123735 48.21344409222149),Thaliastraﬂe/Maroltingergasse,840,
HALTESTELLEWLOGD.823,823,POINT (16.30346145971665 48.16553432246117),Marschallplatz,841,
HALTESTELLEWLOGD.824,824,POINT (16.277131692333334 48.24012398243158),Exelbergstraﬂe/Marswiese,842,
HALTESTELLEWLOGD.825,825,POINT (16.34225135552069 48.22661400668658),Martinstraﬂe,843,
HALTESTELLEWLOGD.826,826,POINT (16.344231281527446 48.18045422548456),Marx-Meidlinger-Straﬂe,844,
HALTESTELLEWLOGD.827,827,POINT (16.386581111604855 48.20741407055823),Marxergasse,845,
HALTESTELLEWLOGD.828,828,POINT (16.290801581399016 48.208654124081306),Matschgasse,846,
HALTESTELLEWLOGD.829,829,POINT (16.474580678503543 48.20513402759512),Marderweg,847,
HALTESTELLEWLOGD.830,830,POINT (16.394721136786092 48.253853844059236),Matth‰us-Jiszda-Straﬂe,848,
HALTESTELLEWLOGD.831,831,POINT (16.35915120892763 48.18059421581733),Matzleinsdorfer Platz,849,
HALTESTELLEWLOGD.832,832,POINT (16.28227152780819 48.14027445621903),Mehlf¸hrergasse,850,
HALTESTELLEWLOGD.833,833,POINT (16.26227163182596 48.14452444810632),Maurer Berg,852,
HALTESTELLEWLOGD.834,834,POINT (16.2751515824767 48.15446439296297),Maurer Friedhof,853,
HALTESTELLEWLOGD.835,835,POINT (16.26883160840329 48.1505444159417),Maurer Hauptplatz,854,
HALTESTELLEWLOGD.836,836,POINT (16.268121606751173 48.14738443127633),Maurer Lange Gasse,855,
HALTESTELLEWLOGD.837,837,POINT (16.38953101942245 48.150874339099076),Max-Fleischer-Gasse,856,
HALTESTELLEWLOGD.838,838,POINT (16.328941324471835 48.157534345110726),Max-Hegele-Weg,857,
HALTESTELLEWLOGD.839,839,POINT (16.40923093985169 48.16295426911556),Max-Mauermann-Gasse,858,
HALTESTELLEWLOGD.840,840,POINT (16.366961187366115 48.19259415410823),Mayerhofgasse,859,
HALTESTELLEWLOGD.841,841,POINT (16.38143125727326 48.29391366175026),Mayerweckstraﬂe,860,
HALTESTELLEWLOGD.842,842,POINT (16.325451422469115 48.21599406788479),Mayssengasse,861,
HALTESTELLEWLOGD.843,843,POINT (16.504610576987815 48.238053851924015),Mayredergasse,862,
HALTESTELLEWLOGD.844,844,POINT (16.3285513624275 48.18349422138058),Meidling Hauptstraﬂe,863,
HALTESTELLEWLOGD.845,845,POINT (16.329751349400183 48.17815424613383),Meidlinger Hauptstr/Pohlgasse,864,
HALTESTELLEWLOGD.846,846,POINT (16.335141318953013 48.17533425631915),Dˆrfelstraﬂe,865,
HALTESTELLEWLOGD.847,847,POINT (16.323671326912848 48.141204425708054),Meischlgasse,867,
HALTESTELLEWLOGD.848,848,POINT (16.521300481484708 48.227243893121795),Memlinggasse,868,
HALTESTELLEWLOGD.849,849,POINT (16.446730867753093 48.24339386194202),Mergenthalerplatz,869,
HALTESTELLEWLOGD.850,850,POINT (16.24955178271788 48.207664154711196),Merkurweg,870,
HALTESTELLEWLOGD.851,851,POINT (16.378011244361304 48.2724137666355),Meyerbeergasse,872,
HALTESTELLEWLOGD.852,852,POINT (16.366491211544062 48.20799408054006),Michaelerplatz,873,
HALTESTELLEWLOGD.853,853,POINT (16.343981339823934 48.221054032234015),Michelbeuern-AKH,874,
HALTESTELLEWLOGD.854,854,POINT (16.277111548766907 48.13684447621917),Fabergasse,875,
HALTESTELLEWLOGD.855,855,POINT (16.364621162373613 48.16668427886458),Migerkastraﬂe,876,
HALTESTELLEWLOGD.856,856,POINT (16.3131814641676 48.20312413657476),Minciostraﬂe,877,
HALTESTELLEWLOGD.857,857,POINT (16.281941656748682 48.23141402181686),Mitterberg,878,
HALTESTELLEWLOGD.858,858,POINT (16.415050914287278 48.16535425403944),Mitterfeldgasse,879,
HALTESTELLEWLOGD.859,859,POINT (16.484640660326292 48.22733391537804),Mittleres Hausfeld,880,
HALTESTELLEWLOGD.860,860,POINT (16.4183909303675 48.18848414185704),Erdbergstraﬂe/Modecenterstraﬂe,881,
HALTESTELLEWLOGD.861,861,POINT (16.345351286699902 48.18786418961582),Mauthausgasse,883,
HALTESTELLEWLOGD.862,862,POINT (16.424440951979804 48.22539396134958),Mendelssohngasse,884,
HALTESTELLEWLOGD.863,863,POINT (16.407870972887075 48.181734180066925),Molitorgasse,885,
HALTESTELLEWLOGD.864,864,POINT (16.378771123934236 48.18874416471833),Mommsengasse,886,
HALTESTELLEWLOGD.865,865,POINT (16.243801810871908 48.20792415709043),Mondweg,887,
HALTESTELLEWLOGD.866,866,POINT (16.297701501667344 48.175224279342395),Montecuccoliplatz,888,
HALTESTELLEWLOGD.867,867,POINT (16.302601515797836 48.20237414749507),Montleartstraﬂe,889,
HALTESTELLEWLOGD.868,868,POINT (16.282841648766762 48.2287740333741),Moosgasse,890,
HALTESTELLEWLOGD.869,869,POINT (16.36847125884444 48.24899388373955),Mooslackengasse,891,
HALTESTELLEWLOGD.870,870,POINT (16.201962010326675 48.20487419825924),Mooswiesengasse,892,
HALTESTELLEWLOGD.871,871,POINT (16.44213093181589 48.273363721842195),Moritz-Dreger-Gasse,893,
HALTESTELLEWLOGD.872,872,POINT (16.240571843496056 48.21970410329339),Moschingergasse,894,
HALTESTELLEWLOGD.873,873,POINT (16.335771317037132 48.17621425144448),Murlingengasse,895,
HALTESTELLEWLOGD.874,874,POINT (16.474860720628072 48.23647387750549),Murraygasse,896,
HALTESTELLEWLOGD.875,875,POINT (16.366181264234573 48.24513390398075),Muthgasse,897,
HALTESTELLEWLOGD.876,876,POINT (16.310221404356568 48.149174396342694),M¸hlbreiten,898,
HALTESTELLEWLOGD.877,877,POINT (16.38989111463502 48.22082400496702),M¸hlfeldgasse,899,
HALTESTELLEWLOGD.878,878,POINT (16.522870439847186 48.2031740074963),M¸hlh‰ufel,900,
HALTESTELLEWLOGD.879,879,POINT (16.478080668296023 48.20987400250045),M¸hlh‰ufelweg,901,
HALTESTELLEWLOGD.880,880,POINT (16.465870658514152 48.15995424799605),M¸hlsangergasse,902,
HALTESTELLEWLOGD.881,881,POINT (16.475830671844502 48.2042140307416),M¸hlwasser,903,
HALTESTELLEWLOGD.882,882,POINT (16.44490083648074 48.21436400147133),M¸hlwasserstraﬂe,904,
HALTESTELLEWLOGD.883,883,POINT (16.29994147891418 48.1667143190282),Haus Hetzendorf,906,
HALTESTELLEWLOGD.884,884,POINT (16.473830619516697 48.15891424847072),Kaiserebersdorf M¸nnichplatz,907,
HALTESTELLEWLOGD.885,885,POINT (16.405250955346126 48.15999428512652),M‰nnertreugasse,908,
HALTESTELLEWLOGD.886,886,POINT (16.31201146156067 48.196634168937315),Reinlgasse/M‰rzstraﬂe,909,
HALTESTELLEWLOGD.887,887,POINT (16.318381430074872 48.196214166863754),Johnstraﬂe/M‰rzstraﬂe,911,
HALTESTELLEWLOGD.888,888,POINT (16.469910694152397 48.1995040573559),Naufahrtbr¸cke,912,
HALTESTELLEWLOGD.889,889,POINT (16.331491311976414 48.15742434318511),Nauheimergasse,913,
HALTESTELLEWLOGD.890,890,POINT (16.365581171758155 48.176134232705),Neilreichgasse,914,
HALTESTELLEWLOGD.891,891,POINT (16.447860748281688 48.1609742546825),Nemethgasse,915,
HALTESTELLEWLOGD.892,892,POINT (16.3846411312211 48.21480403655091),Nestroyplatz,916,
HALTESTELLEWLOGD.893,893,POINT (16.42832092490041 48.21995398503305),Neue Donau Mitte,917,
HALTESTELLEWLOGD.894,894,POINT (16.328321303590492 48.140704425682884),Neu Erlaa WLB,918,
HALTESTELLEWLOGD.895,895,POINT (16.348941292059266 48.204264108979835),Neubaugasse/Burggasse,920,
HALTESTELLEWLOGD.896,896,POINT (16.349031293026382 48.205444103296664),Neubaugasse/Neustiftgasse,921,
HALTESTELLEWLOGD.897,897,POINT (16.49093064679336 48.23964385269399),Neubreitenlee,922,
HALTESTELLEWLOGD.898,898,POINT (16.32448131852371 48.13782444150275),Erlaaer Spitz,923,
HALTESTELLEWLOGD.899,899,POINT (16.532510455965323 48.24917378171873),Neueﬂling,924,
HALTESTELLEWLOGD.900,900,POINT (16.351351348823925 48.25391387108938),Neugebauerweg,925,
HALTESTELLEWLOGD.901,901,POINT (16.447760853612685 48.23713389145974),Neu-Kagran,927,
HALTESTELLEWLOGD.902,902,POINT (16.387031042463963 48.15893430203269),Neulandschule,928,
HALTESTELLEWLOGD.903,903,POINT (16.387371096814654 48.199034109978186),Ungargasse/Neulinggasse,929,
HALTESTELLEWLOGD.904,904,POINT (16.33306130354806 48.157244343478006),Neusteinhof,930,
HALTESTELLEWLOGD.905,905,POINT (16.301661588223777 48.2509939155793),Neustift am Walde,931,
HALTESTELLEWLOGD.906,906,POINT (16.305521563242557 48.247243930925144),Neustifter Friedhof 1.Tor,932,
HALTESTELLEWLOGD.907,907,POINT (16.301351584500786 48.2472839339885),Neustifter Friedhof 2.Tor,933,
HALTESTELLEWLOGD.908,908,POINT (16.298181598448412 48.246743938486695),Neustifter Friedhof 3.Tor,934,
HALTESTELLEWLOGD.909,909,POINT (16.29098161648733 48.23363400549641),Neuwaldegg,935,
HALTESTELLEWLOGD.910,910,POINT (16.279851679832383 48.2404439794944),Hˆhenstraﬂe/Marswiese,936,
HALTESTELLEWLOGD.911,911,POINT (16.33114134613707 48.18130423033016),Niederhofstraﬂe,937,
HALTESTELLEWLOGD.912,912,POINT (16.534950411266482 48.22468389746054),Niklas-Eslarn-Straﬂe,939,
HALTESTELLEWLOGD.913,913,POINT (16.241761841749433 48.22262408829711),Nikolaus-Pytty-Gasse,940,
HALTESTELLEWLOGD.914,914,POINT (16.389221122048742 48.223563992498505),Nordbahnstraﬂe,941,
HALTESTELLEWLOGD.915,915,POINT (16.395261144664445 48.26112380962871),Nordbr¸cke,943,
HALTESTELLEWLOGD.916,916,POINT (16.380701169969097 48.22811397588734),Nordwestbahnstraﬂe,944,
HALTESTELLEWLOGD.917,917,POINT (16.22756188315589 48.203084190340995),Autobahn-Raststation Auhof,946,
HALTESTELLEWLOGD.918,918,POINT (16.313641355619307 48.12674450144027),Nowakgasse,947,
HALTESTELLEWLOGD.919,919,POINT (16.367271279743587 48.26002383206727),Nuﬂdorf,948,
HALTESTELLEWLOGD.920,920,POINT (16.352821310494985 48.23145397747874),Nuﬂdorfer Straﬂe,950,
HALTESTELLEWLOGD.921,921,POINT (16.26030166343731 48.160214375024225),N‰stlbergergasse,952,
HALTESTELLEWLOGD.922,922,POINT (16.291651531623295 48.175544282350536),ORF-Zentrum K¸niglberg,953,
HALTESTELLEWLOGD.923,923,POINT (16.50404048651521 48.16960417896901),Finsterbuschstraﬂe/Gasthaus,954,
HALTESTELLEWLOGD.924,924,POINT (16.461690813965276 48.25771378451397),Obachgasse,955,
HALTESTELLEWLOGD.925,925,POINT (16.275561632825717 48.19223421220886),Ober Sankt Veit,956,
HALTESTELLEWLOGD.926,926,POINT (16.439580810119427 48.17591418845248),Oriongasse,957,
HALTESTELLEWLOGD.927,927,POINT (16.48114066692951 48.21988395324227),Oberdorfstraﬂe/Aspernstraﬂe,958,
HALTESTELLEWLOGD.928,928,POINT (16.344431369289577 48.244603919858214),Oberdˆbling,959,
HALTESTELLEWLOGD.929,929,POINT (16.343191254078178 48.15721433737964),Grohnergasse,960,
HALTESTELLEWLOGD.930,930,POINT (16.37501118931935 48.22259400589456),Obere Augartenstraﬂe,961,
HALTESTELLEWLOGD.931,931,POINT (16.371241203899597 48.21955402279049),Obere Donaustraﬂe,962,
HALTESTELLEWLOGD.932,932,POINT (16.335941432079956 48.25929385444283),Oberer Reisenbergweg,963,
HALTESTELLEWLOGD.933,933,POINT (16.472840751515005 48.25174380646823),Oberfeld,964,
HALTESTELLEWLOGD.934,934,POINT (16.47349073379406 48.241293855935254),Oberfeldgasse/Spargelfeldstr,966,
HALTESTELLEWLOGD.935,935,POINT (16.46707072646704 48.21285399496148),Orchisgasse,967,
HALTESTELLEWLOGD.936,936,POINT (16.389461180211825 48.26659378662634),Obergfellplatz,968,
HALTESTELLEWLOGD.937,937,POINT (16.404040929252027 48.13747439357461),Oberlaaer Platz,970,
HALTESTELLEWLOGD.938,938,POINT (16.361311153126 48.14795437030535),Oberlaaer Straﬂe,971,
HALTESTELLEWLOGD.939,939,POINT (16.344141366092142 48.24058393909557),Obersteinergasse,972,
HALTESTELLEWLOGD.940,940,POINT (16.291241599221514 48.222594057830186),Oberwiedenstraﬂe,973,
HALTESTELLEWLOGD.941,941,POINT (16.414580987484293 48.21627401120554),Sturgasse,974,
HALTESTELLEWLOGD.942,942,POINT (16.369571187986963 48.20229410593496),K‰rntner Ring/Oper,975,
HALTESTELLEWLOGD.943,943,POINT (16.32344145121601 48.22900400736498),Orthop‰disches Krankenhaus,976,
HALTESTELLEWLOGD.944,944,POINT (16.3300813978405 48.21396407457936),Ortliebgasse,977,
HALTESTELLEWLOGD.945,945,POINT (16.23565185530215 48.211134146765424),Oskar-Simony-Straﬂe,978,
HALTESTELLEWLOGD.946,946,POINT (16.47647076669567 48.27529369157699),Wagramer Straﬂe/Ostbahn,979,
HALTESTELLEWLOGD.947,947,POINT (16.453770876285777 48.27491370744588),Oswald-Redlich-Straﬂe,980,
HALTESTELLEWLOGD.948,948,POINT (16.311381485530717 48.212174095063894),Ottakring,981,
HALTESTELLEWLOGD.949,949,POINT (16.30091154052972 48.21424409137629),Ottakringer Friedhof,982,
HALTESTELLEWLOGD.950,950,POINT (16.2894315928911 48.212044109496965),Ottakringer Bad,983,
HALTESTELLEWLOGD.951,951,POINT (16.29178159524577 48.2215840622376),Otto-Hˆtzl-Weg,985,
HALTESTELLEWLOGD.952,952,POINT (16.349091220360734 48.15383434952245),Otto-Probst-Platz,986,
HALTESTELLEWLOGD.953,953,POINT (16.356331187962457 48.15577433561253),Otto-Probst-Straﬂe,987,
HALTESTELLEWLOGD.954,954,POINT (16.33682136890398 48.21762405309494),Palffygasse,988,
HALTESTELLEWLOGD.955,955,POINT (16.48588059003561 48.180944135489504),Panozzalacke,990,
HALTESTELLEWLOGD.956,956,POINT (16.45744070020459 48.16020425201803),Pantucekgasse,991,
HALTESTELLEWLOGD.957,957,POINT (16.341971387774382 48.24868390185535),Paradisgasse,992,
HALTESTELLEWLOGD.958,958,POINT (16.393871069288263 48.202544089873754),Kundmanngasse,993,
HALTESTELLEWLOGD.959,959,POINT (16.36004124332032 48.20859408168205),Stadiongasse/Parlament,994,
HALTESTELLEWLOGD.960,960,POINT (16.404271095364273 48.257393821505744),Patrizigasse,995,
HALTESTELLEWLOGD.961,961,POINT (16.367241190787215 48.19600413764393),Paulanergasse,996,
HALTESTELLEWLOGD.962,962,POINT (16.29948155264198 48.21840407223858),Paulinensteig,997,
HALTESTELLEWLOGD.963,963,POINT (16.288341484763258 48.13080449761655),Pellmanngasse,998,
HALTESTELLEWLOGD.964,964,POINT (16.42310102966378 48.27737371487862),Marco-Polo-Promenade,999,
HALTESTELLEWLOGD.965,965,POINT (16.28966150622603 48.15010440506233),Haus Atzgersdorf,1000,
HALTESTELLEWLOGD.966,966,POINT (16.28677153240266 48.15943436223096),Haus Rosenberg,1001,
HALTESTELLEWLOGD.967,967,POINT (16.397601089036506 48.22922396046977),Pensionsversicherungsanstalt,1002,
HALTESTELLEWLOGD.968,968,POINT (16.30531148895005 48.19256419255701),Penzing,1003,
HALTESTELLEWLOGD.969,969,POINT (16.491520644806823 48.240433848483505),Pfalzgasse,1004,
HALTESTELLEWLOGD.970,970,POINT (16.315191437325048 48.1902841965414),Penzinger Straﬂe,1005,
HALTESTELLEWLOGD.971,971,POINT (16.391701000461236 48.144484367803216),Per-Albin-Hansson-Siedlung Ost,1006,
HALTESTELLEWLOGD.972,972,POINT (16.313831369534537 48.13679445271442),Perfektastraﬂe,1007,
HALTESTELLEWLOGD.973,973,POINT (16.355011324411837 48.249133891257465),Perntergasse,1008,
HALTESTELLEWLOGD.974,974,POINT (16.40113105575931 48.21793401199541),Perspektivstraﬂe,1009,
HALTESTELLEWLOGD.975,975,POINT (16.325911451512418 48.238643959142024),Peter-Jordan-Straﬂe,1010,
HALTESTELLEWLOGD.976,976,POINT (16.406491146222184 48.30215360701389),Pfarrer-Matz-Gasse,1011,
HALTESTELLEWLOGD.977,977,POINT (16.34704122471346 48.14963437141305),Pfarrgasse,1012,
HALTESTELLEWLOGD.978,978,POINT (16.313361470162544 48.2075341155975),Pfenninggeldgasse,1013,
HALTESTELLEWLOGD.979,979,POINT (16.287051584147655 48.19686418280471),Zehetnerg/Pflegeh Baumgarten,1014,
HALTESTELLEWLOGD.980,980,POINT (16.331121336644397 48.17426426380705),Meidling-Philadelphiabr¸cke,1015,
HALTESTELLEWLOGD.981,981,POINT (16.351391282029443 48.20634409746754),Piaristengasse,1017,
HALTESTELLEWLOGD.982,982,POINT (16.35470124730128 48.1928241600653),Pilgramgasse,1018,
HALTESTELLEWLOGD.983,983,POINT (16.280831655698634 48.22669404450762),Plachygasse,1021,
HALTESTELLEWLOGD.984,984,POINT (16.36991119224363 48.20643408561101),Plankengasse,1022,
HALTESTELLEWLOGD.985,985,POINT (16.478650666675975 48.211103996887466),Plattensteinergasse,1024,
HALTESTELLEWLOGD.986,986,POINT (16.37707114028003 48.19451413865322),Plˆﬂlgasse,1025,
HALTESTELLEWLOGD.987,987,POINT (16.533170400069718 48.21099396305995),Podlahagasse,1026,
HALTESTELLEWLOGD.988,988,POINT (16.45619082090105 48.24325385694717),Pogrelzstraﬂe,1027,
HALTESTELLEWLOGD.989,989,POINT (16.324001378208777 48.17866424702395),Pohlgasse,1028,
HALTESTELLEWLOGD.990,990,POINT (16.28085165777303 48.22787403873146),Pointengasse,1029,
HALTESTELLEWLOGD.991,991,POINT (16.35547131035713 48.24114392913404),Pokornygasse,1030,
HALTESTELLEWLOGD.992,992,POINT (16.449590836835906 48.23127391775301),Polgarstraﬂe,1031,
HALTESTELLEWLOGD.993,993,POINT (16.24053171951924 48.131024526379285),Alte Polstererm¸hle,1032,
HALTESTELLEWLOGD.994,994,POINT (16.444020881658 48.24432385970308),Portnergasse,1034,
HALTESTELLEWLOGD.995,995,POINT (16.312201464234878 48.19912415667779),H¸tteldorfer Straﬂe,1035,
HALTESTELLEWLOGD.996,996,POINT (16.31651145316923 48.20662411856462),Possingergasse,1036,
HALTESTELLEWLOGD.997,997,POINT (16.318041448834613 48.209024106178475),Possingergasse/Koppstraﬂe,1037,
HALTESTELLEWLOGD.998,998,POINT (16.434190873753103 48.20337406039734),Praterbr¸cke,1039,
HALTESTELLEWLOGD.999,999,POINT (16.391751101325056 48.21814401620845),Praterstern,1040,
HALTESTELLEWLOGD.1000,1000,POINT (16.394351071229565 48.20553407482323),Rasumofskygasse,1041,
HALTESTELLEWLOGD.1001,1001,POINT (16.386661124285226 48.21627402884171),Nestroyplatz/Praterstraﬂe,1042,
HALTESTELLEWLOGD.1002,1002,POINT (16.28958160744241 48.222454059855735),Predigtstuhl,1043,
HALTESTELLEWLOGD.1003,1003,POINT (16.277321617919686 48.18754423410321),Preindlgasse,1044,
HALTESTELLEWLOGD.1004,1004,POINT (16.424200860346215 48.158134282380225),Pretschgasse,1045,
HALTESTELLEWLOGD.1005,1005,POINT (16.36203121746619 48.197164135213285),Preﬂgasse,1047,
HALTESTELLEWLOGD.1006,1006,POINT (16.481080695086305 48.23975385850583),Prinzgasse,1048,
HALTESTELLEWLOGD.1007,1007,POINT (16.28026163065157 48.20687413936121),Otto-Wagner-Spital,1049,
HALTESTELLEWLOGD.1008,1008,POINT (16.454870850634883 48.25987377859567),Puchgasse,1050,
HALTESTELLEWLOGD.1009,1009,POINT (16.273111663112726 48.205354151203316),Baumgartner Hˆhe,1052,
HALTESTELLEWLOGD.1010,1010,POINT (16.272051571981564 48.13598448268567),Pumgasse,1053,
HALTESTELLEWLOGD.1011,1011,POINT (16.33362129136243 48.1501843766062),Purkytgasse,1054,
HALTESTELLEWLOGD.1012,1012,POINT (16.288551599950775 48.21328410356901),Pˆnningerweg,1055,
HALTESTELLEWLOGD.1013,1013,POINT (16.311191526613186 48.240893957886634),Pˆtzleinsdorf,1056,
HALTESTELLEWLOGD.1014,1014,POINT (16.307401551936785 48.24551393836041),Pˆtzleinsdorfer Friedhof,1057,
HALTESTELLEWLOGD.1015,1015,POINT (16.37348113172347 48.17561423051961),Quellenplatz,1058,
HALTESTELLEWLOGD.1016,1016,POINT (16.37777111013257 48.17532422932053),Quellenstraﬂe/Favoritenstraﬂe,1059,
HALTESTELLEWLOGD.1017,1017,POINT (16.358091209484016 48.17739423140404),Quellenstraﬂe/Knˆllgasse,1060,
HALTESTELLEWLOGD.1018,1018,POINT (16.39762103940964 48.19402412759294),Rabengasse,1061,
HALTESTELLEWLOGD.1019,1019,POINT (16.358141290305465 48.235903952829),Spittelau,1062,
HALTESTELLEWLOGD.1020,1020,POINT (16.390151099925806 48.210924051914375),Radetzkyplatz,1063,
HALTESTELLEWLOGD.1021,1021,POINT (16.366841245057476 48.23363395810287),Pappenheimgasse,1064,
HALTESTELLEWLOGD.1022,1022,POINT (16.28118162378927 48.20476414863365),Raimannstraﬂe,1065,
HALTESTELLEWLOGD.1023,1023,POINT (16.36811117684676 48.188714171570496),Rainergasse,1066,
HALTESTELLEWLOGD.1024,1024,POINT (16.458810755240172 48.204414040948244),Rallenweg,1067,
HALTESTELLEWLOGD.1025,1025,POINT (16.36060128576558 48.240963926573144),Rampengasse,1068,
HALTESTELLEWLOGD.1026,1026,POINT (16.360371209314106 48.184924194606644),Ramperstorffergasse,1069,
HALTESTELLEWLOGD.1027,1027,POINT (16.424390889298696 48.179914178778226),Rappachgasse,1070,
HALTESTELLEWLOGD.1028,1028,POINT (16.394901068549377 48.205734073656025),Lˆwengasse,1071,
HALTESTELLEWLOGD.1029,1029,POINT (16.355341268780588 48.21002407810994),Rathaus,1072,
HALTESTELLEWLOGD.1030,1030,POINT (16.42710086682768 48.173494207634604),Ravelinstraﬂe,1073,
HALTESTELLEWLOGD.1031,1031,POINT (16.367451144457977 48.16301429486537),Laxenburger Str/Sahulkastraﬂe,1074,
HALTESTELLEWLOGD.1032,1032,POINT (16.275601612782054 48.177384283034606),Ratmannsdorfgasse,1075,
HALTESTELLEWLOGD.1033,1033,POINT (16.419241058644126 48.28404368518722),Ratzenhofergasse,1076,
HALTESTELLEWLOGD.1034,1034,POINT (16.37520120067834 48.230753966952996),Rauscherstraﬂe,1077,
HALTESTELLEWLOGD.1035,1035,POINT (16.36346116740985 48.165654284578295),Raxstraﬂe/Rudolfsh¸gelgasse,1078,
HALTESTELLEWLOGD.1036,1036,POINT (16.388251132422994 48.227833972623046),Rebhanngasse,1079,
HALTESTELLEWLOGD.1037,1037,POINT (16.314641472080623 48.21330408727159),Redtenbachergasse,1080,
HALTESTELLEWLOGD.1038,1038,POINT (16.29122150674948 48.15634437432082),Reibergasse,1081,
HALTESTELLEWLOGD.1039,1039,POINT (16.284501610076248 48.20689413652015),Reichmanngasse,1082,
HALTESTELLEWLOGD.1040,1040,POINT (16.51494047709929 48.20194401754578),Reinholdgasse,1083,
HALTESTELLEWLOGD.1041,1041,POINT (16.31137146006264 48.193304184844706),Linzer Straﬂe/Reinlgasse,1084,
HALTESTELLEWLOGD.1042,1042,POINT (16.351501258839047 48.189224179321485),Reinprechtsdorfer Br¸cke,1085,
HALTESTELLEWLOGD.1043,1043,POINT (16.353151246667917 48.18652419160591),Reinprechtsd Str/Arbeitergasse,1086,
HALTESTELLEWLOGD.1044,1044,POINT (16.284261621788445 48.21441410079848),Hotel Gallitzinberg,1087,
HALTESTELLEWLOGD.1045,1045,POINT (16.3490512884614 48.20196412009967),Neubaugasse/Westbahnstraﬂe,1088,
HALTESTELLEWLOGD.1046,1046,POINT (16.367731212043623 48.21312405509437),Renngasse,1090,
HALTESTELLEWLOGD.1047,1047,POINT (16.38633109541051 48.19465413167263),Rennweg,1091,
HALTESTELLEWLOGD.1048,1048,POINT (16.32683136408872 48.17841424634156),Ruckergasse/Pohlgasse,1092,
HALTESTELLEWLOGD.1049,1049,POINT (16.367711192205125 48.1986041250834),Resselgasse,1094,
HALTESTELLEWLOGD.1050,1050,POINT (16.378181106778626 48.17415423507475),Reumannplatz,1095,
HALTESTELLEWLOGD.1051,1051,POINT (16.264461662798283 48.17436430446951),Reischergasse,1096,
HALTESTELLEWLOGD.1052,1052,POINT (16.430850977739 48.26649376162127),Richard-Neutra-Gasse,1097,
HALTESTELLEWLOGD.1053,1053,POINT (16.338381250301634 48.137734433707124),Richard-Strauss-Straﬂe,1098,
HALTESTELLEWLOGD.1054,1054,POINT (16.322731447020246 48.22389403203966),Richthausenstraﬂe,1099,
HALTESTELLEWLOGD.1055,1055,POINT (16.279591572833155 48.163264348496256),Riedelgasse,1100,
HALTESTELLEWLOGD.1056,1056,POINT (16.23887183770624 48.210484148485385),Riedstraﬂe,1101,
HALTESTELLEWLOGD.1057,1057,POINT (16.37724115793252 48.207824074675415),Riemergasse,1102,
HALTESTELLEWLOGD.1058,1058,POINT (16.417731065150928 48.28361368799849),Schippergasse,1103,
HALTESTELLEWLOGD.1059,1059,POINT (16.39130108166532 48.2025140915462),Rochusgasse,1104,
