FID,SHAPE,STRNAM,ZEITRAUM,STELLPL_ANZ,BESCHREIBUNG,WEBLINK2,BEZIRK,SE_SDO_ROWID,SE_ANNO_CAD_DATA,KATEGORIE,KATEGORIE_TXT
BEHINDERTENPARKPLATZOGD.475284,POINT (16.31649866015235 48.14847418175563),Elisabeth-Bergner-Weg,Mo.-Fr.(w.)v.7.30-15.30h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475284,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475285,POINT (16.290042233195983 48.23573615668917),Neuwaldegger Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,475285,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475286,POINT (16.395641609337915 48.147815732685764),Johann-Pˆlzer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475286,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475287,POINT (16.45128190676297 48.25916434467343),Austerlitzgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475287,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475288,POINT (16.28997777969714 48.163557778383975),Fred-Liewehr-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,475288,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475289,POINT (16.382274060514902 48.23556386175158),Donaueschingenstraﬂe,Mo.-Fr. (w.) v. 8-13h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475289,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475290,POINT (16.36604666293919 48.16980368707167),Troststraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475290,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475291,POINT (16.349004887784876 48.192756845584896),Gumpendorfer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,475291,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475292,POINT (16.32697354238895 48.157199121353166),Zanaschkagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475292,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475293,POINT (16.408025191797957 48.25616461724095),Schenkendorfgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,475293,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475294,POINT (16.412946271884692 48.172682487559314),Lorystraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,11,475294,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475295,POINT (16.306510906607883 48.22070805668324),Nietzscheplatz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475295,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475296,POINT (16.38093651374743 48.20905499085474),Biberstraﬂe,Mo.-Fr.(w.)v.9-16h,1,Zentrale des Wiener Seniorenbundes,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475296,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475297,POINT (16.356089248435154 48.20325884213887),Kirchberggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,475297,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475298,POINT (16.37978792647506 48.16855184731933),Rechberggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475298,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475299,POINT (16.23387520124815 48.2100712838993),Oskar-Simony-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475299,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475300,POINT (16.3551808536642 48.23549377314271),Dˆblinger G¸rtel,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475300,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475301,POINT (16.307260848636325 48.2266398765668),Dornbacher Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,475301,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475302,POINT (16.332512311858657 48.21156992033265),Neulerchenfelder Straﬂe,,2,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475302,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475303,POINT (16.3777291885479 48.16795473033181),Wirerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475303,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475304,POINT (16.473330522250112 48.21797380671951),Sandefjordgasse,Mo.-Fr.(w.)v.8-18h,1,Arztpraxis,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475304,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475305,POINT (16.477523203878604 48.2190655101299),Eibengasse,Mo.-Fr.(w.)v.9-19.30h,1,Volkshochschule Donaustadt,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475305,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475306,POINT (16.480192018942834 48.21906218063),Rueberstraﬂe,Mo-Fr (w) v. 8-16h,1,Ambulatorium,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475306,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475307,POINT (16.481849458810036 48.21983874685192),Haberlandtgasse,Mo.-Sa. (w.) v. 8-18h,1,"Pensionistenklub, Arztpraxis, Banken",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475307,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475308,POINT (16.31581374246345 48.19643868066053),M‰rzstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,475308,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475309,POINT (16.386895580442214 48.20431578197845),Baumannstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475309,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475310,POINT (16.365231835337447 48.154134916228635),Munchgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475310,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475311,POINT (16.330083067202313 48.20684729546817),Liebhartsgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475311,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475312,POINT (16.387661905314566 48.1966904165148),Juchgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475312,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475313,POINT (16.35994963974394 48.16623273481644),Raxstraﬂe,Mo.-Fr. (w.) v. 7-18h,2,Arztpraxis,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475313,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475314,POINT (16.386756467998435 48.175108482478116),Wilczekgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475314,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475315,POINT (16.324510772568992 48.142539510383614),Premgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475315,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475316,POINT (16.325027986081636 48.14252962246575),Premgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475316,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475317,POINT (16.395718231269036 48.14686660136291),Johann-Pˆlzer-Gasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475317,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475318,POINT (16.3009428284523 48.1710881922761),Olbrichgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475318,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475319,POINT (16.398731455621935 48.19772794378508),Keinergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475319,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475320,POINT (16.288704791796103 48.19779569593219),Hernstorferstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475320,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475321,POINT (16.327177572439634 48.20176917334037),Witzelsbergergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,475321,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475322,POINT (16.413027267999865 48.21860719420595),Wehlistraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,475322,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475323,POINT (16.35385278493477 48.23727847466401),Dˆblinger Hauptstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475323,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475324,POINT (16.36517285112847 48.22185632525101),Hahngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,475324,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475325,POINT (16.355875848166608 48.2084730039085),Doblhoffgasse,Mo.-Fr. (w.) v. 6-17h,3,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475325,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475326,POINT (16.355973600012042 48.208460707952774),Doblhoffgasse,Mo.-Fr. (w.) v. 6-17h,2,"Wiener Wohnen, diverse Amtsh‰user",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475326,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475327,POINT (16.38907572861855 48.23386786277619),Pˆchlarnstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475327,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475328,POINT (16.316806238924524 48.19444623850513),Goldschlagstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,475328,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475329,POINT (16.36770382128145 48.20753348494639),Habsburgergasse,"Mo.-Fr.(w.)v.6-24h; Sa,So u. Ftg v. 0-24h",1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475329,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.475330,POINT (16.365189597944074 48.21909684922372),Berggasse,v. 8-20h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,9,475330,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475331,POINT (16.39747267070572 48.18509146315533),Landstraﬂer G¸rtel,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475331,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475332,POINT (16.3410965442169 48.18945174496785),Pliwagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,475332,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475333,POINT (16.286620374414618 48.189283410696845),Auhofstraﬂe,Mo.-Fr.(w.)v.8-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,475333,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.475334,POINT (16.369877279014865 48.2523321718557),Muthgasse,Mo.-Fr.(w.)v.8-16h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475334,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475335,POINT (16.312087830889634 48.16561470474467),Eglseegasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475335,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475336,POINT (16.326122725060312 48.23549995083326),Alsegger Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475336,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475337,POINT (16.39176573474981 48.26470349913688),Voltagasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,21,475337,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475338,POINT (16.350191804093537 48.19472052153092),Otto-Bauer-Gasse,v. 9-20h,1,"Lokale, Gesch‰fte",http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,6,475338,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475339,POINT (16.356157514544684 48.202949849113104),Kirchberggasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,7,475339,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475340,POINT (16.37415647785607 48.204536881427636),Seilerst‰tte,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475340,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475341,POINT (16.39063234992322 48.19412883083943),Sch¸tzengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475341,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475342,POINT (16.28214122104832 48.1356762198782),Breitenfurter Straﬂe,,1,Einkaufszentrum,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475342,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475343,POINT (16.281521895693096 48.135331900560345),Dr.-Anton-Matzig-Gasse,Mo.-Fr. (w.) v. 7-18h,1,Polizeikommisariat 23,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475343,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475344,POINT (16.320676369618255 48.14946018673263),Altmannsdorfer Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475344,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475345,POINT (16.373643249430202 48.16728619099258),Ettenreichgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475345,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475346,POINT (16.366565541571173 48.201447611183575),Nibelungengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475346,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475347,POINT (16.33280534521046 48.205186142666136),Schinnaglgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475347,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475348,POINT (16.450373139440284 48.23177946187249),Polgarstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475348,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475349,POINT (16.367734231913698 48.211343809568255),Am Hof,Mo.-Fr.(w.)v. 7-18h,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,1,475349,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475350,POINT (16.38660206787591 48.199907226390124),Posthorngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475350,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475351,POINT (16.377946554324975 48.18861903113151),Weyringergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,4,475351,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475352,POINT (16.39511834638333 48.17278803047178),Quellenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475352,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475353,POINT (16.320619633701593 48.206677009056506),Br¸ﬂlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475353,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475354,POINT (16.404743115768852 48.19891599352477),Drorygasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475354,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475355,POINT (16.381520558302945 48.239816797970015),Winarskystraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475355,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475356,POINT (16.374147625748154 48.23232669864215),Waldm¸llergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475356,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475249,POINT (16.331329797815066 48.189457072500254),Arnsteingasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,475249,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475250,POINT (16.384970948980886 48.234302926853225),Traisengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475250,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475251,POINT (16.460475348467668 48.22324966942214),Wohlgemuthgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475251,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.475252,POINT (16.451329142764212 48.24424156723591),Siebenb¸rgerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475252,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475253,POINT (16.451360511707247 48.24429169716915),Siebenb¸rgerstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475253,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.475254,POINT (16.324634342496942 48.17440732836028),Hohenbergstraﬂe,,1,Polizei,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475254,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475255,POINT (16.325202728461537 48.174384349503235),Hohenbergstraﬂe,Mo-Fr (w) v. 14-19h,1,Arztpraxis,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475255,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475256,POINT (16.386685778841812 48.218900609599984),Zirkusgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,475256,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475257,POINT (16.338615653048226 48.21031291086769),Lerchenfelder G¸rtel,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,16,475257,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475258,POINT (16.29963511319698 48.167893626657545),Premlechnergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475258,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475259,POINT (16.375471155478383 48.23253506418647),Waldm¸llergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,475259,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475260,POINT (16.306827057196976 48.24833323113423),Neustift am Walde,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,19,475260,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475261,POINT (16.399989625863444 48.195996038359496),Rabengasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475261,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475262,POINT (16.31336658205972 48.157469294989625),Jettmargasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,475262,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475263,POINT (16.47333072082569 48.247434156010954),S¸ﬂenbrunner Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475263,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475264,POINT (16.340381317212636 48.18386560183919),Oppelgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475264,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475265,POINT (16.44522883810788 48.247103552875124),Heckenweg,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475265,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475266,POINT (16.311984508270594 48.19615057308069),Reinlgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,475266,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475267,POINT (16.380912475135506 48.15048230356468),Stockholmer Platz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,475267,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475268,POINT (16.406848154891684 48.196073919266624),Erdbergstraﬂe,Mo.- Fr.(w.) von 10-19h,2,Behindertenverband,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,3,475268,,1,Allgemein
BEHINDERTENPARKPLATZOGD.475269,POINT (16.27529552818147 48.183129911926386),Gogolgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,475269,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475270,POINT (16.28390479363009 48.178204864278406),Lainzer Straﬂe,"Mo.-Fr. (w.) v. 7.30-18.30h, Sa. (w.) v. 8.30-12h",1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,13,475270,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475271,POINT (16.34377918908805 48.18132020716381),Koflergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,475271,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475272,POINT (16.498528937750354 48.2094856543758),Dumreichergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475272,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475273,POINT (16.42172193768451 48.226106490277594),Schiffm¸hlenstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475273,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475274,POINT (16.32846648906114 48.18585884632124),Rauchfangkehrergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,15,475274,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.475275,POINT (16.455848826762146 48.259577448548036),Lieblgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,22,475275,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474950,POINT (16.257035646251417 48.20495015264999),H¸ttelbergstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,14,474950,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474951,POINT (16.314328239098597 48.23381241815285),Wallriﬂstraﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,18,474951,,2,Privat ohne Kennzeichen
BEHINDERTENPARKPLATZOGD.474952,POINT (16.36766237301437 48.23882873664016),Adalbert-Stifter-Straﬂe,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474952,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474953,POINT (16.370445639093923 48.23182530877658),Brigittaplatz,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474953,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474954,POINT (16.381774458609776 48.235314282822806),Donaueschingenstraﬂe,Mo.-Fr.(w.)v.7-17h,1,Amtshaus,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,20,474954,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474955,POINT (16.31424304070981 48.12694077782404),Nowakgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,23,474955,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474956,POINT (16.37804001498542 48.17636410358216),Pernerstorfergasse,,2,Fuﬂg‰ngerzone Favoritenstraﬂe,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,10,474956,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474957,POINT (16.38555396960271 48.2258512397449),Marinelligasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,2,474957,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474958,POINT (16.33023102771057 48.2212141788499),Beheimgasse,"Mo.-Fr.(w.)v.15-24h, Sa., So u,  Ftg v.0-24h",1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474958,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474959,POINT (16.32877220492315 48.21513385753027),Haslingergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474959,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474960,POINT (16.331781481602892 48.22451428138279),Lacknergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474960,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474961,POINT (16.324298641555227 48.21784602229199),Lobenhauerngasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474961,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474962,POINT (16.32378171416608 48.220841400904646),Comeniusgasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474962,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474963,POINT (16.327667346999252 48.221463681762906),Rosensteingasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474963,,3,Privat mit Kennzeichen
BEHINDERTENPARKPLATZOGD.474964,POINT (16.333550236652066 48.218961509400664),Rˆtzergasse,Mo.-Fr.(w.)v.7-16h,2,Jugendamt,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,17,474964,,1,Allgemein
BEHINDERTENPARKPLATZOGD.474965,POINT (16.321183943254876 48.16676101255131),Stegmayergasse,,1,,http://www.wien.gv.at/verkehr/parken/behindertenparkplaetze/,12,474965,,3,Privat mit Kennzeichen
