FID,OBJECTID,SHAPE,TEXT13ID,P_TYP,T_TEXT,T_LANG,O,P,SE_ANNO_CAD_DATA
OEFFGRUENPKTGOGD.180,180,POINT (16.326047573630056 48.21435806652732),Lorenz-Bayer*,Z,Lorenz-Bayer-Park,Lorenz-Bayer-Park,1,0,
OEFFGRUENPKTGOGD.181,181,POINT (16.325542691042344 48.21523562776069),Lorenz-Bayer*,Z,Lorenz-Bayer-Park,Lorenz-Bayer-Park,1,0,
OEFFGRUENPKTGOGD.182,182,POINT (16.28583034177755 48.20762937922189),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.183,183,POINT (16.285476310691045 48.20793893829503),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.184,184,POINT (16.28289983830771 48.207286405496134),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.185,185,POINT (16.284086587470853 48.20705582421586),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.186,186,POINT (16.283779476662314 48.20694220545691),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.187,187,POINT (16.28110069617782 48.20620261260438),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.188,188,POINT (16.283792969004597 48.20678685530978),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.189,189,POINT (16.280825677148258 48.20688918298662),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.190,190,POINT (16.282461146359186 48.20650467743999),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.191,191,POINT (16.28261611167879 48.20715108490763),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.192,192,POINT (16.278151505697707 48.20560747489816),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.193,193,POINT (16.280507953548522 48.20608163118285),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.194,194,POINT (16.27897159728971 48.20649843115118),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.195,195,POINT (16.27917955498909 48.205804207581224),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.196,196,POINT (16.278236767776246 48.206337300975726),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.197,197,POINT (16.280201954839676 48.20675826474038),Steinhofer P*,Z,Steinhofer Park,Steinhofer Park,1,0,
OEFFGRUENPKTGOGD.198,198,POINT (16.25612767437446 48.20231333952676),Karl-Terkal-*,Z,Karl-Terkal-Park,Karl-Terkal-Park,1,0,
OEFFGRUENPKTGOGD.199,199,POINT (16.267456855404106 48.19673048221876),Cossmanngasse,Z,Cossmanngasse,Cossmanngasse,1,0,
OEFFGRUENPKTGOGD.200,200,POINT (16.269007252891377 48.196294808632764),Cossmanngasse,Z,Cossmanngasse,Cossmanngasse,1,0,
OEFFGRUENPKTGOGD.201,201,POINT (16.31919946326779 48.19101969322514),Gustav-Jäger*,Z,Gustav-Jäger-Park,Gustav-Jäger-Park,1,0,
OEFFGRUENPKTGOGD.202,202,POINT (16.320101681375863 48.190237568714664),Gustav-Jäger*,Z,Gustav-Jäger-Park,Gustav-Jäger-Park,1,0,
OEFFGRUENPKTGOGD.203,203,POINT (16.32023142560285 48.19070297960607),Gustav-Jäger*,Z,Gustav-Jäger-Park,Gustav-Jäger-Park,1,0,
OEFFGRUENPKTGOGD.204,204,POINT (16.306668604524607 48.19880757709432),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.205,205,POINT (16.30687506102618 48.19868570537316),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.206,206,POINT (16.30623202084777 48.19849094658003),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.207,207,POINT (16.306740962404273 48.198529228385794),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.208,208,POINT (16.306277784381813 48.19768234357028),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.209,209,POINT (16.306046373116406 48.198406376654724),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.210,210,POINT (16.30562200641978 48.19859013363192),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.211,211,POINT (16.305771516569497 48.19776005912215),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.212,212,POINT (16.30563461893513 48.19838552025528),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.213,213,POINT (16.305677776289514 48.19817170861237),Ludwig-Zatzk*,Z,Ludwig-Zatzka-Park,Ludwig-Zatzka-Park,1,0,
OEFFGRUENPKTGOGD.214,214,POINT (16.35461312371969 48.2149023103106),Ehem. Allgem*,Z,Ehem. Allgem. AKH/Ostarri,Ostarrichi-Park,1,0,
OEFFGRUENPKTGOGD.215,215,POINT (16.354986510359407 48.21563031455393),Ehem. Allgem*,Z,Ehem. Allgem. AKH/Ostarri,Ostarrichi-Park,1,0,
OEFFGRUENPKTGOGD.216,216,POINT (16.35449783671815 48.2159878588206),Ehem. Allgem*,Z,Ehem. Allgem. AKH/Ostarri,Ostarrichi-Park,1,0,
OEFFGRUENPKTGOGD.217,217,POINT (16.35491712250486 48.21523010580576),Ehem. Allgem*,Z,Ehem. Allgem. AKH/Ostarri,Ostarrichi-Park,1,0,
OEFFGRUENPKTGOGD.218,218,POINT (16.35481519793154 48.214908364083676),Ehem. Allgem*,Z,Ehem. Allgem. AKH/Ostarri,Ostarrichi-Park,1,0,
OEFFGRUENPKTGOGD.219,219,POINT (16.355063525944427 48.21598205241014),Ehem. Allgem*,Z,Ehem. Allgem. AKH/Ostarri,Ostarrichi-Park,1,0,
OEFFGRUENPKTGOGD.220,220,POINT (16.353913177008234 48.21488090863116),Ehem. Allgem*,Z,Ehem. Allgem. AKH/Ostarri,Ostarrichi-Park,1,0,
OEFFGRUENPKTGOGD.221,221,POINT (16.35947058567501 48.21439341655891),Sigmund-Freu*,Z,Sigmund-Freud-Park,Sigmund-Freud-Park,1,0,
OEFFGRUENPKTGOGD.222,222,POINT (16.3603950816209 48.21539382581948),Sigmund-Freu*,Z,Sigmund-Freud-Park,Sigmund-Freud-Park,1,0,
OEFFGRUENPKTGOGD.223,223,POINT (16.361570864682495 48.21454833461205),Sigmund-Freu*,Z,Sigmund-Freud-Park,Sigmund-Freud-Park,1,0,
OEFFGRUENPKTGOGD.224,224,POINT (16.360554688269694 48.215462884607525),Sigmund-Freu*,Z,Sigmund-Freud-Park,Sigmund-Freud-Park,1,0,
OEFFGRUENPKTGOGD.225,225,POINT (16.35951882512275 48.21498465348557),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.226,226,POINT (16.358532397177715 48.2162216131937),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.227,227,POINT (16.357817710600397 48.21542824419416),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.228,228,POINT (16.35799875156169 48.215699902299654),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.229,229,POINT (16.359239469521494 48.215922084013094),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.230,230,POINT (16.358623424610514 48.21501799146861),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.231,231,POINT (16.359409074514545 48.21479921335848),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.232,232,POINT (16.3602786647523 48.21572452640829),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.233,233,POINT (16.35972878378593 48.215996689605234),Votivpark,Z,Votivpark,Votivpark,1,0,
OEFFGRUENPKTGOGD.234,234,POINT (16.363958964922805 48.209860879957674),Minoritenpla*,Z,Minoritenplatz,Minoritenplatz,1,0,
OEFFGRUENPKTGOGD.235,235,POINT (16.36433567334496 48.209459115840346),Minoritenpla*,Z,Minoritenplatz,Minoritenplatz,1,0,
OEFFGRUENPKTGOGD.236,236,POINT (16.362034948267347 48.20959571747807),Volksgarten,Z,Volksgarten,Volksgarten,10,0,
OEFFGRUENPKTGOGD.237,237,POINT (16.361179290475153 48.20923310590286),Volksgarten,Z,Volksgarten,Volksgarten,10,0,
OEFFGRUENPKTGOGD.238,238,POINT (16.363268469310267 48.20785170106834),Volksgarten,Z,Volksgarten,Volksgarten,10,0,
OEFFGRUENPKTGOGD.239,239,POINT (16.363142607457675 48.20833430648513),Volksgarten,Z,Volksgarten,Volksgarten,10,0,
OEFFGRUENPKTGOGD.240,240,POINT (16.36270500883118 48.20881764181797),Volksgarten,Z,Volksgarten,Volksgarten,10,0,
OEFFGRUENPKTGOGD.241,241,POINT (16.36236474381147 48.207318156449695),Volksgarten,Z,Volksgarten,Volksgarten,10,0,
OEFFGRUENPKTGOGD.242,242,POINT (16.36048104996981 48.208565947445734),Volksgarten,Z,Volksgarten,Volksgarten,10,0,
OEFFGRUENPKTGOGD.243,243,POINT (16.27655085544727 48.196406039734654),Baumgartner-*,Z,Baumgartner-Casino-Park,Baumgartner-Casino-Park,1,0,
OEFFGRUENPKTGOGD.244,244,POINT (16.276007058325924 48.19585178596933),Baumgartner-*,Z,Baumgartner-Casino-Park,Baumgartner-Casino-Park,1,0,
OEFFGRUENPKTGOGD.245,245,POINT (16.27463699671141 48.19623889384328),Baumgartner-*,Z,Baumgartner-Casino-Park,Baumgartner-Casino-Park,1,0,
OEFFGRUENPKTGOGD.246,246,POINT (16.27536795911614 48.19733083114387),Baumgartner-*,Z,Baumgartner-Casino-Park,Baumgartner-Casino-Park,1,0,
OEFFGRUENPKTGOGD.247,247,POINT (16.273867576454098 48.19732038417013),Baumgartner-*,Z,Baumgartner-Casino-Park,Baumgartner-Casino-Park,1,0,
OEFFGRUENPKTGOGD.248,248,POINT (16.27498232930976 48.197457698085856),Baumgartner-*,Z,Baumgartner-Casino-Park,Baumgartner-Casino-Park,1,0,
OEFFGRUENPKTGOGD.249,249,POINT (16.30036534473479 48.19579467211001),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.250,250,POINT (16.299727668790755 48.1946660590009),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.251,251,POINT (16.30150558265264 48.19477870543601),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.252,252,POINT (16.301850689090447 48.195060930646875),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.253,253,POINT (16.301267276616965 48.19627092875983),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.254,254,POINT (16.30296196758806 48.19644971734594),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.255,255,POINT (16.3036013699507 48.19644046934232),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.256,256,POINT (16.303834909499127 48.195233217248756),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.257,257,POINT (16.30204105043414 48.19638239622021),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.258,258,POINT (16.303753524971903 48.196013417212015),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.259,259,POINT (16.301994251089734 48.19507075786622),Matzner-Park,Z,Matzner-Park,Matzner-Park,1,0,
OEFFGRUENPKTGOGD.260,260,POINT (16.378751890409823 48.244475899062905),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.261,261,POINT (16.37912056058073 48.24455062298989),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.262,262,POINT (16.3801394846879 48.24595457350114),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.263,263,POINT (16.377875243152154 48.24479740246538),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.264,264,POINT (16.37858967115828 48.245116025602066),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.265,265,POINT (16.38043888076838 48.24479284143473),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.266,266,POINT (16.381549915131185 48.24470182126745),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.267,267,POINT (16.380558537015727 48.24437613223649),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.268,268,POINT (16.38232421518849 48.245044627661876),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.269,269,POINT (16.381618706949226 48.24563304410615),Friedrich-En*,Z,Friedrich-Engels-Platz,Friedrich-Engels-Platz,1,0,
OEFFGRUENPKTGOGD.270,270,POINT (16.3149071730996 48.190359013041245),Heinz-Conrad*,Z,Heinz-Conrads-Park,Heinz-Conrads-Park,1,0,
OEFFGRUENPKTGOGD.271,271,POINT (16.31541329081186 48.19113581032943),Heinz-Conrad*,Z,Heinz-Conrads-Park,Heinz-Conrads-Park,1,0,
OEFFGRUENPKTGOGD.272,272,POINT (16.315815187661745 48.19187293685228),Heinz-Conrad*,Z,Heinz-Conrads-Park,Heinz-Conrads-Park,1,0,
OEFFGRUENPKTGOGD.273,273,POINT (16.355577733283813 48.20757375652897),Schmerlingpl*,Z,Schmerlingplatz,Schmerlingplatz,1,0,
OEFFGRUENPKTGOGD.274,274,POINT (16.3558388751236 48.207049130787865),Schmerlingpl*,Z,Schmerlingplatz,Schmerlingplatz,1,0,
OEFFGRUENPKTGOGD.275,275,POINT (16.355757990501633 48.207052371433136),Schmerlingpl*,Z,Schmerlingplatz,Schmerlingplatz,1,0,
OEFFGRUENPKTGOGD.276,276,POINT (16.356227119710958 48.20750258570573),Schmerlingpl*,Z,Schmerlingplatz,Schmerlingplatz,1,0,
OEFFGRUENPKTGOGD.277,277,POINT (16.356298172661177 48.20719205495255),Schmerlingpl*,Z,Schmerlingplatz,Schmerlingplatz,1,0,
OEFFGRUENPKTGOGD.278,278,POINT (16.358579757175455 48.20649124621181),Grete-Rehor-*,Z,Grete-Rehor-Park,Grete-Rehor-Park,1,0,
OEFFGRUENPKTGOGD.279,279,POINT (16.357919011153534 48.20687136889408),Grete-Rehor-*,Z,Grete-Rehor-Park,Grete-Rehor-Park,1,0,
OEFFGRUENPKTGOGD.280,280,POINT (16.35848487271305 48.20719829052714),Grete-Rehor-*,Z,Grete-Rehor-Park,Grete-Rehor-Park,1,0,
OEFFGRUENPKTGOGD.281,281,POINT (16.35791563720899 48.20727357237199),Grete-Rehor-*,Z,Grete-Rehor-Park,Grete-Rehor-Park,1,0,
OEFFGRUENPKTGOGD.282,282,POINT (16.358875432177843 48.206662665345696),Grete-Rehor-*,Z,Grete-Rehor-Park,Grete-Rehor-Park,1,0,
OEFFGRUENPKTGOGD.283,283,POINT (16.36469322915735 48.2070024636697),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.284,284,POINT (16.362771207808883 48.20586638814688),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.285,285,POINT (16.36168821901178 48.20670177741894),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.286,286,POINT (16.363640461531617 48.20637915564302),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.287,287,POINT (16.3636235715271 48.20785806186553),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.288,288,POINT (16.363354331774275 48.20769718511045),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.289,289,POINT (16.36252363595475 48.20720086151571),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.290,290,POINT (16.360923450934035 48.206419287975805),Volksgarten,Z,Volksgarten/Heldenplatz,Heldenplatz,10,0,
OEFFGRUENPKTGOGD.291,291,POINT (16.38698137989982 48.23381809927145),Mortarapark,Z,Mortarapark,Mortarapark,1,0,
OEFFGRUENPKTGOGD.292,292,POINT (16.386049243499098 48.23463541431923),Mortarapark,Z,Mortarapark,Mortarapark,1,0,
OEFFGRUENPKTGOGD.293,293,POINT (16.38675886588574 48.23478987721699),Mortarapark,Z,Mortarapark,Mortarapark,1,0,
OEFFGRUENPKTGOGD.294,294,POINT (16.38630491408839 48.23366228145858),Mortarapark,Z,Mortarapark,Mortarapark,1,0,
OEFFGRUENPKTGOGD.295,295,POINT (16.38751985906442 48.23407115568594),Mortarapark,Z,Mortarapark,Mortarapark,1,0,
OEFFGRUENPKTGOGD.296,296,POINT (16.385648609726044 48.23423856515897),Mortarapark,Z,Mortarapark,Mortarapark,1,0,
OEFFGRUENPKTGOGD.297,297,POINT (16.37691070647486 48.23699620361485),Park Leithas*,Z,Park Leithastraße,Parkanlage Leithastraße,1,0,
OEFFGRUENPKTGOGD.298,298,POINT (16.37730382298036 48.23746863971803),Park Leithas*,Z,Park Leithastraße,Parkanlage Leithastraße,1,0,
OEFFGRUENPKTGOGD.299,299,POINT (16.375206383715764 48.24481899587156),Forsthauspark,Z,Forsthauspark,Forsthauspark,1,0,
OEFFGRUENPKTGOGD.300,300,POINT (16.374671329269876 48.24387619779615),Forsthauspark,Z,Forsthauspark,Forsthauspark,1,0,
OEFFGRUENPKTGOGD.301,301,POINT (16.374563985547955 48.24521567629953),Forsthauspark,Z,Forsthauspark,Forsthauspark,1,0,
OEFFGRUENPKTGOGD.302,302,POINT (16.37523116948812 48.245127421747064),Forsthauspark,Z,Forsthauspark,Forsthauspark,1,0,
OEFFGRUENPKTGOGD.303,303,POINT (16.373688651585216 48.24364570800696),Forsthauspark,Z,Forsthauspark,Forsthauspark,1,0,
OEFFGRUENPKTGOGD.304,304,POINT (16.383687172774998 48.2388289453864),Allerheilige*,Z,Allerheiligenpark,Allerheiligenpark,1,0,
OEFFGRUENPKTGOGD.305,305,POINT (16.384595827839405 48.23926960187034),Allerheilige*,Z,Allerheiligenpark,Allerheiligenpark,1,0,
OEFFGRUENPKTGOGD.306,306,POINT (16.38437896770571 48.238049822881784),Allerheilige*,Z,Allerheiligenpark,Allerheiligenpark,1,0,
OEFFGRUENPKTGOGD.307,307,POINT (16.38545719515949 48.238590675514246),Allerheilige*,Z,Allerheiligenpark,Allerheiligenpark,1,0,
OEFFGRUENPKTGOGD.308,308,POINT (16.38492163084395 48.23758266836544),Allerheilige*,Z,Allerheiligenpark,Allerheiligenpark,1,0,
OEFFGRUENPKTGOGD.309,309,POINT (16.386258225491947 48.237764854504285),Allerheilige*,Z,Allerheiligenpark,Allerheiligenpark,1,0,
OEFFGRUENPKTGOGD.310,310,POINT (16.385630592922453 48.23744558831403),Allerheilige*,Z,Allerheiligenpark,Allerheiligenpark,1,0,
OEFFGRUENPKTGOGD.311,311,POINT (16.370723795255728 48.232708479666584),Brigittapark,Z,Brigittapark,Brigittapark,1,0,
OEFFGRUENPKTGOGD.312,312,POINT (16.371094271334563 48.232751863563266),Brigittapark,Z,Brigittapark,Brigittapark,1,0,
OEFFGRUENPKTGOGD.313,313,POINT (16.37144230647277 48.23279569383943),Brigittapark,Z,Brigittapark,Brigittapark,1,0,
OEFFGRUENPKTGOGD.314,314,POINT (16.3706521379689 48.23202552359393),Brigittapark,Z,Brigittapark,Brigittapark,1,0,
OEFFGRUENPKTGOGD.315,315,POINT (16.371843743782442 48.23216174572608),Brigittapark,Z,Brigittapark,Brigittapark,1,0,
OEFFGRUENPKTGOGD.316,316,POINT (16.37133264578074 48.23173523586686),Brigittapark,Z,Brigittapark,Brigittapark,1,0,
OEFFGRUENPKTGOGD.317,317,POINT (16.358683418207615 48.226465140360176),Lichtentaler*,Z,Lichtentalerpark,Lichtentalerpark,1,0,
OEFFGRUENPKTGOGD.318,318,POINT (16.358101372136787 48.22639754674342),Lichtentaler*,Z,Lichtentalerpark,Lichtentalerpark,1,0,
OEFFGRUENPKTGOGD.319,319,POINT (16.357828492985092 48.22705312639544),Lichtentaler*,Z,Lichtentalerpark,Lichtentalerpark,1,0,
OEFFGRUENPKTGOGD.320,320,POINT (16.358399725833877 48.22716630615475),Lichtentaler*,Z,Lichtentalerpark,Lichtentalerpark,1,0,
OEFFGRUENPKTGOGD.321,321,POINT (16.362487606513813 48.22722928214379),Spittelauer *,Z,Spittelauer Platz,Spittelauer Platz,1,0,
OEFFGRUENPKTGOGD.322,322,POINT (16.36270383221461 48.227052575333765),Spittelauer *,Z,Spittelauer Platz,Spittelauer Platz,1,0,
OEFFGRUENPKTGOGD.323,323,POINT (16.36277148087094 48.226847283842865),Spittelauer *,Z,Spittelauer Platz,Spittelauer Platz,1,0,
OEFFGRUENPKTGOGD.324,324,POINT (16.362296218568474 48.22690829041178),Spittelauer *,Z,Spittelauer Platz,Spittelauer Platz,1,0,
OEFFGRUENPKTGOGD.325,325,POINT (16.346443105298103 48.20443170527743),Karl-Farkas-*,Z,Karl-Farkas-Park,Karl-Farkas-Park,1,0,
OEFFGRUENPKTGOGD.326,326,POINT (16.35335979481424 48.197509528982266),Esterhazypark,Z,Esterhazypark,Esterhazypark,1,0,
OEFFGRUENPKTGOGD.327,327,POINT (16.353219820756994 48.19765941344977),Esterhazypark,Z,Esterhazypark,Esterhazypark,1,0,
OEFFGRUENPKTGOGD.328,328,POINT (16.352663283938686 48.19787798034988),Esterhazypark,Z,Esterhazypark,Esterhazypark,1,0,
OEFFGRUENPKTGOGD.329,329,POINT (16.35263730708803 48.197668562303086),Esterhazypark,Z,Esterhazypark,Esterhazypark,1,0,
OEFFGRUENPKTGOGD.330,330,POINT (16.351735661726508 48.1980039164207),Esterhazypark,Z,Esterhazypark,Esterhazypark,1,0,
OEFFGRUENPKTGOGD.331,331,POINT (16.353895610687537 48.197817775111446),Esterhazypark,Z,Esterhazypark,Esterhazypark,1,0,
OEFFGRUENPKTGOGD.332,332,POINT (16.351788527129564 48.197108574704195),Esterhazypark,Z,Esterhazypark,Esterhazypark,1,0,
OEFFGRUENPKTGOGD.333,333,POINT (16.382017354255936 48.20664476312762),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.334,334,POINT (16.377869719090466 48.203760592804926),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.335,335,POINT (16.3815661962004 48.20572051022705),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.336,336,POINT (16.379208932667588 48.20321027615532),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.337,337,POINT (16.380286984197845 48.20409420399976),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.338,338,POINT (16.37800404770641 48.204289030107056),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.339,339,POINT (16.381186882672985 48.206878914828714),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.340,340,POINT (16.380060617328137 48.20630966411379),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.341,341,POINT (16.379137898708887 48.20540095502036),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.342,342,POINT (16.380719971282158 48.20695138705804),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.343,343,POINT (16.378929043414473 48.20257081610385),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.344,344,POINT (16.38186511959881 48.205526507502334),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.345,345,POINT (16.382960271717806 48.20458255876002),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.346,346,POINT (16.381457997064317 48.20316759246859),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.347,347,POINT (16.382892272440852 48.2044435392848),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.348,348,POINT (16.380518265002856 48.20391213770386),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.349,349,POINT (16.379172601369138 48.20229190026263),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.350,350,POINT (16.380420092058177 48.20235683663397),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.351,351,POINT (16.379556676788543 48.20211236487312),Stadtpark,Z,Stadtpark,Stadtpark,10,0,
OEFFGRUENPKTGOGD.352,352,POINT (16.35458443801961 48.18766961274902),Bacherpark,Z,Bacherpark,Bacherpark,1,0,
OEFFGRUENPKTGOGD.353,353,POINT (16.355027321174337 48.18724963854973),Bacherpark,Z,Bacherpark,Bacherpark,1,0,
OEFFGRUENPKTGOGD.354,354,POINT (16.35514524281526 48.18791349414875),Bacherpark,Z,Bacherpark,Bacherpark,1,0,
OEFFGRUENPKTGOGD.355,355,POINT (16.35561884915103 48.187504620094835),Bacherpark,Z,Bacherpark,Bacherpark,1,0,
OEFFGRUENPKTGOGD.356,356,POINT (16.355805027204905 48.188194518473544),Bacherpark,Z,Bacherpark,Bacherpark,1,0,
OEFFGRUENPKTGOGD.357,357,POINT (16.35527113403593 48.187963715531325),Bacherpark,Z,Bacherpark,Bacherpark,1,0,
OEFFGRUENPKTGOGD.358,358,POINT (16.35580048698325 48.18758593171646),Bacherpark,Z,Bacherpark,Bacherpark,1,0,
OEFFGRUENPKTGOGD.359,359,POINT (16.376554491085304 48.22220338099433),Augarten,Z,Augarten,Augarten,10,0,
OEFFGRUENPKTGOGD.360,360,POINT (16.37664613023598 48.22927580255961),Augarten,Z,Augarten,Augarten,10,0,
OEFFGRUENPKTGOGD.361,361,POINT (16.370948181666325 48.226670901846035),Augarten,Z,Augarten,Augarten,10,0,
OEFFGRUENPKTGOGD.362,362,POINT (16.375975659669884 48.23220416202084),Sachsenpark,Z,Sachsenpark,Sachsenpark,1,0,
