FID,OBJECTID,SHAPE,TEXT13ID,LAENGE,SE_ANNO_CAD_DATA
OEFFGRUENLINGOGD.178,178,"LINESTRING (16.411290759943167 48.30286599325824, 16.411248621120297 48.30290174832396)",Karl-Brunner*,5.057733,
OEFFGRUENLINGOGD.179,179,"LINESTRING (16.41640970171167 48.29525734099094, 16.416329845679805 48.29526373775515)",Heisspark,5.9678,
OEFFGRUENLINGOGD.180,180,"LINESTRING (16.384701517216474 48.275074602408885, 16.384762450122427 48.27509240897688)",Park Tomasch*,4.937374,
OEFFGRUENLINGOGD.181,181,"LINESTRING (16.377267961968943 48.26868552007688, 16.377188693885113 48.26872777458005)",Jedleseer Au*,7.530332,
OEFFGRUENLINGOGD.182,182,"LINESTRING (16.378876380501733 48.26484741287885, 16.378923148470825 48.26477828446745)",Jedleseer Au*,8.434675,
OEFFGRUENLINGOGD.183,183,"LINESTRING (16.384425281213666 48.27215506064084, 16.384438942755764 48.272122718486585)",Park Tomasch*,3.736593,
OEFFGRUENLINGOGD.184,184,"LINESTRING (16.38441575725332 48.27019959889693, 16.38438126329192 48.270122780121675)",Park Tomasch*,8.917548,
OEFFGRUENLINGOGD.185,185,"LINESTRING (16.384436462665985 48.272089846236845, 16.38442378233074 48.27211986416718)",Park Tomasch*,3.468079,
OEFFGRUENLINGOGD.186,186,"LINESTRING (16.388756937437986 48.260433723208436, 16.388626979018646 48.26038551675953)",Grete-und-Ot*,11.038307,
OEFFGRUENLINGOGD.187,187,"LINESTRING (16.389164364137663 48.26042332587954, 16.38925990173245 48.26039395612668)",Grete-und-Ot*,7.809306,
OEFFGRUENLINGOGD.188,188,"LINESTRING (16.398695747293804 48.264277234973235, 16.398773500633492 48.26426432617566)",Marie-Schull*,5.948514,
OEFFGRUENLINGOGD.189,189,"LINESTRING (16.3983146821358 48.26477800176721, 16.398343988617004 48.26484575151522)",Marie-Schull*,7.84145,
OEFFGRUENLINGOGD.190,190,"LINESTRING (16.443057115238442 48.263608310367076, 16.443068039933337 48.26364511791687)",Karl-Seidl-P*,4.17247,
OEFFGRUENLINGOGD.191,191,"LINESTRING (16.41190145023612 48.25084436372123, 16.411838645575436 48.25075872686717)",Freiligrathp*,10.603389,
OEFFGRUENLINGOGD.192,192,"LINESTRING (16.44792368049832 48.24886928416022, 16.44795517615518 48.24892402427952)",Kagraner Pla*,6.520858,
OEFFGRUENLINGOGD.193,193,"LINESTRING (16.44901245812618 48.248476797974135, 16.449013989224035 48.24842550153825)",Kagraner Pla*,5.705107,
OEFFGRUENLINGOGD.194,194,"LINESTRING (16.403699258816992 48.24032481139606, 16.403662766100116 48.240308109241134)",Donaupark,3.285847,
OEFFGRUENLINGOGD.195,195,"LINESTRING (16.385613514496598 48.225135694338675, 16.385662692783566 48.22516890911581)",Am Tabor,5.195419,
OEFFGRUENLINGOGD.196,196,"LINESTRING (16.386030322770996 48.2248520156201, 16.38601333240826 48.22479111149226)",Am Tabor,6.888937,
OEFFGRUENLINGOGD.197,197,"LINESTRING (16.460724468058373 48.23465071543967, 16.460671313993764 48.23469752568606)",Hirschst. Au*,6.533385,
OEFFGRUENLINGOGD.198,198,"LINESTRING (16.459671901164427 48.23401406577506, 16.459518311934218 48.23407268350562)",Hirschst. Au*,13.140371,
OEFFGRUENLINGOGD.199,199,"LINESTRING (16.369212826706132 48.20478125882924, 16.36913606594317 48.20464452071755)",Helmut-Zilk-*,16.239939,
OEFFGRUENLINGOGD.200,200,"LINESTRING (16.368619125820103 48.20505657945187, 16.36866843502842 48.20513382410101)",Helmut-Zilk-*,9.338545,
OEFFGRUENLINGOGD.201,201,"LINESTRING (16.43348700256395 48.25257792784289, 16.43345392616984 48.252585106286304)",Park RudolfK,2.582733,
OEFFGRUENLINGOGD.202,202,"LINESTRING (16.43358988886468 48.25305120545174, 16.43355106203437 48.253054787060485)",Park RudolfK,2.910672,
OEFFGRUENLINGOGD.203,203,"LINESTRING (16.433916750850734 48.252427312324656, 16.43387183140241 48.25243807932544)",Park RudolfK,3.544125,
OEFFGRUENLINGOGD.204,204,"LINESTRING (16.41571491985592 48.23239968456474, 16.41545238496855 48.232243203868485)",Kaisermühlen,26.137325,
OEFFGRUENLINGOGD.205,205,"LINESTRING (16.41059954260256 48.174892762077974, 16.41052585999438 48.174962110767474)",Park Drischü*,9.460103,
OEFFGRUENLINGOGD.206,206,"LINESTRING (16.41011747545074 48.17467892239306, 16.410054594866928 48.1747381032713)",Park Drischü*,8.073139,
OEFFGRUENLINGOGD.207,207,"LINESTRING (16.410864599056385 48.174647524362825, 16.41097957622629 48.174701893595)",Park Drischü*,10.472515,
OEFFGRUENLINGOGD.208,208,"LINESTRING (16.354769649985467 48.16775922754619, 16.354826224056744 48.16775899348972)",Wasser/spiel*,4.208274,
OEFFGRUENLINGOGD.209,209,"LINESTRING (16.35956962619733 48.154842437830055, 16.359629542548284 48.15482554070912)",Frödenplatz,4.837688,
OEFFGRUENLINGOGD.210,210,"LINESTRING (16.360196377570244 48.155923840046896, 16.36026938019589 48.1559027319003)",Frödenplatz,5.916899,
OEFFGRUENLINGOGD.211,211,"LINESTRING (16.35711849995592 48.15265455559374, 16.357109194835186 48.152573958763995)",Johann-Benda*,8.988615,
OEFFGRUENLINGOGD.212,212,"LINESTRING (16.428433229307633 48.16938550936261, 16.428420062213984 48.169370631636404)",Park Blériot*,1.922496,
OEFFGRUENLINGOGD.213,213,"LINESTRING (16.43158978889156 48.168214370134294, 16.43159920483489 48.16823960993267)",Park Blériot*,2.892605,
OEFFGRUENLINGOGD.214,214,"LINESTRING (16.43152129020249 48.16767148258138, 16.43151813582919 48.167660365957005)",Park Blériot*,1.258181,
OEFFGRUENLINGOGD.215,215,"LINESTRING (16.410627647235053 48.17364322793895, 16.4105779893031 48.17365879505222)",Herderpark,4.07884,
OEFFGRUENLINGOGD.216,216,"LINESTRING (16.456222156913395 48.15261890354864, 16.45615513246471 48.15263791791546)",Leberweg,5.416681,
OEFFGRUENLINGOGD.217,217,"LINESTRING (16.456642171296718 48.15164747593569, 16.456678773147257 48.151614997914386)",Leberweg,4.52318,
OEFFGRUENLINGOGD.218,218,"LINESTRING (16.455530423787152 48.1508932509472, 16.45544145859321 48.15079164660371)",Leberweg,13.094356,
OEFFGRUENLINGOGD.219,219,"LINESTRING (16.31423891232256 48.20679313596842, 16.31414693760995 48.20680683577805)",Rohrauerpark,7.003906,
OEFFGRUENLINGOGD.220,220,"LINESTRING (16.335821944846966 48.202419983803416, 16.33592892464481 48.202425247679294)",Märzpark,7.973711,
OEFFGRUENLINGOGD.221,221,"LINESTRING (16.330926927856364 48.19763063734915, 16.33089539459659 48.19761734669678)",Reithoferpark,2.771162,
OEFFGRUENLINGOGD.222,222,"LINESTRING (16.331645392463177 48.198246123503544, 16.331747022187606 48.19827466185508)",Reithoferpark,8.194501,
OEFFGRUENLINGOGD.223,223,"LINESTRING (16.328102334747033 48.189873698920444, 16.32800003068418 48.189855794421184)",Dadlerpark,7.862721,
OEFFGRUENLINGOGD.224,224,"LINESTRING (16.31764865489167 48.19008159005799, 16.317662547815818 48.19020339625703)",Auer-Welsbac*,13.58358,
OEFFGRUENLINGOGD.225,225,"LINESTRING (16.334317278251483 48.1878610038953, 16.33425791820702 48.18793771955306)",Sechshauser *,9.604604,
OEFFGRUENLINGOGD.226,226,"LINESTRING (16.334825431627138 48.18803068171622, 16.33476232779124 48.18811223593838)",Sechshauser *,10.210368,
OEFFGRUENLINGOGD.227,227,"LINESTRING (16.25681555467368 48.194406849568196, 16.25679936653252 48.19439211923919)",Max-Mell-Park,2.032558,
OEFFGRUENLINGOGD.228,228,"LINESTRING (16.25753291282725 48.194321802039916, 16.257539160293266 48.194329108785205)",Max-Mell-Park,0.935868,
OEFFGRUENLINGOGD.229,229,"LINESTRING (16.25737119269479 48.19418423040701, 16.257343590986395 48.19415581368434)",Max-Mell-Park,3.767669,
OEFFGRUENLINGOGD.230,230,"LINESTRING (16.301973169942958 48.18590114112761, 16.30205181210971 48.18590645691952)",Am Platz,5.877437,
OEFFGRUENLINGOGD.231,231,"LINESTRING (16.301594766338862 48.185954582007916, 16.301454469945796 48.186016221614786)",Am Platz,12.48222,
OEFFGRUENLINGOGD.232,232,"LINESTRING (16.30134051571772 48.18805442020492, 16.301256922018098 48.18806757358204)",Hans-Moser-P*,6.385325,
OEFFGRUENLINGOGD.233,233,"LINESTRING (16.30125982875423 48.18784446103648, 16.301256351637527 48.187791614087146)",Hans-Moser-P*,5.882002,
OEFFGRUENLINGOGD.234,234,"LINESTRING (16.301849868296507 48.18794483593869, 16.301892624631027 48.188029233731164)",Hans-Moser-P*,9.908473,
OEFFGRUENLINGOGD.235,235,"LINESTRING (16.281881159200978 48.17761916288217, 16.281930653412722 48.17702943200615)",Jesuitenkoll*,65.678251,
OEFFGRUENLINGOGD.236,236,"LINESTRING (16.282537493028116 48.1785916289243, 16.282085453693732 48.179169620729056)",Jesuitenkoll*,72.53074,
OEFFGRUENLINGOGD.237,237,"LINESTRING (16.29697739429038 48.17225895624844, 16.29690273017814 48.17205253882043)",Stranzenberg*,23.614783,
OEFFGRUENLINGOGD.238,238,"LINESTRING (16.298547057838128 48.17309599098678, 16.298685205078666 48.173046984189014)",Stranzenberg*,11.630455,
OEFFGRUENLINGOGD.239,239,"LINESTRING (16.29737365661738 48.174303901271564, 16.297436753887343 48.174346580975275)",Stranzenberg*,6.674185,
OEFFGRUENLINGOGD.240,240,"LINESTRING (16.296510746979486 48.17342809232782, 16.296271013662405 48.173280448659426)",Stranzenberg*,24.23727,
OEFFGRUENLINGOGD.241,241,"LINESTRING (16.296515516957026 48.17323973431749, 16.296316520722662 48.1732260859206)",Stranzenberg*,14.878124,
OEFFGRUENLINGOGD.242,242,"LINESTRING (16.40537866690104 48.27341348513652, 16.405304142855286 48.27328702984714)",Stadtwildnis*,15.110469,
OEFFGRUENLINGOGD.243,243,"LINESTRING (16.406431823420156 48.27499399596312, 16.406454473643947 48.27503316041939)",Stadtwildnis*,4.668236,
OEFFGRUENLINGOGD.244,244,"LINESTRING (16.305584973030985 48.22216339273857, 16.305453143213885 48.222154927547216)",osa-Luxembur*,9.840749,
OEFFGRUENLINGOGD.245,245,"LINESTRING (16.4765577706518 48.244403825240624, 16.476462760546966 48.244443803316535)",Badeteich Hi*,8.340171,
OEFFGRUENLINGOGD.246,246,"LINESTRING (16.479119648532837 48.24127977021789, 16.479242002403442 48.24123213959428)",Badeteich Hi*,10.518824,
OEFFGRUENLINGOGD.247,247,"LINESTRING (16.480509730203423 48.24285114677051, 16.480646550248217 48.24279632896968)",Badeteich Hi*,11.850268,
OEFFGRUENLINGOGD.248,248,"LINESTRING (16.479114246551877 48.24713684157321, 16.47902253971987 48.247175167397266)",Badeteich Hi*,8.034388,
OEFFGRUENLINGOGD.249,249,"LINESTRING (16.463647479434343 48.23253932097024, 16.46363265861016 48.23253152507496)",Hirschst. Au*,1.401342,
OEFFGRUENLINGOGD.250,250,"LINESTRING (16.352939402119365 48.21800342211526, 16.35296133006472 48.218137851368944)",Ehem. Allgem*,15.036496,
OEFFGRUENLINGOGD.251,251,"LINESTRING (16.357251896282815 48.230045085365255, 16.357329856659028 48.23005361804632)",Josef-Ludwig*,5.869161,
OEFFGRUENLINGOGD.252,252,"LINESTRING (16.30143894902644 48.198168803640556, 16.30144596244893 48.19822919594271)",Lotte-Lenya-*,6.735545,
OEFFGRUENLINGOGD.253,253,"LINESTRING (16.300755949841008 48.19817904336962, 16.30064892656374 48.19817098853363)",Lotte-Lenya-*,8.006345,
OEFFGRUENLINGOGD.254,254,"LINESTRING (16.26584736339056 48.18789470850633, 16.265815917111517 48.18785314516457)",Dechant-Kinz*,5.179442,
OEFFGRUENLINGOGD.255,255,"LINESTRING (16.26645065358237 48.188202266304266, 16.26650858128402 48.188181702415456)",Dechant-Kinz*,4.876502,
OEFFGRUENLINGOGD.256,256,"LINESTRING (16.32061210541521 48.21280077818034, 16.320550335346766 48.212799303082775)",Park Wichtel*,4.593596,
OEFFGRUENLINGOGD.257,257,"LINESTRING (16.352396525203538 48.229112758574004, 16.352401269873333 48.22902847774857)",Helene-Deuts*,9.378302,
OEFFGRUENLINGOGD.258,258,"LINESTRING (16.385902939365906 48.21704951866375, 16.386099005914655 48.21690443221125)",Rosa-Jochman*,21.738539,
OEFFGRUENLINGOGD.259,259,"LINESTRING (16.386394605897333 48.21721916909349, 16.386502646953502 48.21715304896471)",Rosa-Jochman*,10.886558,
OEFFGRUENLINGOGD.260,260,"LINESTRING (16.386018906214666 48.21736598539655, 16.386060400839487 48.21741641270361)",Rosa-Jochman*,6.399221,
OEFFGRUENLINGOGD.261,261,"LINESTRING (16.345730521175806 48.20043943406405, 16.345731278425006 48.20036740305068)",Dorothea-Nef*,8.009705,
OEFFGRUENLINGOGD.262,262,"LINESTRING (16.345574573315236 48.20873340445441, 16.34569901677802 48.208762079613194)",Tigerpark,9.783378,
OEFFGRUENLINGOGD.263,263,"LINESTRING (16.3434053754774 48.21723917031072, 16.343390269671925 48.217206615127054)",Gabriele-Pos*,3.790047,
OEFFGRUENLINGOGD.264,264,"LINESTRING (16.343192397965616 48.21685896179197, 16.343121992428422 48.21687560259658)",Heinz-Heger-*,5.549599,
OEFFGRUENLINGOGD.265,265,"LINESTRING (16.34353279205715 48.2167780637264, 16.343648872217088 48.216782660613774)",Heinz-Heger-*,8.641381,
OEFFGRUENLINGOGD.266,266,"LINESTRING (16.42114183689007 48.25935283884793, 16.420660062433242 48.25934999100205)",Hans-Hirsch-*,35.773773,
OEFFGRUENLINGOGD.267,267,"LINESTRING (16.4240345168981 48.25899703173889, 16.424075107443848 48.25901679358408)",Hans-Hirsch-*,3.729945,
OEFFGRUENLINGOGD.268,268,"LINESTRING (16.427172650772825 48.25201813992354, 16.427251406838426 48.25217770427347)",Nordmanngasse,18.682042,
OEFFGRUENLINGOGD.269,269,"LINESTRING (16.427785758913615 48.25170833353255, 16.42798896898448 48.251704939112095)",Nordmanngasse,15.095579,
OEFFGRUENLINGOGD.270,270,"LINESTRING (16.427758513265108 48.25192126533531, 16.427816131687184 48.25200374193734)",Nordmanngasse,10.120159,
OEFFGRUENLINGOGD.271,271,"LINESTRING (16.41711774460698 48.26137731321043, 16.41707160633448 48.26136803607667)",Friessneggpa*,3.577642,
OEFFGRUENLINGOGD.272,272,"LINESTRING (16.418761737397574 48.26109494998871, 16.41880439790353 48.26101808049508)",Friessneggpa*,9.115634,
OEFFGRUENLINGOGD.273,273,"LINESTRING (16.298480050632538 48.22410221463781, 16.29850327608909 48.224155501256824)",Rosenackerst*,6.171432,
OEFFGRUENLINGOGD.274,274,"LINESTRING (16.330686966063748 48.22330574020769, 16.330753540279787 48.22337193290257)",Diepoldpark,8.868167,
OEFFGRUENLINGOGD.275,275,"LINESTRING (16.473082658606817 48.19043371850842, 16.47267898321472 48.190153619890744)",Lobau,43.25364,
OEFFGRUENLINGOGD.276,276,"LINESTRING (16.480518833782686 48.18489154056288, 16.480459374755046 48.184850304929824)",Lobau,6.369628,
OEFFGRUENLINGOGD.277,277,"LINESTRING (16.48862943561193 48.179618941379616, 16.488590553969587 48.17959221655152)",Lobau,4.146275,
OEFFGRUENLINGOGD.278,278,"LINESTRING (16.51168719496339 48.16944308699973, 16.511658680102258 48.16941720304772)",Lobau,3.575245,
OEFFGRUENLINGOGD.279,279,"LINESTRING (16.492098750503377 48.177409636124516, 16.492105103281016 48.1773801926636)",Lobau,3.307879,
OEFFGRUENLINGOGD.280,280,"LINESTRING (16.417362778851402 48.20776257916891, 16.417420778251316 48.207805543513615)",Prater,6.434861,
OEFFGRUENLINGOGD.281,281,"LINESTRING (16.433526849008704 48.200847199618, 16.433307762028964 48.200893167695504)",Prater,17.069323,
OEFFGRUENLINGOGD.282,282,"LINESTRING (16.44144633534472 48.19938003541559, 16.44151188141413 48.19944797732985)",Prater,8.989843,
OEFFGRUENLINGOGD.283,283,"LINESTRING (16.44396779395374 48.1966814870491, 16.443859722418534 48.196739526213925)",Prater,10.305299,
OEFFGRUENLINGOGD.284,284,"LINESTRING (16.450121105467584 48.19282269941377, 16.45014506332596 48.19286394454757)",Prater,4.92001,
OEFFGRUENLINGOGD.285,285,"LINESTRING (16.45547170884866 48.18982128920014, 16.455588916610566 48.189853765065884)",Prater,9.433193,
OEFFGRUENLINGOGD.286,286,"LINESTRING (16.437910801634448 48.197217042466605, 16.43820091864417 48.19713474282845)",Prater,23.428859,
OEFFGRUENLINGOGD.287,287,"LINESTRING (16.431642674825653 48.188228314475055, 16.431728606576527 48.18820146660752)",Prater,7.052421,
OEFFGRUENLINGOGD.288,288,"LINESTRING (16.427486806427574 48.18841382998772, 16.427408530130407 48.188294656654485)",Prater,14.473294,
OEFFGRUENLINGOGD.289,289,"LINESTRING (16.405802492624204 48.202316065065126, 16.405745545995742 48.20222919843626)",Prater,10.546008,
OEFFGRUENLINGOGD.290,290,"LINESTRING (16.406207784809943 48.20336436728593, 16.406141608940857 48.20328150217283)",Prater,10.445019,
OEFFGRUENLINGOGD.291,291,"LINESTRING (16.432224206158693 48.1874575843898, 16.431952215339976 48.187537200074885)",Prater,22.076724,
OEFFGRUENLINGOGD.292,292,"LINESTRING (16.400866329494228 48.2061745592795, 16.40082832482789 48.20609006818237)",Prater,9.810507,
OEFFGRUENLINGOGD.293,293,"LINESTRING (16.282270125881308 48.21966647295655, 16.282295016728074 48.219595695839445)",WienerwaldNW,8.084531,
OEFFGRUENLINGOGD.294,294,"LINESTRING (16.34619713206268 48.28316279944779, 16.346169926037476 48.283173509881195)",WienerwaldNW,2.344214,
OEFFGRUENLINGOGD.295,295,"LINESTRING (16.32758890970789 48.26605019774114, 16.327503340446867 48.26592851585518)",WienerwaldNW,14.947753,
OEFFGRUENLINGOGD.296,296,"LINESTRING (16.288946027409406 48.25812609139613, 16.288992929624136 48.258354570385656)",WienerwaldNW,25.643626,
OEFFGRUENLINGOGD.297,297,"LINESTRING (16.259443068298577 48.21771563145956, 16.259496730490326 48.21770914626009)",Satzberg,4.052399,
OEFFGRUENLINGOGD.298,298,"LINESTRING (16.3749115467991 48.21266507397222, 16.37498741349349 48.21272406508364)",Morzinplatz,8.649758,
OEFFGRUENLINGOGD.299,299,"LINESTRING (16.374646598960535 48.213001463706654, 16.374793532299798 48.21302718331594)",Morzinplatz,11.288134,
OEFFGRUENLINGOGD.300,300,"LINESTRING (16.37514669890293 48.21243578891518, 16.375290972575772 48.21255022642156)",Morzinplatz,16.640056,
OEFFGRUENLINGOGD.301,301,"LINESTRING (16.306300756910066 48.16876969889071, 16.306278049326867 48.168740500057204)",Karl-Voitl-P*,3.65982,
OEFFGRUENLINGOGD.302,302,"LINESTRING (16.30624530106178 48.168972344468365, 16.306302512603487 48.16897674619157)",Karl-Voitl-P*,4.283565,
OEFFGRUENLINGOGD.303,303,"LINESTRING (16.29296452180079 48.14768178937583, 16.292930966742542 48.14760039756711)",Bruno-Morpur*,9.388429,
OEFFGRUENLINGOGD.304,304,"LINESTRING (16.291339749732018 48.147979708560435, 16.291306984233685 48.147900227659164)",Bruno-Morpur*,9.16797,
OEFFGRUENLINGOGD.305,305,"LINESTRING (16.289491157168044 48.14804021334413, 16.289346940299268 48.14809068532853)",Mayer-von-Ro*,12.110405,
OEFFGRUENLINGOGD.306,306,"LINESTRING (16.341096753385855 48.25306237858262, 16.34106429952155 48.25301619050759)",Wilfanpark,5.673286,
OEFFGRUENLINGOGD.307,307,"LINESTRING (16.340907054059 48.25372507974596, 16.34085454203266 48.25372347488428)",Wilfanpark,3.903592,
OEFFGRUENLINGOGD.308,308,"LINESTRING (16.332107219916917 48.210492380727956, 16.332062370370974 48.210441565052285)",Leon-Askin-P*,6.560395,
OEFFGRUENLINGOGD.309,309,"LINESTRING (16.332159257544717 48.210591972903565, 16.332182381115693 48.21064804971672)",Leon-Askin-P*,6.467985,
OEFFGRUENLINGOGD.310,310,"LINESTRING (16.343628459397888 48.19360133750919, 16.34358713077467 48.19356145088684)",Vinzenz-von-*,5.39556,
OEFFGRUENLINGOGD.311,311,"LINESTRING (16.332617379180316 48.18945279492305, 16.33259465524604 48.18950863935613)",Herklotzpark,6.435379,
OEFFGRUENLINGOGD.312,312,"LINESTRING (16.33915069408642 48.189523681741406, 16.339031302508463 48.18951451812202)",Fritz-Imhoff*,8.935329,
OEFFGRUENLINGOGD.313,313,"LINESTRING (16.32786050365876 48.18009043794434, 16.32787429726851 48.18001646968123)",Christine-Bu*,8.288609,
OEFFGRUENLINGOGD.314,314,"LINESTRING (16.328500964378197 48.180843782742215, 16.32850200504705 48.18078067378773)",Christine-Bu*,7.017819,
OEFFGRUENLINGOGD.315,315,"LINESTRING (16.328031625021033 48.180831476106356, 16.328034913088533 48.18086452552015)",Christine-Bu*,3.683051,
OEFFGRUENLINGOGD.316,316,"LINESTRING (16.338412963247094 48.14993708484393, 16.338368047157633 48.149911316445156)",Draschepark,4.402289,
OEFFGRUENLINGOGD.317,317,"LINESTRING (16.34175406681882 48.14886043199541, 16.341646651825293 48.14886426660652)",Draschepark,8.004234,
OEFFGRUENLINGOGD.318,318,"LINESTRING (16.30645534936513 48.121023546788706, 16.30643286391546 48.121013544926626)",Kellerberg L*,2.009822,
OEFFGRUENLINGOGD.319,319,"LINESTRING (16.325517791389945 48.16304646396018, 16.325471765481918 48.16298731113978)",Miep-Gies-Pa*,7.415267,
OEFFGRUENLINGOGD.320,320,"LINESTRING (16.32757219245312 48.164854355607154, 16.32752167135455 48.16487565866499)",Miep-Gies-Pa*,4.4424,
OEFFGRUENLINGOGD.321,321,"LINESTRING (16.360536366963785 48.186696090358424, 16.360574747520694 48.18671413335047)",Zentapark,3.488496,
OEFFGRUENLINGOGD.322,322,"LINESTRING (16.360671500359906 48.1864470844505, 16.36060831113275 48.1864176317088)",Zentapark,5.727299,
OEFFGRUENLINGOGD.323,323,"LINESTRING (16.360458553732542 48.1863841692842, 16.36056569235495 48.1862880117563)",Zentaplatz,13.333754,
OEFFGRUENLINGOGD.324,324,"LINESTRING (16.3603659451067 48.18629927230805, 16.360445317441584 48.18622803645279)",Zentaplatz,9.87804,
OEFFGRUENLINGOGD.325,325,"LINESTRING (16.35483129785375 48.193101634903094, 16.354931945732154 48.1931046086573)",Ernst-Arnold*,7.490184,
