FID,OBJECTID,SHAPE,ANGEBOT,OEFFNUNGSZEITEN,STANDORT,BEZIRK,WASSER,WEBLINK1,SE_ANNO_CAD_DATA
SPIELPLATZOGD.157426,157426,POINT (16.391256250192143 48.2894900481576),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Skaterpark",0:00-24:00,Parkanlage M¸hlweg,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157427,157427,POINT (16.445417196115702 48.269530538663034),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Dopschstraﬂe,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157429,157429,POINT (16.44524072418697 48.27180267233758),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Parkanlage Else-Feldmann-Promenade,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157430,157430,POINT (16.39908664098928 48.26161054904832),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Paul-Hock-Park,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157431,157431,POINT (16.39230954640621 48.259186220947555),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Schwaigergasse,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157435,157435,POINT (16.45522049240977 48.26799291471432),"Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Seyringer Straﬂe,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157436,157436,POINT (16.40580751292212 48.27451316691661),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Thomagasse,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157438,157438,POINT (16.475707508107185 48.21250990268256),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz",0:00-24:00,Parkanlage Am M¸llnermais,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157439,157439,POINT (16.49102122635363 48.225710996063285),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage An den alten Schanzen,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157440,157440,POINT (16.482504668737555 48.21723629935525),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Astrid-Lindgren-Park,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157441,157441,POINT (16.478748821354888 48.243893254739135),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Tischtennisplatz",0:00-24:00,Teich Hirschstetten,22,Trinkbrunnen+Tr‰nke mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157442,157442,POINT (16.4411954719225 48.240920742283016),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Parkanlage Bernoullistraﬂe,22,Trinkbrunnen+Tr‰nke mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157443,157443,POINT (16.525707236426086 48.21456948834953),Kinder- Jugendspielplatz,0:00-24:00,Bill-Grah-Park,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157445,157445,POINT (16.44264538910051 48.16133650489378),"Kleinkinder- Kinder- Jugendspielplatz,<br>Wasserspielplatz",0:00-24:00,Schloﬂ Neugeb‰ude - Unterer Garten,11,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157448,157448,POINT (16.389209476735093 48.25643791543851),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Sand- und Matschbereich",0:00-24:00,Floridsdorfer Aupark,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157449,157449,POINT (16.38892172202869 48.26669718211752),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Franz-Polly-Park,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157451,157451,POINT (16.411323422881047 48.25141166923257),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Sand- und Matschbereich",0:00-24:00,Freiligrathpark,21,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157453,157453,POINT (16.45868271265776 48.28148184063079),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Gerlosplatz,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157458,157458,POINT (16.422427907481143 48.25898534200118),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Hans-Hirsch-Park,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157459,157459,POINT (16.392618298382775 48.263059332217935),"Kleinkinder- Kinder- Jugendspielplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Hans-Smital-Park,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157460,157460,POINT (16.405414714085808 48.27665619271638),"Kleinkinder- Kinder- Jugendspielplatz,<br>Generationenspielplatz,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Sandspielplatz",0:00-24:00,Parkanlage Haspingerplatz,21,"Trinkbrunnen mit Tr‰nke, Spielbrunnen - Springbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157461,157461,POINT (16.389229234234676 48.29532930260462),Kinder- Jugendspielplatz,0:00-24:00,Helma-Pavlis-Park,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157462,157462,POINT (16.450573095960394 48.2868058955667),Fuﬂballplatz,0:00-24:00,Parkanlage Illgasse,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157466,157466,POINT (16.443972776250437 48.28619509899078),"Kinder- Jugendspielplatz,<br>Seilbahn",0:00-24:00,Josef-Grˆssing-Park,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157467,157467,POINT (16.40743389034018 48.25528697255091),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz",0:00-24:00,Joseph-Samuel-Bloch-Park,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157468,157468,POINT (16.411218502935377 48.30262164234767),Kinder- Jugendspielplatz,0:00-24:00,Karl-Brunner-Park,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157475,157475,POINT (16.44551061130353 48.26833093166558),"Tischtennisplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Langfeldgasse,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157476,157476,POINT (16.38187542010745 48.23968026439447),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich",5:00-22:00,Parkanlage Durchlaufstraﬂe,20,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157477,157477,POINT (16.37422438239563 48.24411184181265),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Forsthauspark,20,Pumpbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157478,157478,POINT (16.381203696607432 48.24499857781113),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Parkanlage Friedrich-Engels-Platz,20,"Pumpbrunnen, Hundetrinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157479,157479,POINT (16.369319295232515 48.22631551053149),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Basketballplatz",6:00-22:00,Parkanlage Gauﬂplatz,20,"Trinkbrunnen, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157480,157480,POINT (16.368142860643367 48.23450667115133),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",6:00-22:00,Hugo-Gottschlich-Park,20,"Trinkbrunnen, Pumpbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157481,157481,POINT (16.373769515832322 48.23428776978774),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Basketballplatz",6:00-22:00,Jakob-Winter-Park,20,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157482,157482,POINT (16.37727297073182 48.24649186590679),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Kapaunplatz,20,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157483,157483,POINT (16.368346693435285 48.240146292194325),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Parkanlage Spielmanngasse,20,Pumpbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157484,157484,POINT (16.367458454110167 48.23562936705189),"Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Leipziger Platz,20,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157486,157486,POINT (16.38650950714525 48.23422905535062),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Basketballplatz",Park 5:00-22:00,Mortarapark,20,"Spielbrunnen, 2 Trinkbrunnen mit Tr‰nke",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157487,157487,POINT (16.377024882245923 48.23724046590518),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Sandspielplatz",0:00-24:00,Parkanlage Leithastraﬂe,20,Pumpbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157488,157488,POINT (16.376347509374156 48.23206389940018),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Seilbahn,<br>Basketballplatz",6:00-22:00,Sachsenpark,20,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157489,157489,POINT (16.378392815258564 48.239924432935155),"Kleinkinderspielplatz,<br>Basketballplatz",0:00-24:00,Parkanlage Stromstraﬂe,20,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157490,157490,POINT (16.4545246048962 48.27012471210825),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Kurze Zwerch‰cker,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157493,157493,POINT (16.402387918297297 48.25095534012349),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage An der oberen Alten Donau,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157495,157495,POINT (16.39970613651759 48.255007135622215),Skaterpark,0:00-24:00,Parkanlage Bodenstedtgasse,21,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157496,157496,POINT (16.421891602301123 48.280286377668226),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Carabelligasse,21,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157497,157497,POINT (16.393826309731775 48.27294283180857),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz",0:00-24:00,Denglerpark,21,2 Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157499,157499,POINT (16.438112737687813 48.269785108318096),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Wasserspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Parkanlage Dominik-Wˆlfel-Gasse,21,ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157501,157501,POINT (16.333917494810628 48.23970676709978),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Sandspielplatz",0:00-24:00,Hugo-Wolf-Park,19,2 Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157502,157502,POINT (16.346106388925634 48.249848359332034),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Hungerbergstraﬂe,19,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157503,157503,POINT (16.337263502730334 48.24302311131844),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage In der Krim,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157504,157504,POINT (16.345271040661352 48.242032749018705),Kinder- Jugendspielplatz,0:00-24:00,Karl-Fellinger-Park,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157505,157505,POINT (16.35795676845448 48.2472569284585),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Klabundgasse,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157506,157506,POINT (16.317856953757946 48.24530229520687),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Kranlweg,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157507,157507,POINT (16.366766539639666 48.25391131441598),"Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz",7:00-21:00,Hilde-Spiel-Park,19,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157508,157508,POINT (16.349612020545436 48.282182997027704),"Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Kuchelau,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157516,157516,POINT (16.325693403835988 48.244209630944866),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",7:00-21:00,Raimund-Zoder-Park,19,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157518,157518,POINT (16.348809327614138 48.2457213530973),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Saarpark,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157522,157522,POINT (16.36209923151308 48.25652245567605),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Steinb¸chlweg,19,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157523,157523,POINT (16.34420167958013 48.24533669483215),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Strauﬂ-Lanner-Park,19,Trinkbrunnen mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157524,157524,POINT (16.359133560103373 48.24010409831729),Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Weilgasse,19,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157525,157525,POINT (16.358384151415414 48.24333252887993),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Wertheimsteinpark,19,"Trinkbrunnen+Tr‰nke, Zierbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157526,157526,POINT (16.38540112883127 48.23832221150166),"Tischtennisplatz,<br>Sandspielplatz",0:00-24:00,Allerheiligenpark,20,"3 Trinkbrunnen+Tr‰nke und Auffangschale, Pumpbrunnen, Hundetrinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157527,157527,POINT (16.3641724193734 48.234714780440314),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz",0:00-24:00,Anton-Kummerer-Park,20,Trinkbrunnen+Tr‰nke mit Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157528,157528,POINT (16.36339446647049 48.23062138399379),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich",0:00-24:00,Treppelweg - Brigittenauer L‰nde,20,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157530,157530,POINT (16.334617147365798 48.218801417927125),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Pezzlpark,17,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157532,157532,POINT (16.324584615334842 48.23416254921055),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Albert-Dub-Park,18,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157533,157533,POINT (16.342468661727377 48.22083878907315),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",Ballspielplatz 7:00-19:00,Anton-Baumann-Park,18,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157534,157534,POINT (16.335083020336754 48.22672874432064),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Basketballplatz","Okt.-April 7:00-19:00, Mai-Sept. 7:00-21:00",Ebner-Eschenbach-Park,18,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157535,157535,POINT (16.318974924424328 48.23714468668556),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Hockegasse,18,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157536,157536,POINT (16.33674677810517 48.22351693522028),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Johann-Nepomuk-Vogl-Platz,18,Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157538,157538,POINT (16.31806281656339 48.23145568751843),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Basketballplatz",0:00-24:00,Leopold-Rosenmayr-Park,18,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157540,157540,POINT (16.308632354533177 48.23459033172547),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Naaffgasse,18,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157542,157542,POINT (16.29852179685238 48.245932949060894),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Pˆtzleinsdorfer Hˆhe,18,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157543,157543,POINT (16.338941404048263 48.226758479372485),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Basketballplatz,<br>Sandspielplatz",6:00-22:00,Schubertpark,18,"Trinkbrunnen, Trinkbrunnen+Tr‰nke",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157545,157545,POINT (16.33321031467754 48.23545485886069),"Kleinkinder- Kinder- Jugendspielplatz,<br>Fuﬂballplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Sand- und Matschbereich,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,T¸rkenschanzpark,18,"Trinkbrunnen, 2 Trinkbrunnen mit Auffangschale, Pumpbrunnen, Zierbrunnen, 3 Trinkbrunnen+Tr‰nke",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157547,157547,POINT (16.374476512140493 48.215748136542295),Kleinkinderspielplatz,0:00-24:00,Vorkai - Schiffamtsufer,2,Trinkbrunnen neben Spielplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157548,157548,POINT (16.360767749543815 48.1449011468632),Fuﬂballplatz,0:00-24:00,Parkanlage Kolbegasse,23,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157554,157554,POINT (16.41854997958939 48.231893276279834),Kleinkinder- Kinder- Jugendspielplatz,0:00-24:00,Parkanlage Am Kaiserwasser,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157559,157559,POINT (16.401287187088982 48.19293443744126),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sandspielplatz",0:00-24:00,Pauluspark,3,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157564,157564,POINT (16.358292742807876 48.15485895808018),Kinder- Jugendspielplatz,0:00-24:00,Gr¸nanlage Frˆdenplatz,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157565,157565,POINT (16.357627257414446 48.16528332324834),Sandspielplatz,0:00-24:00,Gr¸nanlage Stefan-Fadinger-Platz,10,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157566,157566,POINT (16.296986518435624 48.16843148989319),"Kleinkinderspielplatz,<br>Sandspielplatz",0:00-24:00,Gr¸nanlage Defreggerstraﬂe,12,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157569,157569,POINT (16.298668533690954 48.19669000179533),"Kleinkinderspielplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Gr¸nanlage Rottstraﬂe,14,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157571,157571,POINT (16.470252537376652 48.227513690300604),Kinder- Jugendspielplatz,0:00-24:00,Gr¸nanlage Zschokkegasse,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157572,157572,POINT (16.40461187660039 48.22449957562484),"Kleinkinderspielplatz,<br>Fuﬂballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Mexikopark,2,Trinkbrunnen+Tr‰nke und Auffangschale,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157573,157573,POINT (16.351483183269547 48.16980563527183),"Kleinkinder- Kinder- Jugendspielplatz,<br>Volleyballplatz,<br>Wasserspielplatz,<br>Sand- und Matschbereich",Mai-September 8:00-Dunkelheit,Wasserspielplatz Wasserturm,10,"Trinkbrunnen, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157576,157576,POINT (16.422758439451805 48.275658723535905),Fuﬂballplatz,0:00-24:00,Parkanlage Pfendlergasse,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157577,157577,POINT (16.455981587898318 48.276918207505226),Fuﬂballplatz,0:00-24:00,Parkanlage Ernst-Kein-Gasse,21,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157578,157578,POINT (16.38249171406013 48.27781251288425),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Schlossergasse,21,"Spielbrunnen, Trinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157580,157580,POINT (16.292199105408944 48.148091679434415),Kinder- Jugendspielplatz,0:00-24:00,Bruno-Morpurgo-Park,23,Trinkbrunnen+Tr‰nke,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157582,157582,POINT (16.391805693533634 48.26087524566969),"Kleinkinder- Kinder- Jugendspielplatz,<br>Seilbahn,<br>Sand- und Matschbereich,<br>Basketballplatz",0:00-24:00,Parkanlage Tetmajergasse,21,"Spielbrunnen, Trinkbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157584,157584,POINT (16.413131976080745 48.27502489359319),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",0:00-24:00,Parkanlage Wankel‰ckergasse,21,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157586,157586,POINT (16.412062459186842 48.23997947038766),"Kleinkinder- Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Skaterpark,<br>Rodelh¸gel,<br>Sand- und Matschbereich,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Donaupark,22,"3 Zierbrunnen, 5 Trinkbrunnen, Spielbrunnen",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157589,157589,POINT (16.438549416024184 48.24710194773969),"Kleinkinder- Kinder- Jugendspielplatz,<br>Generationenspielplatz,<br>Volleyballplatz,<br>Tischtennisplatz,<br>Basketballplatz,<br>Sandspielplatz",0:00-24:00,Parkanlage Meiﬂnergasse,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157592,157592,POINT (16.48084232392737 48.23736888081845),Basketballplatz,0:00-24:00,Parkanlage Quadenstraﬂe,22,Nein,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157593,157593,POINT (16.436263410580057 48.23097879087227),"Kinder- Jugendspielplatz,<br>Tischtennisplatz,<br>Seilbahn,<br>Sandspielplatz",0:00-24:00,Lagerwiese Rehlacke,22,2 Trinkbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157595,157595,POINT (16.424659374444467 48.22597545850935),"Kleinkinder- Kinder- Jugendspielplatz,<br>Sand- und Matschbereich,<br>Sandspielplatz",0:00-24:00,Parkanlage Sch¸ttauplatz,22,Spielbrunnen,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPIELPLATZOGD.157597,157597,POINT (16.475720513581983 48.214298774359584),"Kinder- Jugendspielplatz,<br>Fuﬂballplatz",8:00-20:00,Trygve-Lie-Park,22,Ja,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
