FID,SHAPE,MERKMAL,SUBMERKMAL,SE_SDO_ROWID,SE_ANNO_CAD_DATA
RADWEGEOGD.16056515,"LINESTRING (16.466493349666674 48.2017049133189, 16.466653872027084 48.201595769592046, 16.467038041233597 48.201316903373375, 16.467357669877465 48.20108881319636, 16.4674062389988 48.20105415191683, 16.467716959303882 48.20083148480861, 16.46794763344442 48.20066052963073, 16.468104044090037 48.20052428309646, 16.468144673412485 48.200488893179305, 16.46826838158977 48.20036878180002, 16.468291475336187 48.20034636219149, 16.468308377959065 48.20032798764377, 16.46839243488236 48.200236645990366, 16.468438098592745 48.200187013949524, 16.46853546222895 48.20007070975061, 16.46863500183502 48.19991159536223, 16.468744985637354 48.19973394285215, 16.468757175709037 48.1997140448328, 16.468849471460867 48.19956331127254, 16.468932595218806 48.199455296909626, 16.468965624407485 48.19941536492401, 16.469008121119472 48.199364000624556, 16.46902686843989 48.19934133408134, 16.4691447734078 48.199210616477934, 16.46916410692158 48.19919098893249, 16.46921400359986 48.19914029946919, 16.46927458132375 48.199074147300266, 16.469335534519306 48.199007598962794)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16056515,
RADWEGEOGD.16056516,"LINESTRING (16.375927445964045 48.23864113252061, 16.375973200445937 48.238670533169426, 16.37620536831654 48.23878587913807, 16.376522265952318 48.238930611368176, 16.37659513521864 48.238978114382434, 16.376771380086538 48.239056139437615, 16.376822218838072 48.23907874813366, 16.376839162715235 48.23908893133905)",Getrennte Führung,baulicher Radweg,16056516,
RADWEGEOGD.16056517,"LINESTRING (16.390438367982043 48.18823787836732, 16.390678044097513 48.18823683842888, 16.390720437264108 48.188238212224284, 16.390813839426972 48.188248815728734)",Getrennte Führung,getrennter Geh- und Radweg,16056517,
RADWEGEOGD.16056518,"LINESTRING (16.25103993158923 48.22071302470811, 16.250731263417922 48.220423567080296, 16.25040971673899 48.22015213929487, 16.25012760185115 48.219914005771166, 16.24980696574038 48.21960901448015, 16.24971421790958 48.21952079391051, 16.249334550756785 48.219183309611545, 16.249244927417116 48.21910255533699)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16056518,
RADWEGEOGD.16056519,"LINESTRING (16.361235388114824 48.20253115143014, 16.361256327691528 48.20251776498062, 16.361371669925525 48.20243022694204)",Markierte Anlagen,Radfahrerüberfahrt,16056519,
RADWEGEOGD.16056520,"LINESTRING (16.392930109082013 48.28410137962094, 16.39302953588055 48.284052911775404, 16.39313722852629 48.28401010536731, 16.393327908671395 48.28394294931789, 16.39363648307471 48.283847558724034, 16.393921792680988 48.28376967050968, 16.39423911827252 48.28369370789175, 16.394495330620963 48.28363526697188, 16.39472144955114 48.28359595108806, 16.39492768670428 48.283550493687656, 16.395151862813353 48.283497904196274, 16.395358576030596 48.283456978279496, 16.39564333575633 48.28338540819281, 16.395793071160526 48.28332564356729, 16.395869051728102 48.28330271673383, 16.395930449649665 48.28328821494782, 16.395978399367234 48.2832843409411, 16.396004676614627 48.283286728391566)",Getrennte Führung,Verkehrsberuhigte Bereiche,16056520,
RADWEGEOGD.16056521,"LINESTRING (16.40879169840179 48.17883351566883, 16.408787743145737 48.178841657038944, 16.408751698263096 48.17888372316057, 16.408691008041266 48.17894662415877, 16.40861232520905 48.179028062522804, 16.408547607724547 48.1790960021907, 16.40843780808365 48.17923438715479, 16.408395429252337 48.17931472331384, 16.408362272442048 48.17935512374602, 16.408317035432983 48.17941117997067, 16.408275015714025 48.17946021944199, 16.40819619192179 48.17953806031327, 16.40811120652509 48.179633171979084, 16.408005796867368 48.17973926809748, 16.40791180611517 48.17983780267318, 16.40782552631605 48.1799311432671, 16.40735447984804 48.18035852449731, 16.407314726456068 48.18039458498534, 16.407161791420048 48.18055898583925, 16.40702026998353 48.180712137913375, 16.40687054763383 48.18086727337003, 16.406747823793825 48.18100089823067, 16.406717613975058 48.1810347313132, 16.40671253454741 48.181056947689434)",Getrennte Führung,getrennter Geh- und Radweg,16056521,
RADWEGEOGD.16056522,"LINESTRING (16.358079678467046 48.16317371418455, 16.358185123352126 48.16311399675175, 16.358282454546163 48.16306784260886, 16.358452804319 48.16301895821666, 16.358639388776137 48.162961922499996, 16.358813798702215 48.16291575273502, 16.35896793927957 48.16290486726029, 16.359032197088858 48.16291059212507)",Getrennte Führung,Verkehrsberuhigte Bereiche,16056522,
RADWEGEOGD.16056523,"LINESTRING (16.336736680898348 48.20612395040993, 16.33672858065331 48.206044954361445, 16.336726561904044 48.205993333517334, 16.336734498520364 48.2059089774365, 16.336780990067634 48.20557906230896, 16.336809228077183 48.20549268262051)",Getrennte Führung,getrennter Geh- und Radweg,16056523,
RADWEGEOGD.16056524,"LINESTRING (16.330001919519095 48.20261841239019, 16.329892938646825 48.20260886483354, 16.32974806437142 48.202608245444694)",Getrennte Führung,gemischter Geh- und Radweg,16056524,
RADWEGEOGD.16056525,"LINESTRING (16.407466703902415 48.17499082119562, 16.40744488904384 48.174909041320696, 16.407418539825994 48.174737718663735, 16.40738915302458 48.17462523159375)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16056525,
RADWEGEOGD.16056874,"LINESTRING (16.376554921123617 48.212365680799444, 16.376653487985838 48.212321705400655, 16.376726845497735 48.212268709695195, 16.376775890386416 48.212251515376884)",Markierte Anlagen,Radfahrerüberfahrt,16056874,
RADWEGEOGD.16056875,"LINESTRING (16.39869757550854 48.254850031412474, 16.39865156345029 48.25472038490035, 16.398600741021006 48.25457719736818, 16.39847406499455 48.25423725489685, 16.398347515958054 48.2540115516175, 16.398159779410197 48.25369884597686, 16.397916109490623 48.25329934167586)",Getrennte Führung,gemischter Geh- und Radweg,16056875,
RADWEGEOGD.16056876,"LINESTRING (16.327221753652147 48.24480546271696, 16.327571164947916 48.245654070722885)",Getrennte Führung,gemischter Geh- und Radweg,16056876,
RADWEGEOGD.16056877,"LINESTRING (16.356319421500498 48.15569112935305, 16.356836985678385 48.15553852024625, 16.357948633905153 48.15519882729858, 16.35798357150582 48.15518070821196, 16.35800057430316 48.155150505598506, 16.358015884596284 48.155122686519746, 16.358035561622938 48.15509157507048, 16.35805688508841 48.15507619251519, 16.358087510764186 48.155064117692966, 16.35812393005835 48.15505388536873)",Getrennte Führung,getrennter Geh- und Radweg,16056877,
RADWEGEOGD.16056878,"LINESTRING (16.41577739011044 48.289269275024296, 16.415841976562326 48.28938021346591)",Markierte Anlagen,Radfahrerüberfahrt,16056878,
RADWEGEOGD.16056879,"LINESTRING (16.388856860858713 48.21718215037602, 16.388793217422048 48.21714953440663)",Markierte Anlagen,Radfahrerüberfahrt,16056879,
RADWEGEOGD.16056880,"LINESTRING (16.274730532717378 48.15852222256401, 16.274729029266872 48.15852055800957, 16.274582337685086 48.15835666749687, 16.27404154194553 48.15775196721831)",Markierte Anlagen,Radfahren gegen die Einbahn,16056880,
RADWEGEOGD.16056881,"LINESTRING (16.470390127788765 48.218561345492816, 16.47039060260347 48.218588522276775)",Getrennte Führung,baulicher Radweg,16056881,
RADWEGEOGD.16056882,"LINESTRING (16.35328246786952 48.22461543391597, 16.352611260809322 48.224710814988654)",Getrennte Führung,baulicher Radweg,16056882,
RADWEGEOGD.16056883,"LINESTRING (16.335690719363633 48.17272935209439, 16.335724924372084 48.172619310999764, 16.336209695013228 48.17115778491472)",Markierte Anlagen,Radfahren gegen die Einbahn,16056883,
RADWEGEOGD.16056884,"LINESTRING (16.38578787710427 48.16694810072449, 16.385806771243423 48.16694031339372, 16.385899924889937 48.16690189887234, 16.385953008546874 48.16688290010001, 16.386007565103835 48.16685787519071, 16.38603106781102 48.166833673153, 16.38604421390412 48.1668042595344, 16.38604445629351 48.166777009904756, 16.386026325508375 48.166657137866785, 16.386003602984513 48.166515594103906, 16.386004513332335 48.16651167265444, 16.386003446006985 48.16647853301861, 16.386003265889176 48.166473020239025, 16.386010944002336 48.166419606033074, 16.38600832019217 48.166375666188394, 16.385952674306505 48.16609484036628, 16.38592955716661 48.165961786368136)",Getrennte Führung,gemischter Geh- und Radweg,16056884,
RADWEGEOGD.16056885,"LINESTRING (16.466775124944167 48.21230329999194, 16.46677339457154 48.2123001273694, 16.466714379120134 48.212199695748595, 16.466675688816032 48.212133864721274, 16.466644160080904 48.21206929358314, 16.466522441975105 48.211820087052686, 16.466499609330885 48.211778114841)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16056885,
RADWEGEOGD.16056886,"LINESTRING (16.381350136430704 48.16635033765246, 16.381354522924553 48.16633954403227, 16.381741694948854 48.16538768977318)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16056886,
RADWEGEOGD.16056887,"LINESTRING (16.37857646614845 48.173330940839314, 16.378614065141537 48.17333829238144, 16.37868085031622 48.17334146023222, 16.378702319725132 48.17333825967138, 16.378719004162537 48.17332070768442, 16.3787475758997 48.17327283509534)",Getrennte Führung,baulicher Radweg,16056887,
RADWEGEOGD.16056888,"LINESTRING (16.418024288726897 48.188601355158525, 16.417995017177066 48.18858915425643, 16.41790537927214 48.18850549134234, 16.416563921134912 48.187118939269496, 16.415854304914518 48.18637331227155)",Getrennte Führung,baulicher Radweg,16056888,
RADWEGEOGD.16056889,"LINESTRING (16.280812120773305 48.17702808155994, 16.280642560343694 48.17703148932556, 16.280466947027296 48.177036809471645)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16056889,
RADWEGEOGD.16056890,"LINESTRING (16.391703665941904 48.2167798834014, 16.391780161503526 48.21678738261961)",Markierte Anlagen,Radfahrerüberfahrt,16056890,
RADWEGEOGD.16056891,"LINESTRING (16.34601111680948 48.21063356322979, 16.34601975712386 48.210644893879206, 16.34622390306029 48.21101741818543, 16.346280313686197 48.21111917092763)",Getrennte Führung,Verkehrsberuhigte Bereiche,16056891,
RADWEGEOGD.16056892,"LINESTRING (16.313530396325724 48.12876445757216, 16.313426905898076 48.12882083424007, 16.313089888608737 48.12889893717353)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16056892,
RADWEGEOGD.16056893,"LINESTRING (16.37280556104072 48.25178676739897, 16.372964210944335 48.2518371049653, 16.373046239081877 48.251904005316746, 16.37310574935035 48.25194786353074, 16.373144220667747 48.251984273215704, 16.373155650631464 48.252036591432244, 16.373150223096488 48.25209134322664, 16.373148595898027 48.25213157891766, 16.37315574394126 48.252165561566876, 16.37317216452469 48.252210575765886, 16.373223244177893 48.25228964465572, 16.37326678786476 48.25233822932561, 16.37330710452944 48.25237478224606, 16.373347211250483 48.25240031866328, 16.37337637284515 48.252429518814665, 16.37339644670188 48.25246114105637, 16.373409227346354 48.25250007706064, 16.373434754093406 48.25253048345401, 16.373504007643408 48.252564526808776, 16.373602419657566 48.2526046489366, 16.37366295890449 48.252635970129234, 16.373698899907748 48.252654565106305, 16.373726283762654 48.252682992342486, 16.373748981690408 48.25273004583346, 16.373753702012944 48.252739846772656, 16.373759820030276 48.25278249907374, 16.373748430043474 48.25285890824621, 16.373747706431626 48.25286374677501, 16.373714329780626 48.25296328442676, 16.373684982488477 48.25303036462622)",Getrennte Führung,Verkehrsberuhigte Bereiche,16056893,
RADWEGEOGD.16056894,"LINESTRING (16.35134885122074 48.19291528309808, 16.350230783011806 48.19206366230932, 16.350045589896126 48.191922608633135, 16.350042105593364 48.191919947069245)",Markierte Anlagen,Radfahren gegen die Einbahn,16056894,
RADWEGEOGD.16056895,"LINESTRING (16.33777580442086 48.23387644001835, 16.3377565415842 48.233876404333266, 16.337243875530774 48.23387539457335, 16.33693165873925 48.23387411137177, 16.33623977163713 48.23387282857476, 16.33619979208885 48.23384494091658)",Markierte Anlagen,Mehrzweckstreifen,16056895,
RADWEGEOGD.16056896,"LINESTRING (16.355289627800826 48.209316602698856, 16.355023658148916 48.20932237554954)",Markierte Anlagen,Radfahrerüberfahrt,16056896,
RADWEGEOGD.16056897,"LINESTRING (16.35708704835419 48.224949265049226, 16.35706105049905 48.225025954398845, 16.357058349751895 48.22536576107886)",Markierte Anlagen,Mehrzweckstreifen,16056897,
RADWEGEOGD.16056898,"LINESTRING (16.3753325717177 48.199977414441925, 16.375494580505638 48.199999796982425)",Markierte Anlagen,Radfahrerüberfahrt,16056898,
RADWEGEOGD.16056899,"LINESTRING (16.450340461423664 48.276911811566336, 16.45073853056908 48.27700210138754, 16.451452130237957 48.277160097212516, 16.451879331894336 48.27725682885418, 16.45262572882444 48.277419883423214)",Getrennte Führung,baulicher Radweg,16056899,
RADWEGEOGD.16057281,"LINESTRING (16.347676829406204 48.16565588880397, 16.34787591006645 48.165537661302075, 16.347952977733346 48.165469808316175, 16.348192255631528 48.16519567820133, 16.34820847249919 48.16515768002909, 16.34822283484612 48.165122433983555, 16.34824019828493 48.165101127147224, 16.348261717867008 48.165089271767116, 16.348313927089094 48.1650735460184, 16.348630333898466 48.16500565780219, 16.348731744406507 48.16498936888842, 16.348845334261725 48.164973069537176, 16.348962967681217 48.16494591477291, 16.349157673040967 48.16487804770044, 16.34930776540105 48.16482917918412, 16.34937672389743 48.16481289343821, 16.34956737412175 48.164766726841066, 16.349794528659924 48.164696147901395, 16.349940565965714 48.164668988736395, 16.350074426002752 48.16464997875211, 16.350234663667194 48.16464045323465, 16.350392874033084 48.16464043360718, 16.350599783294413 48.16467026518444, 16.350818846815013 48.164705517755436, 16.35098923988217 48.16471635058876, 16.351155556606393 48.16471632885798, 16.351382725721233 48.16470272798025, 16.35147602619656 48.16467828984548, 16.351646382837934 48.164613137778794, 16.351812687730657 48.164531699246645, 16.352031897087887 48.16442977551018)",Getrennte Führung,Verkehrsberuhigte Bereiche,16057281,
RADWEGEOGD.16057282,"LINESTRING (16.358053044002627 48.25946515148056, 16.358047063051202 48.25949365174775, 16.358037316156338 48.25953394268412, 16.357965632288554 48.25983019795088)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16057282,
RADWEGEOGD.16057283,"LINESTRING (16.40274412308339 48.157631662269765, 16.403821014457726 48.15822386788839)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16057283,
RADWEGEOGD.16057284,"LINESTRING (16.336676987684193 48.14975042599011, 16.33672461531622 48.14971301372343, 16.336852419953946 48.14965023988916, 16.33697323634856 48.14960824041986, 16.337030338488482 48.14958835583099, 16.33714753951798 48.149547534326935, 16.33725850467347 48.149507486189805, 16.337312031826965 48.14948817706727, 16.33747571743384 48.14942944911038, 16.33765687331043 48.14936946161981, 16.3377756727358 48.14933321702562, 16.33791933438957 48.149305425581055, 16.341595852533263 48.14886033810859, 16.342461852119637 48.14875145653469, 16.342633815622847 48.14875381204939, 16.34275327295713 48.1487508553563, 16.342851589190808 48.148734140087456, 16.3428701466688 48.148722564649375, 16.342877079595244 48.14871122372396)",Getrennte Führung,gemischter Geh- und Radweg,16057284,
RADWEGEOGD.16057285,"LINESTRING (16.379950582564728 48.201912876653275, 16.379958771325548 48.201923998098565)",Getrennte Führung,baulicher Radweg,16057285,
RADWEGEOGD.16057286,"LINESTRING (16.421456377880215 48.29862503132867, 16.42138040547329 48.2984978722342, 16.42135165745737 48.298449771823826)",Markierte Anlagen,Radfahrerüberfahrt,16057286,
RADWEGEOGD.16057287,"LINESTRING (16.420425392867305 48.17031734891629, 16.420641784858656 48.17017227285589, 16.42073861349398 48.17011627261738)",Markierte Anlagen,Mehrzweckstreifen,16057287,
RADWEGEOGD.16057288,"LINESTRING (16.380500010317363 48.22828570150706, 16.380512522174023 48.22829477075339, 16.380678288599334 48.228384817850944)",Getrennte Führung,baulicher Radweg,16057288,
RADWEGEOGD.16057289,"LINESTRING (16.411016156138132 48.16879712394766, 16.410980414705836 48.168783009877686, 16.41097624183817 48.16877943328822, 16.410975642755062 48.168774253572714, 16.410981302255124 48.16876471704985, 16.41099583745268 48.168747755317796, 16.41142055507857 48.168311881064746, 16.411425627749093 48.16830564542319)",Getrennte Führung,gemischter Geh- und Radweg,16057289,
RADWEGEOGD.16057290,"LINESTRING (16.291468561732568 48.16253300105813, 16.29141955610546 48.16254220911355)",Getrennte Führung,gemischter Geh- und Radweg,16057290,
RADWEGEOGD.16057291,"LINESTRING (16.415729219530935 48.201538884212425, 16.415705721607857 48.201341769806305, 16.415704409431612 48.20133707627104)",Markierte Anlagen,Radfahrerüberfahrt,16057291,
RADWEGEOGD.16057292,"LINESTRING (16.44977753251885 48.270344465498866, 16.449711843428652 48.2715383618331, 16.44965500768619 48.27164701841829)",Getrennte Führung,gemischter Geh- und Radweg,16057292,
