FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.31000123,31000123,POINT (16.33324137598075 48.18129575281251),12,Niederhofstraße,Hermann Leopoldi Park,1038,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000124,31000124,POINT (16.33272101632507 48.18132370782161),12,Grieshofgasse,ggü. 22,2006,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000125,31000125,POINT (16.333778774523182 48.18183757915766),12,Mandlgasse,ggü. 7,3248,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000127,31000127,POINT (16.476534445593398 48.19991168376078),22,Ulanenweg,,3104,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000128,31000128,POINT (16.290148636767224 48.19777802307093),14,Gusenleithnergasse,27-35,3320,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000129,31000129,POINT (16.304802772191234 48.145915360119375),23,Schloßparkgasse,ggü. 4,3458,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000130,31000130,POINT (16.31456031600764 48.156690192313036),23,Auer-Welsbach-Straße,ggü. 63,1268,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000131,31000131,POINT (16.311293238972027 48.15545675700576),23,Auer-Welsbach-Straße,ggü. 39,1269,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000132,31000132,POINT (16.3409963549942 48.2212585661647),18,Martinstraße,# Antonigasse,1116,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000133,31000133,POINT (16.325060627662822 48.23379370352302),18,Bischof-Faber-Platz,1,1096,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000134,31000134,POINT (16.33371171416215 48.23377591289155),18,Hasenauerstraße,# Josef-Kainz-Platz,1095,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000136,31000136,POINT (16.34790605714346 48.23017726018849),18,Anastasius-Grün-Gasse,# Weitlofgasse,1115,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000137,31000137,POINT (16.319289891702653 48.22962495644392),18,Czartoryskigasse,64,3203,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000138,31000138,POINT (16.325742361032493 48.230859754990774),18,Schöffelgasse,41,3199,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000139,31000139,POINT (16.326809221063904 48.229910817370566),18,Salierigasse,15,2504,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000140,31000140,POINT (16.345612535600203 48.22340656876128),18,Staudgasse,# Hans-Sachs-Gasse,0387,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000141,31000141,POINT (16.341039877890807 48.21863110508082),18,Leo-Slezak-Gasse,# Theresiengasse,1152,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31000142,31000142,POINT (16.34119865952853 48.23099145562951),18,Cottagegasse,# Sternwartestraße,0391,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999730,30999730,POINT (16.294990584874295 48.22916261542457),17,Promenadegasse,1,0111,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999731,30999731,POINT (16.365562205000494 48.1853236404219),5,Kriehubergasse,# Hauslabgasse,2127,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999732,30999732,POINT (16.32104252644068 48.22181088897774),17,Hernalser Hauptstraße,138,2278,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999733,30999733,POINT (16.312596828224383 48.226718766046105),17,Alszeile,# Grünbeckweg,1125,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999734,30999734,POINT (16.317475871921715 48.2237962723741),17,Dittersdorfgasse,# Schultheßgasse,1163,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999735,30999735,POINT (16.348158816917238 48.18379217947263),5,Johannagasse,12,1089,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999736,30999736,POINT (16.361998478322135 48.1903606251159),5,Ziegelofengasse,,2128,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999737,30999737,POINT (16.30999796611912 48.22739564236761),17,Alszeile ,28,1126,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999738,30999738,POINT (16.309144413171772 48.24015270538808),18,Franz-Barwig-Weg,# Schafberggasse,1100,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999739,30999739,POINT (16.30560055415962 48.234082986336894),18,Schönbrunner Graben,# Sonnenbadweg,1107,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999740,30999740,POINT (16.30176021882178 48.2294727139286),17,Alszeile,# Vollbadgasse,1129,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999741,30999741,POINT (16.29836821421935 48.24672818359812),18,Pötzleinsdorfer Höhe,Endstelle 41A,1108,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999743,30999743,POINT (16.317243419510977 48.23664757923919),18,Scheibenberggasse,# Eckpergasse,1101,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999745,30999745,POINT (16.307583934091074 48.24706545919278),18,Pötzleinsdorfer Höhe,ggü. 1,2267,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999746,30999746,POINT (16.30916143566531 48.22598573781993),17,Hernalser Hauptstraße,230,1165,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999747,30999747,POINT (16.29826695001307 48.22564484615319),17,Oberwiedenstraße,22,1131,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999748,30999748,POINT (16.311021622794517 48.22496261142031),17,Hernalser Hauptstraße,207,2282,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999749,30999749,POINT (16.311531607438926 48.24084288609967),18,Pötzleinsdorfer Straße,56-58,1110,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999750,30999750,POINT (16.313396991481923 48.224342288748296),17,Hernalser Hauptstraße,194,2280,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999751,30999751,POINT (16.357420796820108 48.18477503039093),5,Stolberggasse,42,0062,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999754,30999754,POINT (16.345882203954147 48.18644339811262),5,Margaretenstraße,160,2446,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999755,30999755,POINT (16.304362184677114 48.2255753989085),17,Braungasse,# Curlandgasse,1140,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999756,30999756,POINT (16.285261106309402 48.23520335139338),17,Leopold Stockert Platz,1,1149,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999757,30999757,POINT (16.293383176421425 48.22411580366219),17,Oberwiedenstraße,34,1132,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999758,30999758,POINT (16.289153142593005 48.22231901463728),17,Savoyenstraße,# Eselstiege,1133,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999759,30999759,POINT (16.358321808659884 48.193296309875684),5,Schönbrunner Straße,31,1091,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999760,30999760,POINT (16.353222888433486 48.18054644884778),5,Einsiedlergasse,2,2700,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999761,30999761,POINT (16.30009719275056 48.228371471986264),17,Dornbacher Straße,54,1166,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999762,30999762,POINT (16.29361303876956 48.23019990603878),17,Promenadegasse,16,0112,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999763,30999763,POINT (16.303403746165117 48.2390575195312),18,Schafberggasse,# Utopiaweg,1157,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999764,30999764,POINT (16.320801397988905 48.23464128828183),18,Bastiengasse,# Erndtgasse,1103,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999766,30999766,POINT (16.318834254444578 48.22405658375823),17,Halirschgasse,# Gilmgasse,1160,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999767,30999767,POINT (16.281794759230717 48.22750944859601),17,Plachygasse,41,1137,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999768,30999768,POINT (16.309905713183337 48.22562942102217),17,Hernalser Hauptstraße,220-222,2281,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999769,30999769,POINT (16.31905877904664 48.22459724048177),17,Leopold-Kunschak-Platz,(Beim Friedhof Hernals),1123,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999772,30999772,POINT (16.312784944996682 48.23391105198482),18,Naaffgasse,# Dürwaringstraße,1105,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999773,30999773,POINT (16.308460815206864 48.235570804113884),18,Brunnenstubenweg,# Naaffgasase 76,2357,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999774,30999774,POINT (16.314720903526883 48.22605204995603),17,Alszeile ,ggü. 9,1124,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999775,30999775,POINT (16.316695366620362 48.225212196284815),17,Alszeile,# Leopold-Kunschak-Platz,0113,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999776,30999776,POINT (16.315952359404363 48.2239379370909),17,Heigerleinstraße,ggü. 49,1161,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999778,30999778,POINT (16.351627923433224 48.18254219035119),5,Fendigasse,30,1087,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999779,30999779,POINT (16.36273726444408 48.18249921123572),5,Magaretengürtel,# Geigergasse,0422,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999780,30999780,POINT (16.30859413448515 48.22762693420453),17,Alszeile,# Güpferlingstraße,1127,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999781,30999781,POINT (16.31811492836772 48.22273185425945),17,Hernalser Hauptstraße,162,2279,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999782,30999782,POINT (16.317462041456285 48.23255440705659),18,Herbeckstraße,100,1104,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999783,30999783,POINT (16.28087239097087 48.22796656298236),17,Trenkwaldgasse,27,1135,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999784,30999784,POINT (16.318197107954138 48.231582356149175),18,Möhnergasse,ggü. 2,1111,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999785,30999785,POINT (16.28205305379937 48.22797519037584),17,Schrammelgasse,43,1138,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999786,30999786,POINT (16.297844199467892 48.238019861046276),18,Josef-Redl-Gasse,# Josef-Bindtner-Gasse,1099,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999787,30999787,POINT (16.35317947079397 48.18164588541656),5,Siebenbrunnenfeldgasse,3A,0063,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999788,30999788,POINT (16.282142463721772 48.23048888820646),17,Trenkwaldgasse,57,1136,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999789,30999789,POINT (16.320098641165693 48.23311300717927),18,Wallrißstraße,66,2502,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999790,30999790,POINT (16.316226944869 48.223436391660975),17,Hernalser Haupstraße,# Dittesdorfgasse,1162,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999791,30999791,POINT (16.358157913321396 48.18362961410692),5,Jahngasse,35-37,1088,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999792,30999792,POINT (16.367110065709653 48.18406415572233),5,Margaretengürtel,8,2125,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999793,30999793,POINT (16.316657247588967 48.23922160359394),18,Pötzleinsdorfer Straße,# Ludwiggasse,1109,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999794,30999794,POINT (16.311159864432085 48.225254181389694),17,Hernalser Hauptstraße,# Kainzgasse,1164,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999795,30999795,POINT (16.296129777242413 48.22682211858853),17,Franz Glaser Gasse,1,2360,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999796,30999796,POINT (16.313945886289034 48.23228288452029),18,Herbeckstraße,85,2359,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999797,30999797,POINT (16.364188608925613 48.1846016139297),5,Hauslabgasse,24,2374,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999798,30999798,POINT (16.3554493608777 48.1803068300963),5,Margaretengürtel,72,2739,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999799,30999799,POINT (16.29108046917257 48.229160217310955),17,Heuberggasse,ggü. 42-50,3182,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999800,30999800,POINT (16.29074290636303 48.23411904646815),17,Dornbacherstraße,ggü. 120,3184,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999801,30999801,POINT (16.287034617130477 48.23731193174063),17,Neuwaldegger Straße,24,3186,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999802,30999802,POINT (16.290681417191355 48.23539646119262),17,Neuwaldegger Straße,ggü. 1,3185,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999803,30999803,POINT (16.280878935076043 48.240047119240856),17,Neuwaldegger Straße,57,3187,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999804,30999804,POINT (16.28967943824342 48.230359930729655),17,Heuberggasse,64,3189,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999805,30999805,POINT (16.287080600826055 48.235297309577845),17,Waldegghofgasse,,3190,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999806,30999806,POINT (16.283618188108015 48.23894707545745),17,Neuwaldegger Straße,ggü. 40,3191,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999807,30999807,POINT (16.279456232084403 48.2406723584503),17,Höhenstraße,ggü. 2,3192,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999808,30999808,POINT (16.27773433535066 48.24020490764333),17,Neuwaldegger Straße,ggü. 57A,3193,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999809,30999809,POINT (16.278773194750357 48.24020011488534),17,Neuwaldegger Straße,ggü. 57A,3194,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999810,30999810,POINT (16.268695515497814 48.244841706240905),17,Exelbergstraße,ggü. 32,3195,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999811,30999811,POINT (16.36057817317505 48.18229177794769),5,Hollgasse,8,3348,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999812,30999812,POINT (16.350096456130593 48.184334357868124),5,Einsiedlergasse,15-17,3347,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999813,30999813,POINT (16.29034820248643 48.23550472348442),17,Neuwaldegger Straße,1,3200,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999814,30999814,POINT (16.291778586894008 48.23138201934837),17,Promenadegasse,31,3201,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999815,30999815,POINT (16.28663972483417 48.22934036199062),17,Scvhrammelgasse,109,3202,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999816,30999816,POINT (16.30584593206298 48.22704754506353),17,Dornbacher Straße,10,3211,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999817,30999817,POINT (16.35304615526751 48.171927824763756),10,Knöllgasse,49,2740,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999818,30999818,POINT (16.39857246992817 48.15961821583002),10,Klemens Dorn Gasse,ggü. 3,3349,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999819,30999819,POINT (16.362184536532542 48.1871763579582),5,Stolberggasse,10,3350,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999820,30999820,POINT (16.30707349770493 48.22803258360026),17,Alszeile,73,3217,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999821,30999821,POINT (16.304360209244678 48.227467233064665),17,Dornbacher Straße,20-26,2310,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.30999822,30999822,POINT (16.29885396980918 48.23096449230744),17,Himmelmutterweg,ggü. 5,3222,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
