FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.4735971,POINT (16.369196791570726 48.21537316768367),4735971,,1,Eﬂlinggasse 8,4,0
FAHRRADABSTELLANLAGEOGD.4735972,POINT (16.37071395463337 48.20901005190364),4735972,,1,"Goldschmiedgasse, Trattnerhof,Freisingergasse",8,0
FAHRRADABSTELLANLAGEOGD.4735973,POINT (16.369250572857105 48.209060899535054),4735973,,1,"Graben, Jungferngasse",16,0
FAHRRADABSTELLANLAGEOGD.4735974,POINT (16.37689306643521 48.211159405995744),4735974,,1,Griechengasse 5,8,0
FAHRRADABSTELLANLAGEOGD.4735975,POINT (16.376811087791314 48.21111303031798),4735975,,1,Griechengasse 6,6,0
FAHRRADABSTELLANLAGEOGD.4735976,POINT (16.357980586446516 48.212591866101626),4735976,,1,"Grillparzerstraﬂe 6, Ebendorferstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735977,POINT (16.364964292805894 48.21368199376859),4735977,,1,Heﬂgasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4735978,POINT (16.366511822568327 48.2083576989103),4735978,,1,Herrengasse 2-4,6,0
FAHRRADABSTELLANLAGEOGD.4735979,POINT (16.364819143415144 48.21360707211946),4735979,,1,"Heﬂgasse, Schottenbastei",16,0
FAHRRADABSTELLANLAGEOGD.4735980,POINT (16.376092407443362 48.20432819991428),4735980,,1,"Himmelpfortgasse 26, Hegelgasse",6,0
FAHRRADABSTELLANLAGEOGD.4735981,POINT (16.36668355032631 48.2131783178023),4735981,,1,Hohenstaufengasse 4,8,0
FAHRRADABSTELLANLAGEOGD.4735982,POINT (16.37295908616098 48.204842039776324),4735982,,1,Johannesgasse 11,8,0
FAHRRADABSTELLANLAGEOGD.4735983,POINT (16.37313690453203 48.20479108114174),4735983,,1,Johannesgasse 9-13,8,0
FAHRRADABSTELLANLAGEOGD.4735984,POINT (16.370809489098104 48.21134654859644),4735984,,1,Jordangasse 5,8,0
FAHRRADABSTELLANLAGEOGD.4735985,POINT (16.368948248836542 48.20139369642418),4735985,,1,K‰rntner Straﬂe 44,8,0
FAHRRADABSTELLANLAGEOGD.4735986,POINT (16.36961081266544 48.20200688526929),4735986,,1,"K‰rntner Straﬂe 57, K‰rntner Ring (Badner Bahn)",8,0
FAHRRADABSTELLANLAGEOGD.4735987,POINT (16.371649610912815 48.20380356016876),4735987,,1,Krugerstraﬂe†10A,8,0
FAHRRADABSTELLANLAGEOGD.4735988,POINT (16.372442148305566 48.210462221360835),4735988,,1,Landskrongasse gg¸. 1-3,8,0
FAHRRADABSTELLANLAGEOGD.4735989,POINT (16.357340504362522 48.21011774892598),4735989,,1,Lichtenfelsgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.4735990,POINT (16.356265648893913 48.21005071895805),4735990,,1,Lichtenfelsgasse 7,8,0
FAHRRADABSTELLANLAGEOGD.4735224,POINT (16.382310728021594 48.21244499609738),4735224,,2,Untere Donaustraﬂe 15,8,0
FAHRRADABSTELLANLAGEOGD.4735225,POINT (16.35494873287785 48.24124973489556),4735225,,19,Pyrkergasse 39,6,0
FAHRRADABSTELLANLAGEOGD.4735226,POINT (16.376482822481826 48.20451448296998),4735226,,1,Hegelgasse 3,4,0
FAHRRADABSTELLANLAGEOGD.4735227,POINT (16.3799098289483 48.211219655164605),4735227,,1,Dominikanerbastei 21,8,0
FAHRRADABSTELLANLAGEOGD.4735228,POINT (16.376036172758944 48.20642013245295),4735228,,1,Riemergasse 16,4,0
FAHRRADABSTELLANLAGEOGD.4735229,POINT (16.305829744725546 48.19294541418816),4735229,,14,"Diesterweggasse_gg¸. 36, Station Penzing",8,0
FAHRRADABSTELLANLAGEOGD.4735230,POINT (16.357834542965062 48.20987000235021),4735230,,1,Lichtenfelsgasse 1,6,0
FAHRRADABSTELLANLAGEOGD.4735231,POINT (16.366176407813395 48.22258585671896),4735231,,9,Rˆgergasse 3,8,0
FAHRRADABSTELLANLAGEOGD.4735232,POINT (16.37496682723251 48.20334464215933),4735232,,1,"Fichtegasse 3, Hegelgasse",16,0
FAHRRADABSTELLANLAGEOGD.4735233,POINT (16.382621210169535 48.21146215994132),4735233,,1,"Franz-Josefs-Kai, Urania",8,0
FAHRRADABSTELLANLAGEOGD.4735234,POINT (16.369741342921724 48.22179863179501),4735234,,2,"Obere Donaustraﬂe 29, (Einfahrt A1 Shop)",8,0
FAHRRADABSTELLANLAGEOGD.4735235,POINT (16.377931333739642 48.205153820377326),4735235,,1,Parkring 12A,16,0
FAHRRADABSTELLANLAGEOGD.4735236,POINT (16.37666668318124 48.20714319688581),4735236,,1,Riemergasse 8,8,0
FAHRRADABSTELLANLAGEOGD.4735237,POINT (16.44784138138744 48.27043845313341),4735237,,21,"K¸rschnerstraﬂe, Dopschstraﬂe",40,0
FAHRRADABSTELLANLAGEOGD.4735238,POINT (16.453560266082565 48.26824926691978),4735238,,21,Wassermanngasse 12,12,0
FAHRRADABSTELLANLAGEOGD.4735239,POINT (16.378660836108942 48.211360841010226),4735239,,1,Schwedenplatz 3-4,6,0
FAHRRADABSTELLANLAGEOGD.4735240,POINT (16.35626071475007 48.19894546997165),4735240,,6,Windm¸hlgasse 22,6,0
FAHRRADABSTELLANLAGEOGD.4735241,POINT (16.36407211304618 48.21411502887585),4735241,,1,Heﬂgasse 3-5,6,0
FAHRRADABSTELLANLAGEOGD.4735242,POINT (16.390509170812457 48.21103965737601),4735242,,3,Radetzkyplatz 5,8,0
FAHRRADABSTELLANLAGEOGD.4735243,POINT (16.39972593155246 48.257977932833505),4735243,,21,"Schloﬂhofer Straﬂe, Pius-Parsch-Platz",20,0
FAHRRADABSTELLANLAGEOGD.4735244,POINT (16.357544510560924 48.27413952530433),4735244,,19,Kuchelauer Hafenstraﬂe,4,0
FAHRRADABSTELLANLAGEOGD.4735245,POINT (16.376693577947563 48.20311293783401),4735245,,1,"Schubertring 1-3, 4 Stk. Erweiterung 25.9.2008",16,0
FAHRRADABSTELLANLAGEOGD.4735246,POINT (16.379076247066806 48.20536359525164),4735246,,1,"Stadtpark gg¸., Liebenberggasse",8,0
FAHRRADABSTELLANLAGEOGD.4735247,POINT (16.34540711687957 48.1980493629177),4735247,,7,Zieglergasse 7,8,0
FAHRRADABSTELLANLAGEOGD.4735248,POINT (16.37355911455868 48.20138138485494),4735248,,1,"K‰rntner Ring 16, 12.12.11 versetzt 3/6",6,0
FAHRRADABSTELLANLAGEOGD.4735249,POINT (16.384000601208623 48.20974884304238),4735249,,1,Schallautzergasse 6,32,0
FAHRRADABSTELLANLAGEOGD.4735250,POINT (16.36957462928901 48.229449764555255),4735250,,20,Hannovergasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4735251,POINT (16.334022111176914 48.19057269915033),4735251,,15,"Friesgasse 4, Schule",6,0
FAHRRADABSTELLANLAGEOGD.4735252,POINT (16.282947238391976 48.18743685852378),4735252,,13,Hietzinger Hauptstraﬂe 82-84,4,0
FAHRRADABSTELLANLAGEOGD.4735253,POINT (16.38751118803095 48.20752628049225),4735253,,3,Untere Viaduktgasse 2,4,0
FAHRRADABSTELLANLAGEOGD.4735254,POINT (16.373696096147036 48.20166684681115),4735254,,1,K‰rntner-Ring†17,8,0
FAHRRADABSTELLANLAGEOGD.4735255,POINT (16.30729793803751 48.220747917147776),4735255,,16,Kongreﬂpark/ Eingang Nietscheplatz,6,0
FAHRRADABSTELLANLAGEOGD.4735256,POINT (16.39303626805489 48.21117115383758),4735256,,3,Untere Weiﬂgerberstraﬂe 11,6,0
FAHRRADABSTELLANLAGEOGD.4735257,POINT (16.37848606687302 48.21137754301783),4735257,,1,Schwedenplatz 2,8,0
FAHRRADABSTELLANLAGEOGD.4735258,POINT (16.381729654592146 48.21243167572078),4735258,,2,Untere Donaustraﬂe 11,8,0
FAHRRADABSTELLANLAGEOGD.4735259,POINT (16.386786276395064 48.21016927450072),4735259,,3,Hintere Zollamtsstraﬂe†2,6,0
FAHRRADABSTELLANLAGEOGD.4735260,POINT (16.37552479239815 48.20642346577453),4735260,,1,"Singerstraﬂe 26, Kumpfgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735261,POINT (16.384879789539298 48.20976235846808),4735261,,3,Vordere Zollamtsstraﬂe†3,8,0
FAHRRADABSTELLANLAGEOGD.4735262,POINT (16.381346087152068 48.20816857740362),4735262,,1,"Stubenring 20, Falkestraﬂe",4,0
FAHRRADABSTELLANLAGEOGD.4735263,POINT (16.378626067172725 48.206912289588),4735263,,1,"Zedlitzgasse 6, ‹berdachte Radabstellanlage",7,1
FAHRRADABSTELLANLAGEOGD.4735264,POINT (16.394080561038134 48.21089588106498),4735264,,3,Krieglergasse 18,10,0
FAHRRADABSTELLANLAGEOGD.4735265,POINT (16.34132567159523 48.2093794967204),4735265,,8,Pfeilgasse 42B,8,0
FAHRRADABSTELLANLAGEOGD.4735266,POINT (16.383309493417194 48.21147095319553),4735266,,1,Uraniastraﬂe 1,6,0
FAHRRADABSTELLANLAGEOGD.4735267,POINT (16.37324985194348 48.20303350672666),4735267,,1,"Walfischgasse 14, Schwarzenbergstraﬂe",8,0
FAHRRADABSTELLANLAGEOGD.4735268,POINT (16.37284737022005 48.20182046442133),4735268,,1,K‰rntner Ring 13,12,0
FAHRRADABSTELLANLAGEOGD.4735269,POINT (16.3457108670789 48.20855226241858),4735269,,8,Lerchengasse 17,6,0
FAHRRADABSTELLANLAGEOGD.4735270,POINT (16.38263044079664 48.209845345505364),4735270,,1,Stubenring 1,54,0
FAHRRADABSTELLANLAGEOGD.4735271,POINT (16.391062028062837 48.20910502531496),4735271,,3,Kollonitzplatz gg¸.†5,8,0
FAHRRADABSTELLANLAGEOGD.4735272,POINT (16.378573106137377 48.20693759800801),4735272,,1,"Zedlitzgasse 6, Stubenbastei",8,0
FAHRRADABSTELLANLAGEOGD.4735273,POINT (16.382993993616786 48.20856897608246),4735273,,1,Oskar-Kokoschka-Platz 2,30,0
FAHRRADABSTELLANLAGEOGD.4735274,POINT (16.36033635278443 48.2207593526772),4735274,,9,Bauernfeldplatz 4,8,0
FAHRRADABSTELLANLAGEOGD.4735275,POINT (16.339623029806123 48.19284405690172),4735275,,6,Wallgasse 31,4,0
FAHRRADABSTELLANLAGEOGD.4735276,POINT (16.3879481807137 48.20765988457049),4735276,,3,"Hansalgasse 1, Untere Viaduktgasse",6,0
FAHRRADABSTELLANLAGEOGD.4735277,POINT (16.3761942695297 48.2026150526586),4735277,,1,"Schubertring 5, Fichtegasse",4,0
FAHRRADABSTELLANLAGEOGD.4735278,POINT (16.357270586099297 48.22941136119292),4735278,,9,Newaldgasse gg¸. 6-10,10,0
FAHRRADABSTELLANLAGEOGD.4735279,POINT (16.356182009644566 48.22795820177842),4735279,,9,Liechtensteinstraﬂe 88,10,0
FAHRRADABSTELLANLAGEOGD.4735280,POINT (16.364590734088825 48.218018573316854),4735280,,9,T¸rkenstraﬂe 25,8,0
FAHRRADABSTELLANLAGEOGD.4735281,POINT (16.337365308813446 48.23390245359707),4735281,,18,Hasenauerstraﬂe 52,5,0
FAHRRADABSTELLANLAGEOGD.4735282,POINT (16.35638272270185 48.19894240876117),4735282,,6,Windm¸hlgasse 17,6,0
FAHRRADABSTELLANLAGEOGD.4735283,POINT (16.284417152695525 48.173324286049386),4735283,,13,Eduard-Jaeger-Gasse gg¸. 1,12,0
FAHRRADABSTELLANLAGEOGD.4735284,POINT (16.37592364926176 48.20635719229275),4735284,,1,Singerstraﬂe 25,4,0
FAHRRADABSTELLANLAGEOGD.4735285,POINT (16.390112192826173 48.21029986842977),4735285,,3,"Lˆwengasse 12B, Schule",6,0
FAHRRADABSTELLANLAGEOGD.4735286,POINT (16.356870356576813 48.19874519972144),4735286,,6,Stiegengasse gg¸. 16,8,0
FAHRRADABSTELLANLAGEOGD.4735287,POINT (16.34358528054604 48.19802473847447),4735287,,7,Schottenfeldgasse†13-15,6,0
FAHRRADABSTELLANLAGEOGD.4735288,POINT (16.34118830408222 48.197990165823946),4735288,,7,Kaiser Straﬂe 11,8,0
FAHRRADABSTELLANLAGEOGD.4735289,POINT (16.340101270318563 48.20359604147288),4735289,,7,Kaiser Straﬂe 67,6,0
FAHRRADABSTELLANLAGEOGD.4735290,POINT (16.34144441863304 48.20485638994664),4735290,,7,Halbgasse 17,6,0
FAHRRADABSTELLANLAGEOGD.4735291,POINT (16.364726344333995 48.2190148379102),4735291,,9,Berggasse gg¸. 27,2,0
FAHRRADABSTELLANLAGEOGD.4735292,POINT (16.365617211391086 48.2190851636103),4735292,,9,Berggasse gg¸. 31,2,0
FAHRRADABSTELLANLAGEOGD.4735293,POINT (16.359737758898873 48.22184496053794),4735293,,9,"F¸rstengasse gg¸. 2, Palais Liechtensteinstraﬂe",20,0
FAHRRADABSTELLANLAGEOGD.4735294,POINT (16.304754466465308 48.16500192287878),4735294,,12,Marschallplatz 7,8,0
FAHRRADABSTELLANLAGEOGD.4735295,POINT (16.36573336638306 48.21909502615767),4735295,,9,Berggasse gg¸. 33,2,0
FAHRRADABSTELLANLAGEOGD.4735296,POINT (16.34005483424461 48.20451385144073),4735296,,7,Kaiserstraﬂe 72,8,0
FAHRRADABSTELLANLAGEOGD.4735297,POINT (16.40358456619953 48.18869447130779),4735297,,3,Helmut-Qualtinger-Gasse,6,0
FAHRRADABSTELLANLAGEOGD.4735298,POINT (16.38258582392857 48.21069102769543),4735298,,1,Stubenring 2,6,0
FAHRRADABSTELLANLAGEOGD.4735299,POINT (16.34519558020533 48.20178123904873),4735299,,7,Westbahnstraﬂe 15,8,0
FAHRRADABSTELLANLAGEOGD.4735300,POINT (16.342082584138485 48.20920208710796),4735300,,8,"Pfeilgasse 37, Stolzenthalergasse",8,0
FAHRRADABSTELLANLAGEOGD.4735301,POINT (16.36584595491552 48.21910430495653),4735301,,9,Berggasse gg¸. 33,2,0
FAHRRADABSTELLANLAGEOGD.4735302,POINT (16.35597671737717 48.22034578617872),4735302,,9,W‰hringer Straﬂe 33-35,34,0
FAHRRADABSTELLANLAGEOGD.4735303,POINT (16.365664644725786 48.226802122839324),4735303,,9,Donaukanal Roﬂauer L‰nde - Friedensbr¸cke,6,0
FAHRRADABSTELLANLAGEOGD.4735304,POINT (16.326697060341502 48.19133567960089),4735304,,15,Mariahilfer Straﬂe 194,6,0
FAHRRADABSTELLANLAGEOGD.4735305,POINT (16.368367788016545 48.219706830958856),4735305,,9,Donaukanal - Roﬂauer L‰nde gg¸. 3,18,0
FAHRRADABSTELLANLAGEOGD.4735306,POINT (16.3565308488348 48.224841024979),4735306,,9,Alserbachstraﬂe 12,8,0
FAHRRADABSTELLANLAGEOGD.4735307,POINT (16.366875847164444 48.21941337116717),4735307,,9,Berggasse 39,10,0
FAHRRADABSTELLANLAGEOGD.4735308,POINT (16.357599104517565 48.21424892959446),4735308,,1,Universit‰tsstraﬂe gg¸. 7,32,0
FAHRRADABSTELLANLAGEOGD.4735309,POINT (16.28345720209616 48.133871600314954),4735309,,23,"Franz-Parsche-Gasse, Richtung F‰rberm¸hlgasse",8,0
FAHRRADABSTELLANLAGEOGD.4735310,POINT (16.390164929845575 48.210332228039356),4735310,,3,Untere Viaduktgasse 19,8,0
FAHRRADABSTELLANLAGEOGD.4735311,POINT (16.285230259520475 48.134639714859226),4735311,,23,"Frˆhlichgasse, Karl-Sarg-Gasse",8,0
FAHRRADABSTELLANLAGEOGD.4735312,POINT (16.288618509245556 48.186195442463095),4735312,,13,Fichtnergasse 15,10,0
FAHRRADABSTELLANLAGEOGD.4735313,POINT (16.322310696772366 48.234726256829404),4735313,,18,Messerschmidtgasse 27,4,0
FAHRRADABSTELLANLAGEOGD.4735314,POINT (16.380220210654162 48.208666994638826),4735314,,1,Falkestraﬂe 3,6,0
FAHRRADABSTELLANLAGEOGD.4735315,POINT (16.287895401621864 48.14636286162411),4735315,,23,"Gatterederstraﬂe, S-Bahnstation Atzgersdorf",18,0
FAHRRADABSTELLANLAGEOGD.4735316,POINT (16.34151313815631 48.20801119418428),4735316,,8,Lerchenfelder Straﬂe 134,4,0
FAHRRADABSTELLANLAGEOGD.4735317,POINT (16.350364600597565 48.21051821587599),4735317,,8,Piaristengasse 50,8,0
FAHRRADABSTELLANLAGEOGD.4735318,POINT (16.347478607515278 48.204253135501105),4735318,,7,Burggasse 69,14,0
FAHRRADABSTELLANLAGEOGD.4735319,POINT (16.316997502449993 48.150114478307685),4735319,,23,"Erlaaer Schleife U6, n‰chst Erilaweg",32,0
FAHRRADABSTELLANLAGEOGD.4735320,POINT (16.35675867403632 48.23257076304185),4735320,,9,"Augasse, Nordbergbr¸cke-Lichtenwerderplatz",10,0
FAHRRADABSTELLANLAGEOGD.4735321,POINT (16.343241307795186 48.20235693282662),4735321,,7,Schottenfeldgasse 48B,4,0
FAHRRADABSTELLANLAGEOGD.4735322,POINT (16.32921970670166 48.19831984894303),4735322,,15,Benedikt-Schellinger-Gasse 21,6,0
FAHRRADABSTELLANLAGEOGD.4735323,POINT (16.359319310824574 48.22903033900653),4735323,,9,Althanstraﬂe 14,16,0
FAHRRADABSTELLANLAGEOGD.4735324,POINT (16.356335202642505 48.20662365882282),4735324,,1,Museumsstraﬂe 12 - Schmerlingplatz,6,0
FAHRRADABSTELLANLAGEOGD.4735325,POINT (16.311493710278775 48.21183383997215),4735325,,16,"U/3-Station Ottakring, U/3-Station Ottakring",24,0
FAHRRADABSTELLANLAGEOGD.4735326,POINT (16.40570886417398 48.2817462971553),4735326,,21,"Strebersdorfer Straﬂe †4, (Jedlersdorfer Friedhof)",16,0
FAHRRADABSTELLANLAGEOGD.4735327,POINT (16.376006333149828 48.22212576581287),4735327,,2,Obere Augartenstraﬂe 38,12,0
FAHRRADABSTELLANLAGEOGD.4735328,POINT (16.35773443896871 48.21168615659014),4735328,,1,Felderstraﬂe 4,8,0
FAHRRADABSTELLANLAGEOGD.4735329,POINT (16.43747768238613 48.24526773082616),4735329,,22,Lenkgasse 5-11,6,0
FAHRRADABSTELLANLAGEOGD.4735330,POINT (16.42665803778501 48.23493303182955),4735330,,22,Fischerstrand 21A,12,0
FAHRRADABSTELLANLAGEOGD.4735331,POINT (16.326303134562554 48.165823346304514),4735331,,12,Otto-Bondy-Platz 2,6,0
FAHRRADABSTELLANLAGEOGD.4735332,POINT (16.402964799886316 48.257425158424894),4735332,,21,Holzmeistergasse 5,6,0
FAHRRADABSTELLANLAGEOGD.4735333,POINT (16.33379945346379 48.21229260126891),4735333,,16,Kirchstetterngasse 60,6,0
FAHRRADABSTELLANLAGEOGD.4735334,POINT (16.370965265612618 48.206663718750605),4735334,,1,"Neuer Markt 1, Erweiterung",16,0
FAHRRADABSTELLANLAGEOGD.4735335,POINT (16.36670759243774 48.20976908084278),4735335,,1,"Wallnerstraﬂe 4, Ecke Haarhof",6,0
FAHRRADABSTELLANLAGEOGD.4735336,POINT (16.36336194192238 48.216124156187036),4735336,,9,Kolingasse 12,16,0
FAHRRADABSTELLANLAGEOGD.4735337,POINT (16.309924563199576 48.12995027048463),4735337,,23,"Porschestraﬂe, U/6 - Station",20,0
FAHRRADABSTELLANLAGEOGD.4735338,POINT (16.338564497065047 48.208449309135624),4735338,,7,"Lerchenfelder G¸rtel gg¸. 42, U6-Thaliastraﬂe",6,0
FAHRRADABSTELLANLAGEOGD.4735339,POINT (16.36623484009784 48.20960008927705),4735339,,1,"Fahnengasse 2, U-Bahnstation U3",8,0
FAHRRADABSTELLANLAGEOGD.4735340,POINT (16.36594303764914 48.20946807376055),4735340,,1,Herrengasse 6-8,6,0
FAHRRADABSTELLANLAGEOGD.4735341,POINT (16.309868041256465 48.129749590110045),4735341,,23,"U6-Siebenhirten, Baslergasse",8,0
FAHRRADABSTELLANLAGEOGD.4735342,POINT (16.327212079449776 48.1997409331362),4735342,,15,Schweglerstraﬂe 37,2,0
FAHRRADABSTELLANLAGEOGD.4735343,POINT (16.324302561750287 48.161749452189284),4735343,,12,An den Eisteichen - Schˆpfwerk,6,0
FAHRRADABSTELLANLAGEOGD.4735344,POINT (16.306705233565197 48.201394567488926),4735344,,14,Muthsamgasse gg¸. 1,16,0
FAHRRADABSTELLANLAGEOGD.4735345,POINT (16.306637827465362 48.20086917719013),4735345,,14,Muthsamgasse 1,8,0
FAHRRADABSTELLANLAGEOGD.4735346,POINT (16.338582168457744 48.214572606579594),4735346,,17,Veronikagasse 24,6,0
FAHRRADABSTELLANLAGEOGD.4735347,POINT (16.418636163067042 48.18565535287823),4735347,,3,Guglgasse 6,14,0
FAHRRADABSTELLANLAGEOGD.4735348,POINT (16.34744693122123 48.20027842906106),4735348,,7,Ahornergasse 9,8,0
FAHRRADABSTELLANLAGEOGD.4735349,POINT (16.33122729597988 48.20973053809594),4735349,,16,Thaliastraﬂe 44,6,0
FAHRRADABSTELLANLAGEOGD.4735350,POINT (16.36306068748153 48.220668516606246),4735350,,9,M¸llnergasse 15,4,0
FAHRRADABSTELLANLAGEOGD.4735351,POINT (16.367118190274123 48.22157718560813),4735351,,9,Mosergasse 15,12,0
FAHRRADABSTELLANLAGEOGD.4735352,POINT (16.380989164079683 48.200887242974034),4735352,,3,Bayerngasse 4,8,0
FAHRRADABSTELLANLAGEOGD.4735353,POINT (16.315538092512025 48.2022451699542),4735353,,15,Oeverseestraﬂe 2,6,0
FAHRRADABSTELLANLAGEOGD.4735354,POINT (16.3394320427025 48.20789064872402),4735354,,7,Kaiserstraﬂe gg¸. 119,6,0
FAHRRADABSTELLANLAGEOGD.4735355,POINT (16.36100983373689 48.22871594384983),4735355,,9,Nordbergstraﬂe 15,12,0
FAHRRADABSTELLANLAGEOGD.4735356,POINT (16.371818263382796 48.187882681112086),4735356,,4,Graf-Starhemberg-Gasse 36,8,0
FAHRRADABSTELLANLAGEOGD.4735357,POINT (16.34529401216516 48.186964171794855),4735357,,5,Sankt-Johann-Gasse 1-5,4,0
FAHRRADABSTELLANLAGEOGD.4735358,POINT (16.362914747017683 48.213918030992225),4735358,,1,Schottenring 2,4,0
FAHRRADABSTELLANLAGEOGD.4735359,POINT (16.316684631924957 48.23243976011561),4735359,,18,Herbeckstraﬂe 75,10,0
FAHRRADABSTELLANLAGEOGD.4735360,POINT (16.39206018808887 48.21232817336452),4735360,,3,Obere Viaduktgasse 2,6,0
FAHRRADABSTELLANLAGEOGD.4735361,POINT (16.364235455252107 48.21384675872096),4735361,,1,Schottenbastei 1-5,10,0
FAHRRADABSTELLANLAGEOGD.4735362,POINT (16.364289494257065 48.21379838020219),4735362,,1,Schottenbastei 8,10,0
FAHRRADABSTELLANLAGEOGD.4735363,POINT (16.401465437228005 48.22584534077804),4735363,,2,"Walcherstraﬂe 16, Mexikoplatz",6,0
FAHRRADABSTELLANLAGEOGD.4735364,POINT (16.35596390951158 48.21813457726633),4735364,,9,Lakierergasse 1,10,0
FAHRRADABSTELLANLAGEOGD.4735365,POINT (16.375443994158584 48.204694248612),4735365,,1,Himmelpfortgasse 25,6,0
FAHRRADABSTELLANLAGEOGD.4735366,POINT (16.357321130865426 48.19169582637037),4735366,,5,Pilgramgasse gg¸. 6,6,0
FAHRRADABSTELLANLAGEOGD.4735367,POINT (16.356071522126 48.2103611073575),4735367,,1,"Friedrich-Schmidt-Platz gg¸. 1, Lichtenfelsgasse",10,0
FAHRRADABSTELLANLAGEOGD.4735368,POINT (16.34856051908875 48.19444872704808),4735368,,6,"Loquaiplatz 1-2, ohne Meldezettel",6,0
FAHRRADABSTELLANLAGEOGD.4735369,POINT (16.374984906552815 48.17834189997554),4735369,,10,Keplerplatz 5,6,0
FAHRRADABSTELLANLAGEOGD.4735370,POINT (16.37444887668641 48.202796312955),4735370,,1,Hegelgasse 14,4,0
FAHRRADABSTELLANLAGEOGD.4735371,POINT (16.379040263532502 48.205337321642205),4735371,,1,"Parkring - Stadtpark, gg¸. Liebenberggasse",6,0
FAHRRADABSTELLANLAGEOGD.4735372,POINT (16.378566841095342 48.21113690984207),4735372,,1,Laurenzerberg 4,8,0
FAHRRADABSTELLANLAGEOGD.4735373,POINT (16.37891502789886 48.21266215732131),4735373,,2,"Obere Donaustraﬂe 103, 1 Stk. Erweiterung, 28.10.2010",10,0
FAHRRADABSTELLANLAGEOGD.4735374,POINT (16.381803688354964 48.22635812055987),4735374,,2,Nordpolstraﬂe 2,6,0
FAHRRADABSTELLANLAGEOGD.4735375,POINT (16.380314619890584 48.208634672826285),4735375,,1,Falkestraﬂe 3,8,0
FAHRRADABSTELLANLAGEOGD.4735376,POINT (16.374519139574407 48.20286564491397),4735376,,1,Hegelgasse 14,4,0
FAHRRADABSTELLANLAGEOGD.4735377,POINT (16.374953696517178 48.20320186180655),4735377,,1,"Fichtegasse 4, Hegelgasse",20,0
FAHRRADABSTELLANLAGEOGD.4735378,POINT (16.353349067150248 48.22635002266907),4735378,,9,Sobieskigasse 5,6,0
FAHRRADABSTELLANLAGEOGD.4735379,POINT (16.38182928235868 48.212435485172065),4735379,,2,Untere Donaustraﬂe 11,8,0
FAHRRADABSTELLANLAGEOGD.4735380,POINT (16.37349170144225 48.1944366201372),4735380,,10,Argentinierstraﬂe 31,4,0
FAHRRADABSTELLANLAGEOGD.4735381,POINT (16.36319230009413 48.19507162688698),4735381,,4,Margaretenstraﬂe 35,6,0
FAHRRADABSTELLANLAGEOGD.4735382,POINT (16.36822107997564 48.197435989886),4735382,,4,Frankenberggasse 11,16,0
FAHRRADABSTELLANLAGEOGD.4735383,POINT (16.367326435674048 48.197753615545366),4735383,,4,"Rilkeplatz 5, Stadt Wien",12,0
FAHRRADABSTELLANLAGEOGD.4735384,POINT (16.374473384970585 48.192573750513986),4735384,,4,Argentinierstraﬂe 37,8,0
FAHRRADABSTELLANLAGEOGD.4735385,POINT (16.36079556096144 48.19538304457269),4735385,,4,Gr¸ngasse 1A,4,0
FAHRRADABSTELLANLAGEOGD.4735386,POINT (16.35083699709117 48.22264214609307),4735386,,9,Severingasse 12,6,0
FAHRRADABSTELLANLAGEOGD.4735387,POINT (16.327185464464648 48.2023518515118),4735387,,15,Guntherstraﬂe 5,6,0
FAHRRADABSTELLANLAGEOGD.4735388,POINT (16.36417648354547 48.22618929868416),4735388,,9,Rˆgergasse 34,6,0
FAHRRADABSTELLANLAGEOGD.4735389,POINT (16.364047568591403 48.21571784196141),4735389,,9,Liechtensteinstraﬂe†2,10,0
FAHRRADABSTELLANLAGEOGD.4735390,POINT (16.4666280160281 48.21941561450171),4735390,,22,"Langobardenstraﬂe 103 B, Tamariskenstraﬂe",20,1
FAHRRADABSTELLANLAGEOGD.4735391,POINT (16.331445042235217 48.21309549522678),4735391,,16,Haberlgasse 78,6,0
FAHRRADABSTELLANLAGEOGD.4735392,POINT (16.3374655633774 48.21325407441339),4735392,,16,Schellhammergasse 12,8,0
FAHRRADABSTELLANLAGEOGD.4735393,POINT (16.42033723375174 48.227761240163346),4735393,,22,Schˆdelbergergasse gg¸.16,6,0
